rank,date,artist,title,streams,danceability,energy,key,loudness,mode,speechiness,acousticness,liveness,valence,tempo,uri,duration_ms,time_signature,bx_speechiness,bx_acousticness,lg_liveness,pc1,pc2,cluster
132,2017-11-24,Bing Crosby,Winter Wonderland,"194,336",0.5920000000000001,0.23,10.0,-13.603,1.0,0.0511,0.828,0.12,0.537,126.655,spotify:track:2IuUMx3uxxJAHcH41aYtn0,144253.0,4.0,-3.7602522437723342,-0.18467446002404392,-2.120263536200091,3.0031738851007312,-0.217037357021265,0
151,2017-11-24,Eartha Kitt,Santa Baby (with Henri René & His Orchestra),"177,895",0.7,0.138,8.0,-12.347000000000001,1.0,0.0612,0.902,0.185,0.49,84.48700000000001,spotify:track:1foCxQtxBweJtZmdxhEHVO,206067.0,4.0,-3.480625164588861,-0.10191804931239518,-1.6873994539038122,2.9137927190549027,-0.08553076964006677,0
152,2017-11-24,Chuck Berry,Run Rudolph Run - Single Version,"177,622",0.6809999999999999,0.715,7.0,-10.609000000000002,0.0,0.0912,0.812,0.0777,0.9570000000000001,152.132,spotify:track:2pnPe4pJtq7689i5ydzvJJ,165733.0,4.0,-2.8887459938870346,-0.20331014091098376,-2.5549000216085354,0.7313995613311225,-0.8853944415959843,5
157,2017-11-24,Justin Bieber,Mistletoe,"175,123",0.6579999999999999,0.56,6.0,-9.049,0.0,0.0467,0.498,0.0794,0.8540000000000001,161.994,spotify:track:7xapw9Oy21WpfEcib2ErSA,182947.0,4.0,-3.90274305335836,-0.6437600379256592,-2.533256910729047,0.7073593695944679,-0.7889639617247799,5
162,2017-11-24,Burl Ives,Rudolph The Red-Nosed Reindeer,"171,264",0.67,0.275,0.0,-12.755,1.0,0.0385,0.6709999999999999,0.19899999999999998,0.8059999999999999,152.649,spotify:track:4hXAK3mjFVFOOiJQ3rKAXi,130027.0,4.0,-4.2149626131328874,-0.38109861070185236,-1.6144504542576448,2.3248484008494072,-0.030877045326807587,3
171,2017-11-24,Anitta,Downtown,"167,419",0.775,0.679,4.0,-4.985,0.0,0.135,0.18,0.068,0.619,166.00799999999998,spotify:track:3Ga6eKrUFf12ouh9Yw3v2D,193456.0,4.0,-2.340761047766349,-1.4150951717386027,-2.6882475738060303,-0.721199053464915,-1.142283457277771,4
178,2017-11-24,Paul McCartney,Wonderful Christmastime - Remastered 2011 / Edited Version,"163,401",0.774,0.511,11.0,-8.914,1.0,0.0319,0.322,0.0672,0.7709999999999999,94.736,spotify:track:1SV1fxF65n9NhRHp3KlBuu,227653.0,4.0,-4.527981548580668,-0.9966379995740563,-2.700082031453033,0.8324149536182959,-1.1813106986510908,5
187,2017-11-24,Ariana Grande,Santa Tell Me,"159,673",0.525,0.621,7.0,-7.364,1.0,0.11599999999999999,0.0489,0.294,0.591,191.9,spotify:track:0lizgQ7Qw35od7CYaoMBZb,204093.0,4.0,-2.548819031393936,-2.1710955436972172,-1.2241755116434554,-0.15050279339388667,0.9505016842912274,6
193,2017-11-24,Jaden,Icon,"156,605",0.7859999999999999,0.82,9.0,-5.093,0.0,0.23199999999999998,0.222,0.575,0.49,119.98200000000001,spotify:track:22nyEAEM29tcBRhukR089b,220996.0,4.0,-1.6360032832827276,-1.270659411707565,-0.5533852381847867,-1.0651115653679029,1.1018226241223945,2
199,2017-11-24,John Lennon,Happy Xmas (War Is Over) - Remastered,"155,578",0.32799999999999996,0.607,2.0,-11.075999999999999,1.0,0.0315,0.319,0.765,0.395,146.539,spotify:track:3zJw3rugfpVrmBeDDnUYzy,213880.0,3.0,-4.549307533952536,-1.0038290212722731,-0.2678794451556012,1.3744448858845126,2.6617321673072443,6
175,2017-11-25,James Arthur,Naked,"174,144",0.529,0.607,6.0,-6.781000000000001,1.0,0.0574,0.10400000000000001,0.0631,0.23800000000000002,101.96600000000001,spotify:track:7krbSH3rd8lhIZvuzTV3Bl,234107.0,4.0,-3.5791305213032807,-1.7613204988052726,-2.7630345094349695,0.3947411155386533,-0.30116077958872933,1
165,2017-11-26,Dean Martin,Silver Bells,"183,378",0.273,0.259,8.0,-13.967,1.0,0.0306,0.9,0.308,0.604,97.085,spotify:track:4QX5pZQpQTgVlkqfUTDim0,142560.0,3.0,-4.598453497363219,-0.10408482817243593,-1.1776554960085626,3.2159581551293184,1.6250980318752652,0
182,2017-11-26,Pentatonix,Hallelujah,"174,198",0.364,0.37799999999999995,7.0,-7.381,0.0,0.0331,0.47,0.33899999999999997,0.366,89.91799999999999,spotify:track:0HZk0QsXPhMNAWNDR3rYE8,268960.0,3.0,-4.465806722472863,-0.6926669645995512,-1.0817551716016869,1.2598996306552404,1.6861859983090728,6
185,2017-11-26,The Beach Boys,Little Saint Nick - 1991 Remix,"172,213",0.602,0.5529999999999999,11.0,-9.336,1.0,0.0328,0.10800000000000001,0.0512,0.971,130.594,spotify:track:5xlS0QkVrSH7ssEbBgBzbM,118840.0,4.0,-4.481104103212415,-1.7388846560742401,-2.972015746936675,0.6221825540457303,-1.1066835136992925,5
188,2017-11-26,Judy Garland,"Have Yourself A Merry Little Christmas - ""Meet Me In St. Louis"" Original Cast Recording","169,269",0.156,0.184,6.0,-14.82,1.0,0.0393,0.97,0.26,0.107,180.887,spotify:track:6EMmfEbpaDvbYKMDw6GPgA,162333.0,3.0,-4.181269156093867,-0.030351973710864958,-1.3470736479666092,3.884402419783155,1.9151512090111498,0
185,2017-11-28,blackbear,anxiety (with FRND),"192,264",0.652,0.715,0.0,-5.919,1.0,0.0388,0.0291,0.156,0.618,97.98100000000001,spotify:track:7my1wrfnHqssb3mtHEPWrI,191036.0,4.0,-4.202233844185711,-2.414117513758702,-1.8578992717326,-0.6284442666266505,0.16171243038602007,1
178,2017-11-30,T-Pain,Buy U a Drank (Shawty Snappin') (feat. Yung Joc),"202,387",0.451,0.55,1.0,-8.137,1.0,0.262,0.0108,0.0737,0.594,80.001,spotify:track:2aIdVb8v9KTpEZnftkz2mD,227960.0,4.0,-1.4855427839904967,-2.8043360136092987,-2.6077524797868463,0.42922811506837233,-0.26843580111291654,1
3,2017-12-01,Ed Sheeran,Perfect Duet (Ed Sheeran & Beyoncé),"1,286,639",0.5870000000000001,0.299,8.0,-7.365,1.0,0.0263,0.779,0.12300000000000001,0.35600000000000004,94.992,spotify:track:1bhUWB0zJMIKr9yVPrkEuI,259550.0,3.0,-4.858743424709158,-0.24265548683618574,-2.0955709236097193,1.4898261956402754,0.05617320549873284,3
12,2017-12-01,G-Eazy,Him & I,"815,790",0.589,0.731,2.0,-6.343,1.0,0.0868,0.0534,0.308,0.191,87.90799999999999,spotify:track:5k38wzpLb15YgncyWdTZE4,268867.0,4.0,-2.9601806069740477,-2.1268994962880337,-1.1776554960085626,-0.25179151128841176,1.18991329901922,6
68,2017-12-01,Taylor Swift,End Game,"359,293",0.649,0.589,2.0,-6.237,1.0,0.0558,0.00845,0.10800000000000001,0.151,159.07299999999998,spotify:track:2x0WlnmfG39ZuDmstl9xfX,244827.0,4.0,-3.622879014180961,-2.8878721979017654,-2.2256240518579173,-0.14132779076063764,-0.09663554617855552,1
75,2017-12-01,Martin Garrix,So Far Away (feat. Jamie Scott & Romy Dya),"338,248",0.526,0.52,6.0,-7.985,0.0,0.0569,0.435,0.19699999999999998,0.13,149.119,spotify:track:0OlnLZY4cmQzT6ZGttvWBM,183637.0,4.0,-3.5926494522560524,-0.7570542150450832,-1.6245515502441485,1.0083248698796166,0.829152313360229,6
78,2017-12-01,Taylor Swift,I Did Something Bad,"335,817",0.696,0.602,0.0,-6.156000000000001,0.0,0.159,0.0679,0.0696,0.305,82.98899999999999,spotify:track:4svZDCRz4cJoneBpjpx8DJ,238253.0,4.0,-2.121634150189067,-2.0016084932680487,-2.6649907116417633,0.021868977027528647,-0.7547103616545479,5
89,2017-12-01,Taylor Swift,Don’t Blame Me,"314,484",0.615,0.534,9.0,-6.718999999999999,0.0,0.0386,0.106,0.0607,0.193,135.917,spotify:track:1R0a2iXumgCiFb7HEZ7gUE,236413.0,4.0,-4.210707031481912,-1.7500212645200754,-2.8018115809166844,0.4808318085063244,-0.577748726226431,5
91,2017-12-01,Taylor Swift,Delicate,"312,348",0.75,0.40399999999999997,9.0,-10.177999999999999,0.0,0.0682,0.21600000000000003,0.0911,0.0499,95.045,spotify:track:6NFyWDv5CjfwuzoCkw47Xf,232253.0,4.0,-3.3163728419374148,-1.2899302072193835,-2.3957974747162245,1.7579407518167547,-0.5628831806003222,3
96,2017-12-01,Miguel,Come Through and Chill (feat. J. Cole & Salaam Remi),"305,935",0.461,0.653,6.0,-8.617,1.0,0.327,0.158,0.19699999999999998,0.588,81.628,spotify:track:1m8WpLYXEiNVZchsWEcCSy,322000.0,1.0,-1.2183980405667127,-1.501402293800806,-1.6245515502441485,0.4908808609926661,0.7466991135542348,6
111,2017-12-01,Louis Tomlinson,Miss You,"272,073",0.541,0.69,3.0,-5.391,1.0,0.20600000000000002,0.0216,0.257,0.6809999999999999,180.239,spotify:track:3zxrecYFao03IrrcyFiaMU,182026.0,3.0,-1.7857793614836717,-2.5410111327939973,-1.3586791940869172,-0.941285636620001,0.7363470485011063,2
125,2017-12-01,Taylor Swift,Getaway Car,"260,736",0.562,0.6890000000000001,2.0,-6.745,1.0,0.127,0.00465,0.0888,0.35100000000000003,172.054,spotify:track:0VE4kBnHJUgtMf0dy6DRmW,233627.0,4.0,-2.423975257234693,-3.0724232013010515,-2.4213686289840126,-0.3979031203737947,-0.18039832750847085,1
142,2017-12-01,Taylor Swift,So It Goes...,"243,522",0.574,0.61,2.0,-7.2829999999999995,1.0,0.0732,0.122,0.13,0.374,74.957,spotify:track:5PxFv9yJEg9dxvbZggykro,227907.0,4.0,-3.2105179027593755,-1.6650689074547607,-2.0402208285265546,0.3829880409436039,0.2260005602810037,1
147,2017-12-01,Taylor Swift,This Is Why We Can’t Have Nice Things,"241,566",0.5670000000000001,0.789,5.0,-5.986000000000001,1.0,0.115,0.0156,0.382,0.43799999999999994,163.96,spotify:track:07NxDD1iKCHbAldceD7QLP,207133.0,4.0,-2.560840231950153,-2.6699109348316172,-0.9623346703755619,-0.9156882076972687,1.2933283779926088,2
151,2017-12-01,Taylor Swift,King Of My Heart,"237,531",0.675,0.703,0.0,-7.902,1.0,0.0382,0.00882,0.0391,0.314,110.01,spotify:track:7HuBDWi18s4aJM8UFnNheH,214320.0,4.0,-4.227806163818181,-2.873622846924295,-3.241632811990817,0.07417238072680113,-1.1466521273598023,5
157,2017-12-01,Taylor Swift,Dress,"234,304",0.7190000000000001,0.469,0.0,-8.792,1.0,0.0533,0.0329,0.16899999999999998,0.0851,120.085,spotify:track:6oVxXO5oQ4pTpO8RSnkzvv,230373.0,4.0,-3.6942134376071754,-2.359261441407725,-1.7778565640590638,0.9185638677305165,0.15250967994388764,3
161,2017-12-01,Taylor Swift,Dancing With Our Hands Tied,"227,955",0.624,0.691,0.0,-6.686,0.0,0.196,0.0604,0.138,0.284,160.024,spotify:track:7I7JbDv63ZJJsSi24DyJrz,211507.0,4.0,-1.8492917070745294,-2.0635263886010646,-1.9805015938249322,-0.22224517257226595,0.11939916090119888,1
167,2017-12-01,blackbear,top priority (with Ne-Yo),"224,615",0.851,0.599,11.0,-4.863,1.0,0.055999999999999994,0.22899999999999998,0.0748,0.821,103.936,spotify:track:2yjwPmZ3XKKoVVPzKQ9d0o,171200.0,4.0,-3.6173319373648103,-1.2486761300693674,-2.5929373940017055,-0.5723859796905908,-1.2976491608505973,5
170,2017-12-01,Taylor Swift,New Year’s Day,"223,655",0.6609999999999999,0.151,0.0,-12.864,1.0,0.0354,0.9209999999999999,0.13,0.23,94.92200000000001,spotify:track:7F5oktn5YOsR9eR5YsFtqb,235467.0,4.0,-4.353588827911685,-0.08151557623079456,-2.0402208285265546,3.2466036507934986,-0.15105200752869163,0
138,2017-12-02,Taylor Swift,This Is Why We Can't Have Nice Things,"233,457",0.5670000000000001,0.789,5.0,-5.986000000000001,1.0,0.115,0.0156,0.382,0.43799999999999994,163.96,spotify:track:07NxDD1iKCHbAldceD7QLP,207133.0,4.0,-2.560840231950153,-2.6699109348316172,-0.9623346703755619,-0.9156882076972687,1.2933283779926088,2
179,2017-12-02,Jay Critch,Fashion,"206,304",0.726,0.225,4.0,-19.72,0.0,0.0588,0.00351,0.0655,0.17,142.988,spotify:track:4EDmwV0cTLJ31s9sLQ1x2p,208598.0,4.0,-3.541987733363937,-3.150864469394849,-2.7257051363409306,4.000842395482798,-1.070746223843563,0
192,2017-12-02,Bing Crosby,Do You Hear What I Hear?,"199,853",0.5660000000000001,0.24600000000000002,10.0,-15.499,1.0,0.0276,0.813,0.195,0.41200000000000003,101.529,spotify:track:5aDoUmxBsbdpS16alksb5Z,165667.0,4.0,-4.775162102454037,-0.2021371846817513,-1.6347557204183902,3.550064313115221,0.4731973496448844,0
197,2017-12-02,Carpenters,Sleigh Ride,"198,118",0.47,0.23199999999999998,11.0,-15.662,1.0,0.192,0.871,0.10400000000000001,0.552,201.25799999999998,spotify:track:07RmHXaYqBdUyfAESPZkRO,159440.0,4.0,-1.875749952789557,-0.1359267187154765,-2.2633643798407643,3.4298849528243673,-0.18903527305988196,0
165,2017-12-03,Frank Sinatra,The First Noel - Remastered 1999,"195,750",0.17600000000000002,0.153,0.0,-15.969000000000001,1.0,0.0365,0.956,0.158,0.157,84.741,spotify:track:6keKIzkXWdbwJWMBJQUwYl,161373.0,1.0,-4.302851272424267,-0.04476359978079819,-1.8451602459551701,4.417202145673242,1.381678648848474,0
167,2017-12-03,Gene Autry,Here Comes Santa Claus (Right Down Santa Claus Lane),"194,142",0.8340000000000001,0.37200000000000005,1.0,-11.99,1.0,0.0358,0.799,0.275,0.976,96.62799999999999,spotify:track:25leEEaz1gIpp7o21Fqyjo,150267.0,4.0,-4.334931243827021,-0.21866050293789407,-1.2909841813155656,1.78313438176236,-0.13821144892068862,3
170,2017-12-03,Nat King Cole,Joy To The World,"191,754",0.5529999999999999,0.337,10.0,-10.334000000000001,1.0,0.03,0.818,0.113,0.662,101.91799999999999,spotify:track:1VuAamHM7P3VQQEXYGG3Uu,84987.0,4.0,-4.632151952514117,-0.19628897445108479,-2.1803674602697964,1.957592774989036,-0.10427364216279264,3
172,2017-12-03,Pentatonix,"Mary, Did You Know?","191,419",0.49700000000000005,0.312,11.0,-9.088,0.0,0.0269,0.302,0.0968,0.177,105.036,spotify:track:4z8sz6E4YyFuEkv5o7IJni,203373.0,4.0,-4.8195894516233535,-1.0455895926481538,-2.3351082846996056,1.8837209634546632,0.13724733777409942,3
176,2017-12-03,Bing Crosby,Mele Kalikimaka - Single Version,"190,105",0.515,0.20199999999999999,3.0,-10.74,1.0,0.0627,0.79,0.18100000000000002,0.608,203.50099999999998,spotify:track:12AzbCfLF96R9GmWU6o24s,174000.0,4.0,-3.44366480970112,-0.22940045844534993,-1.7092582477163112,2.179879318125463,0.2933003814333626,3
184,2017-12-03,Frank Sinatra,Mistletoe And Holly - Remastered 1999,"186,010",0.607,0.10300000000000001,9.0,-14.405,1.0,0.0404,0.804,0.076,0.341,110.37799999999999,spotify:track:7faDzZnZYqTyYThx2sbHVQ,136427.0,4.0,-4.136209117764603,-0.21273396752604978,-2.577021938695806,3.69811825113961,-0.6560304772672403,0
119,2017-12-04,6ix9ine,KOODA,"262,057",0.885,0.6409999999999999,1.0,-4.455,1.0,0.35100000000000003,0.175,0.23399999999999999,0.201,91.167,spotify:track:0tYHqwTW4s6VuPWDSD7n7K,142582.0,4.0,-1.1349020377401762,-1.433967375606528,-1.4524341636244358,-0.5877378541415587,-0.018475142564353366,1
131,2017-12-06,Trippie Redd,Dark Knight Dummo (Feat. Travis Scott),"255,237",0.28,0.821,8.0,-2.864,0.0,0.111,0.16699999999999998,0.139,0.254,181.44400000000002,spotify:track:3YeJXuRSNS5FYwOsDu44kD,256163.0,3.0,-2.6101586534379417,-1.465043362563096,-1.973281345851445,-1.0876530128314177,1.1906760902718405,2
7,2017-12-08,Big Sean,Go Legend (& Metro Boomin),"863,663",0.6559999999999999,0.564,1.0,-8.925,0.0,0.0883,0.0167,0.165,0.25,150.014,spotify:track:3wAI7MIQtTgwcRmwchPZBc,268947.0,4.0,-2.9353681788815646,-2.6437201066725073,-1.8018098050815563,0.5268910099659636,0.20361541039438733,1
41,2017-12-08,Big Sean,Pull Up N Wreck (& Metro Boomin),"525,694",0.49,0.44,10.0,-7.76,1.0,0.353,0.00806,0.18600000000000003,0.091,173.095,spotify:track:7DuvVy7JfFgXwWlVzyyPys,227533.0,4.0,-1.1282426680494995,-2.9034205414890186,-1.6820086052689356,0.6075969503170545,0.6779324598529753,6
54,2017-12-08,Big Sean,Big Bidness (& Metro Boomin),"448,448",0.657,0.579,7.0,-10.463,0.0,0.275,0.12300000000000001,0.102,0.146,84.985,spotify:track:42XnD59SFcomCJu55EPhqJ,273027.0,4.0,-1.4263963671087656,-1.6600503694976478,-2.282782465697866,1.2901141735870199,-0.2468127378719605,3
55,2017-12-08,Eminem,Untouchable,"446,885",0.5539999999999999,0.887,7.0,-3.367,1.0,0.503,0.0803,0.15,0.648,172.233,spotify:track:6IvespQWGW4USXwexlVKDm,370133.0,4.0,-0.7243452809305231,-1.9098980008797273,-1.8971199848858813,-1.7164917997488234,0.2595802444456133,2
57,2017-12-08,Camila Cabello,Real Friends,"427,633",0.701,0.512,0.0,-6.869,0.0,0.0969,0.235,0.135,0.6629999999999999,91.947,spotify:track:5vnpANH92iEajvGwE2oQ6r,223583.0,4.0,-2.801895357729092,-1.2302405550838769,-2.0024805005437076,0.2930977345726094,-0.3122508852898908,1
64,2017-12-08,Big Sean,So Good (& Metro Boomin),"410,955",0.619,0.40399999999999997,8.0,-8.333,0.0,0.441,0.0144,0.115,0.5660000000000001,90.008,spotify:track:0fWBFDRTIuk8ZgNdZqhCer,268720.0,4.0,-0.8718478671986097,-2.700154210896389,-2.162823150618887,0.6719871447977624,-0.3825652024720827,5
66,2017-12-08,Camila Cabello,Never Be the Same - Radio Edit,"406,564",0.627,0.693,0.0,-4.382,1.0,0.0856,0.158,0.115,0.245,129.80100000000002,spotify:track:0sVgOxAOOAj0K8PdFEGhrR,227240.0,4.0,-2.9803889066084244,-1.501402293800806,-2.162823150618887,-0.5426711440618102,0.043674264110265704,1
67,2017-12-08,Big Sean,Who's Stopping Me (& Metro Boomin),"386,685",0.664,0.552,7.0,-10.479000000000001,1.0,0.306,0.425,0.0757,0.763,99.721,spotify:track:7dHui7yOhsoj7HdWSuJTW7,213600.0,4.0,-1.2974672009299957,-0.7761798418116903,-2.580977118538734,1.158094447988917,-0.9110614725111255,3
80,2017-12-08,Migos,Danger (with Migos & Marshmello),"353,288",0.8140000000000001,0.743,9.0,-2.968,1.0,0.159,0.152,0.163,0.36700000000000005,107.99600000000001,spotify:track:0nhVrTiCGiGRCoZOJiWzm1,214587.0,4.0,-2.121634150189067,-1.5265354970240474,-1.8140050781753747,-1.2478393178729104,-0.17303511887578854,4
88,2017-12-08,Big Sean,Savage Time (& Metro Boomin),"339,180",0.508,0.496,1.0,-9.514,1.0,0.348,0.184,0.33299999999999996,0.237,147.007,spotify:track:6Vur2D5ks3pdAZqqmLIeab,335333.0,4.0,-1.1449734962236815,-1.400285298661964,-1.0996127890016933,1.1339424082273146,1.193403732368424,6
100,2017-12-08,Big Sean,In Tune (& Metro Boomin),"316,431",0.5760000000000001,0.44799999999999995,2.0,-11.382,1.0,0.319,0.336,0.129,0.13,77.113,spotify:track:5bq7cr4wjs9LaK7V7onc5F,255587.0,4.0,-1.2478108550911977,-0.9637448137574087,-2.047942874620465,2.049423378583246,0.13976269158798554,3
105,2017-12-08,Big Sean,Even The Odds (& Metro Boomin),"310,934",0.562,0.47600000000000003,4.0,-12.155,0.0,0.24600000000000002,0.435,0.10099999999999999,0.185,144.2,spotify:track:5cHorcEr5z7GC0DjKxiWF1,226720.0,4.0,-1.5631593371180847,-0.7570542150450832,-2.2926347621408776,2.1037537093029837,-0.10631193252885637,3
109,2017-12-08,G-Eazy,Sober,"309,238",0.5579999999999999,0.7659999999999999,6.0,-5.952999999999999,0.0,0.231,0.263,0.32,0.182,96.281,spotify:track:3qk4wRMDlaeagZGjSYbsOV,203960.0,4.0,-1.6413991905454495,-1.1487019892480657,-1.1394342831883648,-0.2291095512415977,1.2763142068254203,6
125,2017-12-08,Big Sean,Reason (& Metro Boomin),"283,756",0.677,0.623,2.0,-7.544,1.0,0.193,0.0287,0.147,0.512,157.011,spotify:track:4GvhvCrqxhpyMBUzwdDC0T,198720.0,4.0,-1.8690762521953075,-2.4202064427240177,-1.9173226922034008,-0.11527640095841941,-0.12445396613601364,1
164,2017-12-08,Big Sean,"No Hearts, No Love (& Metro Boomin)","240,555",0.384,0.705,1.0,-7.99,1.0,0.254,0.0271,0.316,0.266,83.601,spotify:track:6LotTSj4ATgXgke2ktLC1O,225920.0,4.0,-1.5236468795519407,-2.4452344925770237,-1.152013065395225,0.216862867193851,1.6318042537309212,6
138,2017-12-09,Quality Control,My Dawg,"246,001",0.9109999999999999,0.637,1.0,-7.252000000000001,1.0,0.11199999999999999,0.0259,0.10400000000000001,0.615,133.037,spotify:track:49K3jbwZmZKaDGTfjpIVg0,317701.0,4.0,-2.597639282060578,-2.464761490970077,-2.2633643798407643,-0.37560856181141605,-1.0935753464626914,5
157,2017-12-09,Dean Martin,"Baby, It's Cold Outside","232,901",0.47100000000000003,0.166,0.0,-17.278,1.0,0.0582,0.88,0.0589,0.501,130.793,spotify:track:7omYbV2oF2UF8yBJJMTt0M,143667.0,3.0,-3.5577799686184766,-0.12595869397005607,-2.831914188324596,4.244033070720114,-0.6456440023942368,0
178,2017-12-09,Michael Bublé,Holly Jolly Christmas,"212,725",0.647,0.465,7.0,-8.308,1.0,0.0428,0.865,0.0882,0.6990000000000001,151.251,spotify:track:5PuKlCjfEVIXl0ZBp5ZW9g,119787.0,4.0,-4.042620626748993,-0.14261611742157723,-2.4281483159693913,0.9898497694706541,-0.6039000949004357,3
193,2017-12-09,Michael Bublé,White Christmas (with Shania Twain),"203,086",0.628,0.484,10.0,-7.587999999999999,1.0,0.0319,0.469,0.126,0.642,63.476000000000006,spotify:track:2gbCG4Rt9984UZ7Tc0dIFd,216627.0,4.0,-4.527981548580668,-0.6944546005219177,-2.071473372030659,0.8274455713788907,-0.07947189207680899,3
196,2017-12-10,Bing Crosby,The Little Drummer Boy,"183,846",0.636,0.165,10.0,-14.261,1.0,0.0328,0.885,0.0502,0.505,112.777,spotify:track:0pAT3JUEjIiqUkwxE0vbBQ,180040.0,4.0,-4.481104103212415,-0.12045470423808628,-2.9917402522844534,3.4511504265505093,-1.1817173077960241,0
55,2017-12-11,Camila Cabello,Never Be the Same,"396,483",0.637,0.713,0.0,-4.333,1.0,0.0747,0.18100000000000002,0.13699999999999998,0.243,129.923,spotify:track:4eWQlBRaTjPPUlzacqEeoQ,226973.0,4.0,-3.180378134863187,-1.4113691824946424,-1.9877743531540122,-0.6006533232891565,0.2153932070687414,1
175,2017-12-11,Quality Control,Ice Tray,"208,681",0.89,0.504,8.0,-5.444,0.0,0.12300000000000001,0.023,0.12300000000000001,0.222,129.969,spotify:track:3wdfLVUhmX64lIyWIIEW8s,213613.0,4.0,-2.4678791573691607,-2.514997249190383,-2.0955709236097193,-0.2564087973779777,-0.7355994698982541,5
189,2017-12-11,Sam Smith,Have Yourself A Merry Little Christmas,"198,339",0.43799999999999994,0.17800000000000002,5.0,-9.402000000000001,1.0,0.0414,0.9570000000000001,0.316,0.344,75.248,spotify:track:1Qi2wh8fFgDV7tl4Sj3f2K,170964.0,1.0,-4.096455265697502,-0.0437288399514719,-1.152013065395225,2.3728146347018644,1.3041890268713852,0
55,2017-12-12,Charlie Puth,How Long - Remix,"404,601",0.7859999999999999,0.775,1.0,-5.316,0.0,0.0711,0.156,0.0962,0.659,122.00200000000001,spotify:track:2cmWjJEB9PydEc1eIHbOHX,192787.0,4.0,-3.253930568792193,-1.509697285066807,-2.3413259213104762,-0.858478776268737,-0.7199617607835466,4
179,2017-12-14,Miley Cyrus,Rockin' Around The Christmas Tree,"211,592",0.602,0.713,10.0,-7.58,0.0,0.0351,0.040999999999999995,0.27,0.7959999999999999,141.987,spotify:track:5lyikKk6KFWfWCuDDir9Fx,116547.0,4.0,-4.367742121795406,-2.2568946254190627,-1.3093333199837622,-0.38547031654533787,0.7248647863739553,1
2,2017-12-15,Eminem,River (feat. Ed Sheeran),"1,167,659",0.748,0.7490000000000001,8.0,-5.916,0.0,0.516,0.142,0.0713,0.659,90.09,spotify:track:1cS0TgbR263ey9jn0MwD2s,221013.0,4.0,-0.6960734055853259,-1.5701725353127558,-2.6408589515618868,-0.608155479820313,-1.0458837407991979,4
5,2017-12-15,G-Eazy,Him & I (with Halsey),"1,023,140",0.589,0.731,2.0,-6.343,1.0,0.0868,0.0534,0.308,0.191,87.90799999999999,spotify:track:5k38wzpLb15YgncyWdTZE4,268867.0,4.0,-2.9601806069740477,-2.1268994962880337,-1.1776554960085626,-0.25179151128841176,1.18991329901922,6
10,2017-12-15,Eminem,Believe,"846,354",0.884,0.49200000000000005,1.0,-5.343,0.0,0.11199999999999999,0.16,0.359,0.11,130.072,spotify:track:4iTyf5pLZMOR8YrEZgSopo,315347.0,4.0,-2.597639282060578,-1.4931875848145062,-1.0244328904938582,-0.04126928657013893,0.4212012753838476,1
24,2017-12-15,Eminem,Chloraseptic (feat. Phresher),"643,116",0.887,0.725,2.0,-6.534,1.0,0.295,0.159,0.33299999999999996,0.441,135.95,spotify:track:756ZV0boQJ6Kbk3WFBuVjD,296941.0,4.0,-1.3414211251715946,-1.4972850158470727,-1.0996127890016933,-0.5596800703381558,0.2229106958413272,1
31,2017-12-15,Eminem,Remind Me,"603,791",0.754,0.8690000000000001,4.0,-3.843,1.0,0.303,0.13699999999999998,0.752,0.784,93.77,spotify:track:5uvwJAheJJEkgu88t3Wqf5,225173.0,4.0,-1.3092718882215744,-1.5928824940406379,-0.28501895503229724,-1.7169492075215538,1.3288735917196868,2
32,2017-12-15,Eminem,Like Home (feat. Alicia Keys),"603,596",0.78,0.787,8.0,-4.581,1.0,0.245,0.23199999999999998,0.24600000000000002,0.258,109.883,spotify:track:2Ie7pnF3ZKNTde30TQWlWx,245467.0,4.0,-1.5682023113390067,-1.2394125528436377,-1.4024237430497741,-0.8518670780460778,0.37969467223413034,2
43,2017-12-15,Eminem,Bad Husband (feat. X Ambassadors),"545,456",0.514,0.72,8.0,-5.189,1.0,0.322,0.0738,0.14800000000000002,0.478,96.23700000000001,spotify:track:3GOjD8hwXOxbTF3apTqSqX,287893.0,3.0,-1.2366824785865018,-1.9564962352077395,-1.910543005218022,-0.5855775049810856,0.4148206776882945,1
50,2017-12-15,Eminem,Tragic Endings (feat. Skylar Grey),"509,789",0.665,0.769,4.0,-5.04,0.0,0.249,0.4,0.7090000000000001,0.512,80.971,spotify:track:3xpTHrC1b6dmiLEeM5jO0z,252027.0,4.0,-1.548170967531296,-0.8255535931579838,-0.3438997524500094,-0.7294640430922953,1.621344452260835,2
58,2017-12-15,Eminem,Nowhere Fast (feat. Kehlani),"468,297",0.7,0.74,11.0,-4.617,1.0,0.184,0.254,0.0682,0.6629999999999999,79.015,spotify:track:4xs1uoAjiWAEecX9yKGSF6,264173.0,4.0,-1.93062457440147,-1.1741511095045758,-2.685310714132721,-0.7286286550702052,-0.888224888725168,4
63,2017-12-15,Eminem,Framed,"452,387",0.7440000000000001,0.8270000000000001,7.0,-2.972,1.0,0.113,0.0136,0.272,0.735,145.972,spotify:track:4UTpObwAYO67yymOoCeXwS,252960.0,4.0,-2.5852480286389334,-2.721410177981022,-1.3019532126861397,-2.016838395979165,0.36570062890619237,2
