rank,date,artist,title,streams,danceability,energy,key,loudness,mode,speechiness,acousticness,liveness,valence,tempo,uri,duration_ms,time_signature,bx_speechiness,bx_acousticness,lg_liveness,pc1,pc2,cluster
3,2018-04-27,Post Malone,Spoil My Night (feat. Swae Lee),"3,318,588",0.672,0.7170000000000001,1.0,-2.714,1.0,0.034,0.341,0.106,0.225,160.981,spotify:track:5VuxWXbt7XENQCtE9TzpTv,194560.0,4.0,-4.420855839435035,-0.9522524184774114,-2.24431618487007,-0.9196262375149867,-0.06718137977008234,4
5,2018-04-27,Post Malone,Rich & Sad,"3,071,762",0.599,0.5710000000000001,2.0,-4.998,1.0,0.0665,0.198,0.0969,0.285,151.974,spotify:track:2VdT56BGpdqNHUgOe1j5vc,206453.0,4.0,-3.3544164101605265,-1.3503238769701107,-2.3340757600854163,-0.0823110289054172,-0.13799474761955816,1
6,2018-04-27,Post Malone,Over Now,"2,880,829",0.569,0.777,4.0,-4.041,0.0,0.0834,0.139,0.132,0.18100000000000002,164.02700000000002,spotify:track:09IOPhEh1OMe0HD9b36FJk,246987.0,4.0,-3.0182993380010905,-1.583723302811469,-2.0249533563957662,-0.8385650699806381,0.40023409605540583,2
7,2018-04-27,Post Malone,Zack And Codeine,"2,835,989",0.738,0.8240000000000001,5.0,-5.165,0.0,0.0437,0.15,0.132,0.386,138.039,spotify:track:5lZZmityu9TAjNvSY6GLhR,204360.0,4.0,-4.00907294022847,-1.535082577538122,-2.0249533563957662,-0.8498350751961244,-0.07330360129240823,4
8,2018-04-27,Post Malone,Ball For Me (feat. Nicki Minaj),"2,786,889",0.797,0.55,9.0,-4.166,1.0,0.24,0.513,0.0786,0.5429999999999999,134.20600000000002,spotify:track:6IaieqiCVvsNvEt6Y7yOFa,206267.0,4.0,-1.5937779624733839,-0.6184238737706953,-2.543383579546976,-0.37000967999384543,-1.0962502212285867,5
9,2018-04-27,Post Malone,Takin' Shots,"2,741,318",0.762,0.621,0.0,-6.24,1.0,0.0866,0.61,0.46399999999999997,0.593,120.056,spotify:track:5ffntNJnJOeFv7b7DCd0Bw,216747.0,4.0,-2.9635262248200136,-0.4670399991300317,-0.7678707267558819,-0.11507792824116965,0.8572655939679992,6
10,2018-04-27,Post Malone,Stay,"2,703,178",0.507,0.48,5.0,-5.417999999999999,1.0,0.0266,0.449,0.147,0.35,86.046,spotify:track:4H7WNRErSbONkM06blBoGc,204427.0,4.0,-4.839039254307077,-0.7308379335875619,-1.9173226922034008,0.523549480720182,0.5625025513254696,6
11,2018-04-27,Post Malone,Same Bitches (feat. G-Eazy & YG),"2,534,111",0.731,0.774,10.0,-5.273,0.0,0.0555,0.434,0.114,0.21899999999999997,100.005,spotify:track:688QpQAwqsLdBR6lr13wK1,212467.0,4.0,-3.6312427205596536,-0.7589514836610642,-2.1715568305876416,-0.3373825176777532,-0.12782424792310013,1
12,2018-04-27,Post Malone,rockstar (feat. 21 Savage),"2,329,391",0.585,0.52,5.0,-6.136,0.0,0.0712,0.124,0.131,0.129,159.80100000000002,spotify:track:0e7ipj03S05BNilyu5bRzt,218147.0,4.0,-3.251829974111925,-1.6550630813962095,-2.0325579557809856,0.31589587678040115,0.2360230978389592,1
14,2018-04-27,Post Malone,Otherside,"2,210,236",0.652,0.643,9.0,-5.667000000000001,0.0,0.0353,0.318,0.20800000000000002,0.109,104.932,spotify:track:4qWCFTuNnmGNdY4egtb4ZY,228227.0,4.0,-4.358291189556272,-1.0062375736925142,-1.570217199280819,0.09808175346170281,0.6984824463855176,1
15,2018-04-27,Post Malone,92 Explorer,"2,115,624",0.7979999999999999,0.733,7.0,-4.811,0.0,0.0476,0.265,0.114,0.861,146.046,spotify:track:1D2L6MefbXon28PzIk9I3r,211427.0,4.0,-3.8723717783831524,-1.1431377332327504,-2.1715568305876416,-0.9817120621221647,-0.6907996277325865,4
16,2018-04-27,Post Malone,Blame It On Me,"2,087,078",0.652,0.591,11.0,-7.274,0.0,0.0418,0.145,0.16399999999999998,0.27399999999999997,121.87299999999999,spotify:track:1ZemPoaj7LBj1RAQrb89EC,261800.0,4.0,-4.0808623990961435,-1.556839963560396,-1.8078888511579387,0.3716010891168089,0.30661057822950805,1
18,2018-04-27,Post Malone,Sugar Wraith,"1,746,374",0.606,0.775,5.0,-4.269,0.0,0.0671,0.262,0.1,0.307,164.02,spotify:track:0MrRAUcB8AZiB9ue2VOBYe,228147.0,4.0,-3.3408626066507616,-1.1514963165776204,-2.3025850929940455,-0.7523668692583005,-0.02367505762761328,4
19,2018-04-27,Post Malone,Jonestown (Interlude),"1,617,747",0.38,0.45399999999999996,0.0,-10.270999999999999,0.0,0.0362,0.755,0.263,0.28800000000000003,77.592,spotify:track:0R6Jlsq25eZB3Wftpxi3oF,112013.0,4.0,-4.316512288368455,-0.2720824767362542,-1.3356012468043725,1.9664758490138332,1.4681097938950902,6
58,2018-04-27,Mason Ramsey,Famous,"559,462",0.534,0.815,5.0,-2.815,1.0,0.0278,0.708,0.111,0.564,159.84799999999998,spotify:track:1lasE4yXQmZ5mwWdGQGn8E,192520.0,4.0,-4.7627066268519185,-0.33185782425000293,-2.198225077669803,-1.099652555672745,0.2520034685701869,2
122,2018-04-27,Tee Grizzley,2 Vaults (feat. Lil Yachty),"310,173",0.9209999999999999,0.586,8.0,-7.77,1.0,0.406,0.264,0.11900000000000001,0.657,96.042,spotify:track:5Zx9VpLotu9aFYqq61NAip,210000.0,4.0,-0.9660921605981281,-1.1459158129721745,-2.1286317858706076,0.15870300655818012,-1.0845741553806376,5
157,2018-04-27,Camila Cabello,Never Be the Same (feat. Kane Brown),"262,481",0.6,0.6709999999999999,0.0,-4.875,1.0,0.0893,0.23800000000000002,0.16399999999999998,0.25,129.782,spotify:track:0xk4woi8ENN8VWFDZTcF8h,225539.0,4.0,-2.9190948043717375,-1.2211580794765884,-1.8078888511579387,-0.3228811216547436,0.45370275632145945,1
158,2018-04-27,YoungBoy Never Broke Again,Diamond Teeth Samurai,"261,339",0.799,0.659,10.0,-5.593,0.0,0.272,0.00451,0.13,0.256,177.957,spotify:track:1k7KigfkZh2Xb6khqV1a0K,162488.0,4.0,-1.439755405182913,-3.081198941833597,-2.0402208285265546,-0.7953340343319468,-0.4548392931322153,4
179,2018-04-27,Janelle Monáe,I Got the Juice (feat. Pharrell Williams),"234,714",0.922,0.485,1.0,-7.2589999999999995,1.0,0.096,0.0758,0.601,0.395,120.156,spotify:track:5Yfq9uugLFchtFymQQWxgt,226288.0,4.0,-2.815211315852039,-1.9418334226664522,-0.5091603444469295,0.10593749485128597,0.6829365742313561,1
195,2018-04-27,YoungBoy Never Broke Again,Overdose,"221,704",0.809,0.845,10.0,-5.843,0.0,0.35200000000000004,0.22399999999999998,0.638,0.67,90.015,spotify:track:3A1BaBGT3HgzuDrV9pgX9v,176990.0,4.0,-1.1315669041165526,-1.2643247623528844,-0.44941699563734716,-1.0399120427740896,1.0526069778283815,2
76,2018-04-28,Kanye West,Ye vs. the People (starring TI as the People),"389,949",0.46399999999999997,0.8220000000000001,1.0,-1.881,1.0,0.294,0.0568,0.10300000000000001,0.722,79.973,spotify:track:69b0SDYOymaqYwm3la237H,202641.0,4.0,-1.3455103058354654,-2.0953688613954338,-2.2730262907525014,-1.7310092678285152,0.14366969326457382,4
49,2018-04-30,Kanye West,Lift Yourself,"598,253",0.877,0.435,0.0,-8.131,1.0,0.136,0.0108,0.115,0.589,98.008,spotify:track:3uYDO9dPLTVrgfwg7EYXSf,147905.0,4.0,-2.3307600248825833,-2.8043360136092987,-2.162823150618887,0.3390201576582438,-1.0023786558524124,5
140,2018-05-03,Shawn Mendes,Youth (feat. Khalid),"267,541",0.534,0.596,6.0,-6.653,0.0,0.11699999999999999,0.56,0.133,0.324,100.12100000000001,spotify:track:1h0yImRPIVAjhhHeNVlTuC,190867.0,4.0,-2.5369166295225956,-0.5425564303642229,-2.017406150760383,0.5172805056118203,0.34024959894405116,1
2,2018-05-04,Travis Scott,Watch (feat. Lil Uzi Vert & Kanye West),"2,095,463",0.706,0.5589999999999999,4.0,-5.216,0.0,0.0416,0.0372,0.379,0.252,78.53399999999999,spotify:track:3DoBTwfr8yi2LN08SBpFkN,217405.0,4.0,-4.08863724141972,-2.3027755331856827,-0.9702190738997107,-0.25656824542526907,1.0175436658907222,6
25,2018-05-04,Rae Sremmurd,Powerglide (feat. Juicy J) - From SR3MM,"940,053",0.713,0.831,1.0,-4.75,0.0,0.15,0.0168,0.11800000000000001,0.584,173.94799999999998,spotify:track:1BuZAIO8WZpavWVbbq3Lci,332301.0,4.0,-2.199041619636889,-2.641405528483936,-2.137070654516472,-1.429830227187663,-0.34551047173440225,4
45,2018-05-04,Rae Sremmurd,Buckets (feat. Future) - From SR3MM,"618,427",0.903,0.581,11.0,-4.797,1.0,0.0686,0.0303,0.102,0.264,139.998,spotify:track:2TtWdYXulGcHCeUJUWwZ4M,281298.0,4.0,-3.30758008091171,-2.3962284855876543,-2.282782465697866,-0.5907994347702079,-0.895019937698034,4
61,2018-05-04,Rae Sremmurd,Bedtime Stories (feat. The Weeknd) - From SR3MM,"466,091",0.8029999999999999,0.64,4.0,-4.527,0.0,0.0279,0.0544,0.342,0.038,131.986,spotify:track:6nI74KsH94IN0J2vp5shdT,292727.0,4.0,-4.756517540729292,-2.117469410495886,-1.0729445419195318,-0.5835605034081351,0.8190558684506788,2
65,2018-05-04,Rae Sremmurd,Up In My Cocina - From SR3MM,"446,735",0.898,0.7509999999999999,11.0,-4.646,1.0,0.14800000000000002,0.0129,0.363,0.462,129.972,spotify:track:4669wTPqp7Xwz2H7v4QKi1,246449.0,4.0,-2.216970857566698,-2.740812277029361,-1.0133524447172864,-1.3709703825151238,0.32460788943130525,2
67,2018-05-04,Sia,Genius,"421,549",0.603,0.615,11.0,-4.931,0.0,0.165,0.0799,0.11699999999999999,0.561,158.657,spotify:track:4xigPf2sigSPmuFH3qCelB,213707.0,4.0,-2.0727819274757415,-1.912680200957828,-2.145581344184381,-0.5757994444986458,-0.15798120514723213,1
70,2018-05-04,Rae Sremmurd,Guatemala - From Swaecation,"407,797",0.8490000000000001,0.6990000000000001,4.0,-5.193,0.0,0.0574,0.185,0.0954,0.0778,100.98899999999999,spotify:track:0TCnOEVeLQMXOUrpPlM7uY,256341.0,4.0,-3.5791305213032807,-1.3966215296132851,-2.3496767005278962,-0.30450844442141983,-0.6018818365414591,5
77,2018-05-04,Marshmello,You Can Cry,"395,278",0.491,0.617,4.0,-4.545,0.0,0.147,0.0974,0.27,0.17,126.816,spotify:track:3ZbJMlEL4Kcme0ONRO7Slx,194533.0,5.0,-2.2260404583259668,-1.799833883875934,-1.3093333199837622,-0.3342015879200528,1.217227572796344,6
100,2018-05-04,Charlie Puth,The Way I Am,"353,622",0.755,0.769,10.0,-5.6579999999999995,0.0,0.18600000000000003,0.314,0.0628,0.642,114.96600000000001,spotify:track:6qNALlmZa1ESnCxJmXE1K9,186080.0,4.0,-1.9166517616837289,-1.0159303714252013,-2.7678002055079842,-0.5906039318979074,-1.116424507781219,5
113,2018-05-04,Julia Michaels,Jump (with Trippie Redd),"333,646",0.654,0.547,10.0,-6.598,1.0,0.127,0.25,0.0961,0.507,173.981,spotify:track:2OvV4NjEBRE9v8Oo7QeUCq,207857.0,4.0,-2.423975257234693,-1.1856846842530389,-2.34236596300589,0.16219011606106096,-0.4915154641716977,5
118,2018-05-04,Desiigner,Priice Tag,"319,144",0.9440000000000001,0.9520000000000001,9.0,-4.718,1.0,0.147,0.0296,0.0945,0.9079999999999999,139.965,spotify:track:0w7IgpqkxKyRBTqGuQbZNp,110768.0,4.0,-2.2260404583259668,-2.4065961270108085,-2.35915544448244,-1.9706654680668059,-1.2662845543094894,4
120,2018-05-04,Rae Sremmurd,Perplexing Pegasus - From SR3MM,"314,176",0.899,0.44799999999999995,1.0,-8.789,1.0,0.0738,0.000692,0.365,0.302,145.975,spotify:track:1ung2kajpw24AaHjBtPY3j,204787.0,4.0,-3.1983773544343164,-3.516129618667906,-1.0078579253996456,0.2972268780798381,0.25432661150107655,1
121,2018-05-04,Florence + The Machine,Hunger,"313,589",0.7290000000000001,0.675,2.0,-5.62,0.0,0.0415,0.53,0.0985,0.332,116.016,spotify:track:6Ju28M6P8Y8sLjBgWjyUUD,214667.0,4.0,-4.092540827837794,-0.5903885469026806,-2.3176987308040937,-0.050017912597157724,-0.37038856765239947,1
123,2018-05-04,Rae Sremmurd,Touchscreen Navigation - From Swaecation,"310,798",0.7290000000000001,0.523,6.0,-6.348,0.0,0.102,0.518,0.10400000000000001,0.0791,87.999,spotify:track:20NeQXq8WWCG89ul5nH4BP,197652.0,4.0,-2.729035368405774,-0.6101050094271349,-2.2633643798407643,0.6672535629872515,-0.32453122812548296,5
130,2018-05-04,Rae Sremmurd,"""42"" - From SR3MM","297,731",0.968,0.563,1.0,-6.744,1.0,0.125,0.00275,0.10800000000000001,0.324,130.039,spotify:track:5lf91lPnGKtIqsgmG1z8Ip,238020.0,4.0,-2.445724882960704,-3.2148997150285776,-2.2256240518579173,-0.35076461093447137,-1.110259799410557,5
147,2018-05-04,Christina Aguilera,Accelerate (feat. Ty Dolla $ign & 2 Chainz),"276,346",0.799,0.629,0.0,-5.638,0.0,0.14,0.371,0.15,0.293,128.041,spotify:track:0iSDDumvHTzv6we9Yr1HzY,243062.0,4.0,-2.2915864960368544,-0.8858915180206729,-1.8971199848858813,-0.134281711147021,-0.24821024253520263,1
148,2018-05-04,Chantel Jeffries,Wait (Featuring Offset & Vory),"276,141",0.865,0.529,1.0,-7.756,1.0,0.23,0.769,0.10400000000000001,0.649,111.98200000000001,spotify:track:50phRe11Y2nC2N968jVU53,169827.0,4.0,-1.6468220755863008,-0.2548308876867455,-2.2633643798407643,0.5440064345678514,-1.0610880293023501,5
151,2018-05-04,Troye Sivan,Bloom,"271,473",0.708,0.701,0.0,-5.196000000000001,1.0,0.0328,0.031,0.392,0.504,120.932,spotify:track:0oTyoTKEKMdF3rXcOLyEfN,222097.0,4.0,-4.481104103212415,-2.386043260971703,-0.9364934391916745,-0.8577685792572678,0.9861458767390628,2
160,2018-05-04,Rae Sremmurd,Rock N Roll Hall Of Fame - From SR3MM,"265,122",0.741,0.746,7.0,-4.34,0.0,0.0346,0.152,0.135,0.5379999999999999,143.955,spotify:track:54inhxqvwEzNHd8KdjXKBm,266683.0,4.0,-4.3916434572859595,-1.5265354970240474,-2.0024805005437076,-0.9669374044910509,-0.16471965268295738,4
170,2018-05-04,Joyner Lucas,I Don't Die,"249,074",0.743,0.8759999999999999,1.0,-4.3260000000000005,1.0,0.301,0.099,0.11900000000000001,0.574,149.041,spotify:track:3NSmC1EQKOdUe6KhMrDDk5,224735.0,4.0,-1.3172167355733657,-1.790317394042715,-2.1286317858706076,-1.4393620834042056,-0.40496980555451245,4
183,2018-05-04,Luke Combs,Beautiful Crazy,"238,697",0.552,0.402,11.0,-7.431,1.0,0.0262,0.6759999999999999,0.0928,0.382,103.31299999999999,spotify:track:2rxQMGVafnNaRaXlRMWPde,193200.0,4.0,-4.865369087562213,-0.37432441406753075,-2.377308639189982,1.2487515347197051,-0.09244194393121544,3
190,2018-05-04,Jess Glynne,I'll Be There,"232,310",0.565,0.195,9.0,-11.144,1.0,0.0277,0.965,0.13,0.0815,89.961,spotify:track:1WDRGOhX8DElSipew0YaTo,186667.0,4.0,-4.768921414063144,-0.03548052695696744,-2.0402208285265546,2.9131180842242284,0.242916469926324,0
16,2018-05-06,Childish Gambino,This Is America,"857,044",0.8540000000000001,0.46299999999999997,5.0,-6.159,1.0,0.13699999999999998,0.11699999999999999,0.354,0.5489999999999999,120.024,spotify:track:0b9oOr2ZgvyQu88wzixux9,225773.0,4.0,-2.320843362986299,-1.6906466203899764,-1.0384583658483626,-0.06384113702935101,0.22551997985993222,1
140,2018-05-07,Juice WRLD,Lucid Dreams,"252,456",0.511,0.5660000000000001,6.0,-7.23,0.0,0.2,0.349,0.34,0.218,83.90299999999999,spotify:track:285pBltuF7vW8TeWk8hdRR,239836.0,4.0,-1.823448333342699,-0.9341310080425274,-1.0788096613719298,0.6489617354416688,1.3447968512488802,6
170,2018-05-07,Childish Gambino,3005,"227,230",0.47200000000000003,0.44799999999999995,6.0,-7.272,0.0,0.326,0.113,0.0914,0.636,166.077,spotify:track:2ZltjIqztEpZtafc8w0I9t,234215.0,4.0,-1.2220290483233225,-1.7117205649724934,-2.3925098005220327,0.48726484426138444,-0.24182949556139371,1
192,2018-05-08,Childish Gambino,IV. Sweatpants,"220,887",0.71,0.47,1.0,-9.33,0.0,0.142,0.154,0.643,0.581,80.027,spotify:track:00GOPLxW4PGQuUYdPJh8K1,180675.0,4.0,-2.272480313064107,-1.518074387735472,-0.44161055474451766,0.8388410461316649,1.2083512104055256,6
172,2018-05-10,Ella Mai,Boo'd Up,"228,810",0.652,0.877,10.0,-3.5839999999999996,0.0,0.155,0.294,0.0959,0.415,81.986,spotify:track:5Qhk0AqBVGOf6B4RB8Xj58,217482.0,4.0,-2.1553975448255795,-1.0658693096686278,-2.3444492970927446,-1.1258676757897452,-0.1941827514371908,4
193,2018-05-10,Bhad Bhabie,Gucci Flip Flops (feat. Lil Yachty),"218,085",0.82,0.603,8.0,-7.18,1.0,0.308,0.0351,0.122,0.177,159.976,spotify:track:3hv6ndi7uFT9L9wrhQCsqY,151851.0,4.0,-1.2896712376053807,-2.3296966271953776,-2.1037342342488805,-0.026404804383579228,-0.5587603096521909,5
23,2018-05-11,Playboi Carti,Shoota (feat. Lil Uzi Vert),"826,235",0.674,0.649,1.0,-8.433,0.0,0.19899999999999998,0.191,0.122,0.48,153.069,spotify:track:2BJSMvOGABRxokHKB0OI8i,153800.0,4.0,-1.8298529918111877,-1.3749528084495568,-2.1037342342488805,0.32803121738056096,-0.2614349367303204,1
33,2018-05-11,Selena Gomez,Back To You - From 13 Reasons Why – Season 2 Soundtrack,"703,653",0.601,0.7240000000000001,6.0,-4.856,1.0,0.0486,0.0945,0.12,0.508,102.061,spotify:track:4hQ6UGyWQIGJmHSo0J88JW,207905.0,4.0,-3.839392360403171,-1.8173930840672847,-2.120263536200091,-0.6569897131290643,0.09050361239313698,1
40,2018-05-11,John Mayer,New Light,"629,746",0.828,0.6890000000000001,7.0,-7.877999999999999,1.0,0.0326,0.325,0.0808,0.853,123.931,spotify:track:3bH4HzoZZFq8UpZmI2AMgV,216015.0,4.0,-4.491392183508062,-0.9894982682897523,-2.5157783134550873,-0.014295493623942983,-1.1006049051955116,5
44,2018-05-11,Playboi Carti,R.I.P.,"598,485",0.725,0.723,8.0,-6.067,0.0,0.16,0.0119,0.086,0.509,140.003,spotify:track:3L0IKstjUgDFVQAbQIRZRv,192027.0,4.0,-2.113346058319551,-2.7699841500346865,-2.4534079827286295,-0.7452603020775924,-0.7053253986100553,4
51,2018-05-11,Playboi Carti,Love Hurts (feat. Travis Scott),"558,680",0.7240000000000001,0.45,4.0,-5.763,0.0,0.0496,0.0315,0.111,0.46399999999999997,140.981,spotify:track:3K6U7TamNyVSWcFH8pCQHX,180560.0,4.0,-3.8071855969879986,-2.3788757659818907,-2.198225077669803,-0.028450272730553314,-0.4877871728683778,5
54,2018-05-11,Rita Ora,"Girls (feat. Cardi B, Bebe Rexha & Charli XCX)","552,382",0.728,0.69,8.0,-4.343999999999999,0.0,0.0524,0.0164,0.10400000000000001,0.415,94.02799999999999,spotify:track:1YNQscOx6OqBQjxgJVhEeW,221153.0,4.0,-3.7208427967167266,-2.650728336511479,-2.2633643798407643,-0.900508189249752,-0.373334409188519,4
57,2018-05-11,Playboi Carti,Fell In Luv (feat. Bryson Tiller),"485,934",0.657,0.6679999999999999,2.0,-6.207999999999999,1.0,0.13699999999999998,0.0268,0.32,0.226,162.995,spotify:track:1s9DTymg5UQrdorZf43JQm,206333.0,4.0,-2.320843362986299,-2.4500529686040937,-1.1394342831883648,-0.43536385312922243,0.9073683539501778,2
59,2018-05-11,Playboi Carti,Right Now (feat. Pi'erre Bourne),"482,958",0.687,0.604,6.0,-5.005,0.0,0.0663,0.139,0.203,0.308,78.487,spotify:track:475jSz0H6U3duJyNiDS0tT,207013.0,4.0,-3.35896567985451,-1.583723302811469,-1.5945492999403497,-0.231040882725294,0.4133338260961849,1
61,2018-05-11,Tee Grizzley,Jettski Grizzley (feat. Lil Pump),"471,261",0.875,0.878,8.0,-5.358,1.0,0.179,0.0966,0.33299999999999996,0.381,100.042,spotify:track:2VKf0WEOpq06JE5PTNr9wa,163200.0,4.0,-1.966336145068622,-1.8046372358909741,-1.0996127890016933,-1.160894656476932,0.4298844493383894,2
66,2018-05-11,Playboi Carti,Long Time - Intro,"443,097",0.47200000000000003,0.86,4.0,-3.967,0.0,0.0451,0.284,0.83,0.366,144.07299999999998,spotify:track:4IO2X2YoXoUMv0M2rwomLC,211773.0,4.0,-3.958438777814068,-1.0918240105308226,-0.18632957819149348,-1.1101986737805802,2.5129986038421834,2
67,2018-05-11,Playboi Carti,Poke It Out (with Nicki Minaj),"441,312",0.894,0.59,9.0,-5.716,1.0,0.221,0.09699999999999999,0.32899999999999996,0.575,147.009,spotify:track:2rPSFKzGeqUWwfcCFVkkq3,269813.0,4.0,-1.6968849780109867,-1.8022317553712177,-1.1116975282167654,-0.6076857411046914,0.05491333115244824,1
68,2018-05-11,Arctic Monkeys,Four Out Of Five,"441,236",0.601,0.863,0.0,-4.31,1.0,0.0685,0.0626,0.0717,0.6759999999999999,130.189,spotify:track:3nhzPKCm2yqGmgEhdAg19u,312347.0,4.0,-3.3097727234555765,-2.044778653121282,-2.6352645313765626,-1.3010800291235856,-0.47853256030719665,4
70,2018-05-11,Playboi Carti,Home (KOD),"433,130",0.722,0.6859999999999999,7.0,-6.178,0.0,0.24,0.319,0.35200000000000004,0.435,77.015,spotify:track:5wPyd3IQAZft1vmxoIqGrU,162133.0,4.0,-1.5937779624733839,-1.0038290212722731,-1.0441241033840398,-0.2068364672615441,0.760566648772595,1
75,2018-05-11,Playboi Carti,Lean 4 Real (feat. Skepta),"415,286",0.754,0.777,7.0,-5.077,1.0,0.0665,0.0303,0.36200000000000004,0.159,75.98,spotify:track:1JgkiUg9mSXSwcb5Gbi4Ur,177027.0,4.0,-3.3544164101605265,-2.3962284855876543,-1.0161110671563658,-0.8215324148989747,0.9795114143574534,2
78,2018-05-11,Playboi Carti,Old Money,"409,950",0.716,0.618,2.0,-10.227,1.0,0.33799999999999997,0.0271,0.342,0.584,162.957,spotify:track:0syXbGoFZbTMXm8hGCEvW0,135547.0,4.0,-1.17928174946777,-2.4452344925770237,-1.0729445419195318,0.36767343435004207,0.5225077317630714,1
83,2018-05-11,Arctic Monkeys,Star Treatment,"401,389",0.581,0.767,7.0,-5.026,0.0,0.0527,0.243,0.141,0.6729999999999999,120.07,spotify:track:0FgNSsaSZTvbLXUumSO8LQ,354640.0,4.0,-3.7119081770441062,-1.2062141954652321,-1.9589953886039688,-0.7213357279931447,0.23118309324598707,1
86,2018-05-11,Playboi Carti,Foreign,"384,387",0.762,0.705,6.0,-5.195,0.0,0.165,0.0906,0.17,0.264,122.955,spotify:track:500l6Cwe40hkPqS7Sf7ufY,142893.0,4.0,-2.0727819274757415,-1.8416720693093964,-1.7719568419318752,-0.608175402751313,0.017595607333751956,1
93,2018-05-11,Arctic Monkeys,One Point Perspective,"378,701",0.7140000000000001,0.585,8.0,-4.57,1.0,0.0419,0.057,0.14400000000000002,0.8420000000000001,77.104,spotify:track:2AKwcNHeGAqCpD6etK425X,208640.0,4.0,-4.076991032338161,-2.09355975287442,-1.9379419794061363,-0.7209279952372112,-0.2623546515463263,4
95,2018-05-11,Charlie Puth,Patient,"372,918",0.675,0.604,1.0,-6.266,1.0,0.193,0.752,0.111,0.456,168.03400000000002,spotify:track:2ZrHbO88rM6Ijeg0aJmSzl,190533.0,4.0,-1.8690762521953075,-0.2758111755284657,-2.198225077669803,0.1532203284257836,-0.35746156026917325,1
110,2018-05-11,Playboi Carti,Choppa Won't Miss (feat. Young Thug),"351,819",0.858,0.6609999999999999,0.0,-6.544,1.0,0.319,0.0182,0.115,0.611,163.056,spotify:track:5O9zs6G6RcB6yP1OKwnwiM,217960.0,4.0,-1.2478108550911977,-2.6100624897015465,-2.162823150618887,-0.695878881445842,-0.9217024212815005,4
115,2018-05-11,Playboi Carti,Mileage (feat. Chief Keef),"346,943",0.742,0.616,1.0,-6.285,1.0,0.179,0.0623,0.111,0.396,150.855,spotify:track:1oNcc2isuz7d3hc1fMoHqj,149760.0,4.0,-1.966336145068622,-2.047305050953786,-2.198225077669803,-0.25512904214316695,-0.504341979438615,5
119,2018-05-11,Playboi Carti,Pull Up,"340,714",0.84,0.597,2.0,-7.569,1.0,0.3,0.0109,0.114,0.569,156.975,spotify:track:424qpX6swdUdhLq95cecNu,216400.0,4.0,-1.3212119982871613,-2.801104834577292,-2.1715568305876416,-0.2792380026973109,-0.8948936749485025,5
133,2018-05-11,Arctic Monkeys,Tranquility Base Hotel & Casino,"310,543",0.584,0.835,9.0,-4.3260000000000005,0.0,0.0297,0.0411,0.19899999999999998,0.7809999999999999,142.2,spotify:track:7co8zvT6HJuyT81IDukyID,212093.0,4.0,-4.64929362679837,-2.255732167485869,-1.6144504542576448,-1.4215566290599766,0.5733746425448258,2
135,2018-05-11,Ty Dolla $ign,Clout (feat. 21 Savage),"307,758",0.88,0.728,10.0,-6.939,0.0,0.205,0.136,0.337,0.715,160.976,spotify:track:1u0CD4fcBUB1xrG9fNgejh,200373.0,4.0,-1.7919690725038235,-1.5975006641208374,-1.0876723486297752,-0.6976387454408352,0.11500298752547174,1
136,2018-05-11,Sia,Audio,"307,282",0.568,0.701,3.0,-4.566,0.0,0.0426,0.209,0.0769,0.353,89.969,spotify:track:100eDEmpWV5YGVCqHI0leU,204093.0,4.0,-4.050186079761833,-1.3129397434888497,-2.565249402470539,-0.36293318974609,-0.17042700889371018,1
137,2018-05-11,Arctic Monkeys,American Sports,"303,108",0.37200000000000005,0.865,7.0,-4.288,0.0,0.0513,0.0016899999999999999,0.127,0.594,176.68900000000002,spotify:track:0mQiDbYxHElUp1eNpLZXaY,158040.0,3.0,-3.754114549076102,-3.3323394595517604,-2.0635681925235456,-1.5145699374499757,0.732141563875358,2
141,2018-05-11,Playboi Carti,No Time (feat. Gunna),"295,548",0.943,0.763,5.0,-5.568,0.0,0.133,0.0177,0.114,0.22899999999999998,139.969,spotify:track:5pHJv0bgNsT9nPoK2BjNBn,219453.0,4.0,-2.361021610730188,-2.621036698859209,-2.1715568305876416,-0.9314720505776222,-0.8235073233101691,4
152,2018-05-11,Arctic Monkeys,Golden Trunks,"277,533",0.49200000000000005,0.564,2.0,-5.811,1.0,0.0278,0.129,0.131,0.0896,92.544,spotify:track:3NmndGYOIYocA5OTHMVoaw,173627.0,4.0,-4.7627066268519185,-1.6305801766146972,-2.0325579557809856,0.3875356830126967,0.6536783983929292,6
158,2018-05-11,Playboi Carti,FlatBed Freestyle,"273,064",0.755,0.552,9.0,-5.604,1.0,0.28800000000000003,0.0967,0.158,0.402,153.157,spotify:track:5nayhWICkQGMTkisxVMbRw,193973.0,4.0,-1.370386724767584,-1.8040351493741735,-1.8451602459551701,-0.2784408231760629,-0.25316981544454725,1
176,2018-05-11,Playboi Carti,R.I.P. Fredo (feat. Young Nudy) - Notice Me,"255,344",0.912,0.755,2.0,-5.393,1.0,0.142,0.1,0.179,0.625,140.05100000000002,spotify:track:45Ln3F9PRPYTXBcMFkZMzS,161200.0,4.0,-2.272480313064107,-1.7844294373848189,-1.720369473141382,-1.0413036460752223,-0.49805678782385254,4
