artist,total_days,median_danceability,median_energy,median_loudness,median_speechiness,median_acousticness,median_liveness,median_valence,median_tempo,cluster
Playboi Carti,942.0,0.748,0.655,-6.1225000000000005,0.189,0.0309,0.164,0.445,142.527,3
Luis Fonsi,452.0,0.6930000000000001,0.854,-3.997,0.10435,0.1328,0.11684999999999998,0.7455,137.037,1
Paramore,36.0,0.7340000000000001,0.8140000000000001,-5.6320000000000014,0.0349,0.00647,0.0529,0.904,114.997,1
Brantley Gilbert,8.0,0.511,0.812,-4.763,0.0464,0.0496,0.0829,0.6920000000000001,81.992,1
Fall Out Boy,61.0,0.534,0.875,-4.522,0.05865,0.005025,0.1545,0.604,148.97699999999998,1
ODESZA,5.0,0.4970000000000001,0.733,-6.029,0.0745,0.0334,0.193,0.183,139.961,3
Phoenix,1.0,0.528,0.904,-7.273,0.0446,0.0333,0.111,0.6859999999999999,97.961,1
OneRepublic,342.0,0.6395,0.6635,-5.866,0.0583,0.159,0.136,0.5525,118.243,8
SZA,815.0,0.684,0.594,-6.274,0.0747,0.241,0.147,0.406,119.235,3
Nicky Jam,258.0,0.6679999999999999,0.7225,-5.1274999999999995,0.05605,0.14855,0.11065,0.735,179.939,1
Maluma,261.0,0.7575000000000001,0.745,-5.372000000000001,0.262,0.2345,0.21500000000000002,0.732,110.92099999999999,9
Starley,1.0,0.67,0.838,-4.0310000000000015,0.0362,0.0604,0.159,0.7170000000000001,104.998,1
HAIM,6.0,0.6559999999999999,0.708,-7.885,0.0582,0.14300000000000002,0.16899999999999998,0.504,112.047,3
Chris Stapleton,16.0,0.634,0.31425,-10.925,0.034,0.49400000000000005,0.08275,0.408,103.8935,0
Electric Light Orchestra,4.0,0.388,0.338,-10.054,0.0328,0.652,0.248,0.477,177.78400000000005,2
Fleetwood Mac,1.0,0.545,0.67,-8.81,0.0496,0.009000000000000001,0.0451,0.481,151.553,8
Miley Cyrus,293.0,0.5874999999999999,0.637,-5.9735,0.042300000000000004,0.06965,0.14350000000000002,0.3895,114.549,8
Rich Brian,21.0,0.8275,0.665,-6.948,0.18,0.245,0.10189999999999999,0.6065,140.0565,8
Selena Gomez,1047.0,0.7240000000000001,0.558,-7.126,0.06265000000000001,0.1605,0.11549999999999999,0.4915,111.4685,8
Soundgarden,10.0,0.457,0.828,-6.051,0.0394,0.000173,0.125,0.514,101.879,1
Audioslave,5.0,0.452,0.8540000000000001,-4.867,0.0483,0.000519,0.0997,0.433,89.4,1
Chris Cornell,1.0,0.4270000000000001,0.62,-7.768,0.0332,0.276,0.125,0.328,145.658,7
Temple Of The Dog,1.0,0.373,0.5670000000000001,-10.835,0.032,0.0236,0.0916,0.298,137.789,7
Liam Payne,472.0,0.6165,0.7335,-5.051,0.06655,0.1865,0.09515,0.4195,109.5115,8
Camila Cabello,1445.0,0.637,0.5760000000000001,-5.731,0.08199999999999999,0.235,0.132,0.383,105.031,8
Francis and the Lights,2.0,0.796,0.4425,-7.797,0.04875,0.34750000000000003,0.06465,0.8805,94.0215,7
Lil Pump,909.0,0.9065000000000001,0.5325,-7.433499999999999,0.149,0.0323,0.1165,0.5415,137.0085,8
Enrique Iglesias,19.0,0.7015,0.8325,-3.4295,0.0578,0.1032,0.108,0.5905,90.53250000000001,1
GASHI,15.0,0.6585,0.7390000000000001,-6.6715,0.054599999999999996,0.0075699999999999995,0.10875,0.158,141.055,8
Shawn Hook,53.0,0.569,0.564,-4.856,0.0429,0.0897,0.0816,0.254,132.79399999999998,8
Rita Ora,230.0,0.654,0.69,-4.093,0.0524,0.0599,0.0975,0.415,94.419,1
Kane Brown,749.0,0.623,0.6085,-6.297,0.02985,0.3315,0.15699999999999997,0.47850000000000004,105.9755,3
Dustin Lynch,197.0,0.635,0.7304999999999999,-5.6855,0.028999999999999998,0.05735,0.416,0.605,86.96549999999999,6
Wisin,135.0,0.7440000000000001,0.8590000000000001,-3.1660000000000004,0.0795,0.0256,0.0881,0.787,91.977,1
Taylor Swift,1865.0,0.6505000000000001,0.6459999999999999,-6.731999999999999,0.056999999999999995,0.08085,0.1155,0.4265,114.017,8
Loote,39.0,0.871,0.493,-5.865,0.0742,0.123,0.132,0.769,102.011,8
The Killers,73.0,0.466,0.942,-3.315,0.115,0.0016,0.0953,0.499,148.017,1
2Pac,3.0,0.7809999999999999,0.8775,-4.810999999999999,0.13135,0.015865,0.2299,0.785,89.399,9
Portugal. The Man,330.0,0.8009999999999999,0.795,-5.115,0.0504,0.0417,0.0717,0.754,79.028,1
GoldLink,272.0,0.752,0.607,-7.294,0.132,0.125,0.0919,0.445,129.966,8
Dierks Bentley,5.0,0.5680000000000001,0.7290000000000001,-6.289499999999999,0.06445000000000001,0.1264185,0.14350000000000002,0.498,119.9285,3
Mobb Deep,1.0,0.763,0.7859999999999999,-6.472,0.229,0.0146,0.0817,0.504,93.857,1
Vince Staples,42.0,0.851,0.602,-6.1320000000000014,0.205,0.152,0.382,0.763,118.001,6
Metro Boomin,759.0,0.7255,0.442,-8.866000000000001,0.189,0.39049999999999996,0.1515,0.3325,119.078,7
Moon Taxi,64.0,0.68,0.735,-5.553,0.0482,0.0505,0.109,0.523,106.994,1
Smokepurpp,259.0,0.861,0.5870000000000001,-6.752999999999999,0.388,0.0352,0.122,0.383,135.993,8
Sublime,2.0,0.7430000000000001,0.7304999999999999,-6.2455,0.0647,0.017785000000000002,0.251,0.6120000000000001,93.26400000000001,9
"Tyler, The Creator",759.0,0.548,0.5645,-8.658,0.1645,0.22300000000000003,0.1655,0.413,92.9375,7
J Balvin,704.0,0.7565,0.7625,-4.569000000000001,0.08465,0.0774,0.1295,0.6679999999999999,104.98400000000001,1
LANY,84.0,0.575,0.46,-7.695,0.182,0.154,0.149,0.294,95.952,7
Dylan Scott,21.0,0.652,0.7190000000000001,-7.251,0.033,0.0353,0.108,0.24,94.969,8
Lynyrd Skynyrd,5.0,0.596,0.605,-12.145,0.0255,0.181,0.0863,0.8859999999999999,97.798,7
Bruce Springsteen,30.0,0.3765,0.8099999999999999,-7.243,0.054599999999999996,0.1811865,0.4135,0.49849999999999994,130.9135,6
Snoop Dogg,2.0,0.715,0.655,-6.425,0.13699999999999998,0.0525,0.115,0.531,95.078,8
Zac Brown Band,4.0,0.5660000000000001,0.713,-4.25,0.0417,0.645,0.114,0.807,169.864,8
OutKast,7.0,0.728,0.974,-2.261,0.0665,0.103,0.175,0.965,79.52600000000002,1
Mark Ronson,144.0,0.603,0.7055,-7.192500000000001,0.06755,0.00894,0.195,0.297,109.0315,3
Creedence Clearwater Revival,3.0,0.64,0.6629999999999999,-7.516,0.0374,0.201,0.152,0.6629999999999999,132.77,3
Shallou,1.0,0.601,0.499,-11.130999999999998,0.0343,0.815,0.109,0.531,96.981,0
Kesha,290.0,0.5760000000000001,0.763,-4.689,0.0562,0.0671,0.124,0.3670000000000001,114.991,1
Cash Cash,42.0,0.623,0.8,-3.7880000000000003,0.0828,0.11345000000000001,0.10345,0.371,115.465,1
The All-American Rejects,1.0,0.647,0.512,-4.162,0.0714,0.0017,0.0689,0.695,135.171,1
Chris Jeday,24.0,0.7385,0.6815,-5.574,0.1915,0.262,0.1175,0.49700000000000005,144.00099999999998,8
Danny Ocean,54.0,0.7440000000000001,0.804,-6.327000000000001,0.0677,0.0231,0.0494,0.426,104.823,1
Old Dominion,324.0,0.706,0.4370000000000001,-8.331,0.0575,0.593,0.107,0.759,83.985,7
Demi Lovato,596.0,0.58,0.469,-6.8420000000000005,0.0495,0.102,0.11,0.317,129.98,8
Ty Dolla $ign,129.0,0.7280000000000001,0.5960000000000001,-6.159000000000001,0.0653,0.05515,0.27749999999999997,0.402,147.084,9
Galantis,16.0,0.638,0.725,-4.1,0.0423,0.0702,0.12,0.4920000000000001,120.047,1
Echosmith,1.0,0.722,0.63,-7.289,0.0434,0.0862,0.106,0.479,111.985,8
NexXthursday,25.0,0.8959999999999999,0.513,-6.542000000000002,0.199,0.112,0.104,0.29600000000000004,133.97299999999998,8
Billy Currington,98.0,0.5529999999999999,0.747,-5.432,0.0279,0.106,0.154,0.521,90.012,3
Macklemore,311.0,0.731,0.583,-5.126,0.0633,0.0323,0.112,0.35600000000000004,136.043,8
Cardi B,2218.0,0.8605,0.57,-6.819000000000001,0.2505,0.06505,0.109,0.454,133.9875,8
Louis Tomlinson,99.0,0.612,0.61,-5.1545000000000005,0.174,0.1143,0.3255,0.663,127.6275,6
A-Trak,1.0,0.8640000000000001,0.6890000000000001,-4.508,0.0713,0.0569,0.0678,0.7120000000000001,142.082,1
Charli XCX,25.0,0.803,0.6435,-4.889,0.0556,0.03315,0.15175,0.6085,119.009,1
Dimitri Vegas & Like Mike,1.0,0.6779999999999999,0.8190000000000001,-3.306,0.0313,0.191,0.159,0.499,90.00399999999998,1
Cole Swindell,10.0,0.555,0.8959999999999999,-3.295,0.0388,0.00434,0.145,0.578,114.995,1
Hazers,1.0,0.49,0.601,-6.131,0.196,0.00665,0.0907,0.245,98.966,8
R3HAB,61.0,0.685,0.619,-7.203000000000001,0.039,0.23299999999999998,0.1265,0.371,117.4985,8
Marshmello,1923.0,0.629,0.8215,-2.9210000000000003,0.051449999999999996,0.051500000000000004,0.16849999999999998,0.47650000000000003,132.5005,1
Avicii,389.0,0.588,0.754,-5.65,0.0433,0.0505,0.121,0.458,124.95,1
P!nk,193.0,0.476,0.5435,-6.148,0.0476,0.1089,0.1348,0.21250000000000002,104.797,8
Wiz Khalifa,251.0,0.8220000000000001,0.6825,-6.6345,0.133,0.060950000000000004,0.2155,0.42300000000000004,126.01650000000001,3
Tay-K,221.0,0.7659999999999999,0.606,-6.064,0.456,0.00266,0.166,0.35200000000000004,160.22299999999996,3
DeJ Loaf,1.0,0.614,0.682,-4.117,0.102,0.387,0.134,0.5660000000000001,100.202,8
Shaggy,4.0,0.852,0.604,-4.569,0.0642,0.0503,0.327,0.667,94.762,9
CNCO,84.0,0.534,0.911,-3.0860000000000003,0.0852,0.15,0.0986,0.624,93.767,1
ZHU,1.0,0.521,0.55,-6.222,0.0709,0.0029,0.0955,0.0391,184.018,8
Bonnie Tyler,1.0,0.431,0.723,-5.8870000000000005,0.056,0.145,0.375,0.189,130.547,6
Miguel,313.0,0.654,0.5870000000000001,-8.617,0.0439,0.158,0.197,0.28800000000000003,100.014,3
Thirty Seconds To Mars,4.0,0.4385,0.7310000000000001,-6.725,0.04045,0.006445800000000001,0.193,0.4185,123.08699999999999,3
London On Da Track,7.0,0.809,0.58,-7.252999999999999,0.348,0.0856,0.115,0.146,157.961,8
Luke Bryan,81.0,0.608,0.732,-3.728,0.0883,0.133,0.14800000000000002,0.634,131.983,1
Daniel Caesar,87.0,0.589,0.436,-9.444,0.0571,0.615,0.125,0.358,115.656,0
Friyie,1.0,0.708,0.503,-10.329,0.227,0.7290000000000001,0.0781,0.268,105.08,0
DJDS,1.0,0.67,0.677,-5.5539999999999985,0.0664,0.0771,0.188,0.348,128.088,3
Trippie Redd,1785.0,0.722,0.57,-6.773,0.0747,0.174,0.125,0.379,124.063,8
Kelly Clarkson,72.0,0.5385,0.7730000000000001,-5.433999999999999,0.06185,0.018949999999999998,0.173,0.5245,128.0025,3
Tove Lo,2.0,0.7925,0.6615,-7.298,0.0655,0.05365,0.15,0.4175,100.542,3
ILOVEMAKONNEN,1.0,0.7290000000000001,0.8909999999999999,-3.114,0.0795,0.0358,0.358,0.865,144.872,6
Beck,1.0,0.635,0.908,-4.795,0.0563,0.00384,0.239,0.637,110.012,9
Foo Fighters,1.0,0.515,0.917,-7.312,0.0417,0.000209,0.145,0.409,121.988,3
Tove Styrke,1.0,0.675,0.611,-7.279,0.0765,0.184,0.0672,0.449,91.935,8
BTS,594.0,0.6345000000000001,0.7829999999999999,-5.014,0.08345,0.09985,0.1115,0.4875,121.966,1
"Earth, Wind & Fire",16.0,0.6940000000000001,0.831,-7.2879999999999985,0.0301,0.165,0.25,0.98,125.901,9
WALK THE MOON,1.0,0.5820000000000001,0.821,-4.8610000000000015,0.0365,0.0075400000000000016,0.818,0.468,100.025,4
NF,691.0,0.685,0.768,-4.832,0.19,0.312,0.115,0.35100000000000003,119.957,8
Bhad Bhabie,14.0,0.874,0.479,-8.180499999999999,0.2155,0.09755,0.108,0.12425,140.00900000000001,8
LANCO,108.0,0.665,0.7595000000000001,-7.456,0.04285,0.2655,0.0882,0.7145,136.4855,8
Quality Control,423.0,0.9005000000000001,0.5685,-5.484500000000001,0.17049999999999998,0.08629999999999999,0.12,0.41200000000000003,131.515,8
Rich The Kid,1042.0,0.8474999999999999,0.6095,-6.328000000000001,0.2525,0.03555,0.107,0.41000000000000003,141.01,8
Tom Petty,26.0,0.575,0.562,-8.379,0.029599999999999998,0.067,0.168,0.645,129.112,3
Tom Petty and the Heartbreakers,26.0,0.565,0.7340000000000001,-6.776,0.0316,0.0517,0.165,0.7140000000000001,116.74,3
Stevie Nicks,1.0,0.631,0.597,-7.3820000000000014,0.026,0.379,0.146,0.665,107.26,7
Lin-Manuel Miranda,1.0,0.471,0.7909999999999999,-3.373,0.238,0.0198,0.232,0.507,188.36,9
Maren Morris,180.0,0.552,0.5694999999999999,-7.252000000000001,0.03705,0.21900000000000003,0.10064999999999999,0.312,89.88499999999999,7
Baka Not Nice,4.0,0.943,0.495,-5.964,0.18,0.0575,0.0952,0.573,129.971,8
Red Hot Chili Peppers,1.0,0.5589999999999999,0.345,-13.496,0.0459,0.0576,0.141,0.458,84.581,0
Kris Wu,6.0,0.677,0.6970000000000001,-5.63,0.0321,0.0198,0.14400000000000002,0.61,134.0,1
Morgan Wallen,441.0,0.6014999999999999,0.781,-4.893999999999999,0.03195,0.242,0.1125,0.5980000000000001,119.965,1
Lost Kings,2.0,0.607,0.9319999999999999,-4.509,0.1987,0.0432,0.1205,0.534,119.231,1
Daya,69.0,0.7344999999999999,0.6975,-4.713,0.0479,0.0732,0.3735,0.35050000000000003,115.0275,6
Alesso,46.0,0.6675,0.734,-5.988000000000001,0.0456,0.16090000000000002,0.10165,0.5165,114.9925,8
YBN Nahmir,583.0,0.7990000000000002,0.683,-7.2875,0.19449999999999998,0.017795000000000002,0.149,0.5175000000000001,143.51350000000002,3
Ozuna,313.0,0.7415,0.7855000000000001,-4.2735,0.06525,0.23149999999999998,0.14100000000000001,0.6815,103.96100000000001,1
Lil Xan,375.0,0.759,0.5740000000000001,-8.533000000000001,0.174,0.25335,0.1805,0.408,129.07850000000002,3
Young Dolph,5.0,0.907,0.6505,-5.960000000000001,0.312,0.0076749999999999995,0.1235,0.41300000000000003,143.53750000000002,1
Chris Young,63.0,0.584,0.621,-5.7029999999999985,0.0443,0.0715,0.389,0.634,92.003,6
Famous Dex,730.0,0.733,0.6779999999999999,-7.771,0.27,0.121,0.334,0.841,135.995,6
Majid Jordan,2.0,0.752,0.45399999999999996,-7.167000000000002,0.046,0.1575,0.09190000000000001,0.521,91.24350000000001,8
Ray Parker Jr.,10.0,0.779,0.7170000000000001,-9.7,0.0335,0.0125,0.355,0.789,115.384,6
"Bob""Boris"" Pickett",10.0,0.541,0.504,-14.191,0.457,0.375,0.421,0.7070000000000001,68.482,2
Offset,1091.0,0.8815,0.527,-8.0685,0.181,0.2425,0.1135,0.3385,129.039,7
Rockwell,4.0,0.767,0.7120000000000001,-4.128,0.0324,0.0409,0.132,0.804,124.091,1
Blue Öyster Cult,4.0,0.333,0.927,-8.55,0.0733,0.0029,0.297,0.382,141.47,9
The Citizens of Halloween,5.0,0.569,0.508,-12.823,0.0502,0.768,0.145,0.647,167.62400000000005,0
DJ Jazzy Jeff & The Fresh Prince,3.0,0.74,0.8190000000000001,-5.77,0.211,0.032,0.556,0.7040000000000001,170.345,4
Warren Zevon,3.0,0.75,0.62,-8.72,0.0257,0.0932,0.0612,0.93,103.538,8
Dead Or Alive,1.0,0.5670000000000001,0.943,-7.992000000000001,0.0387,0.0308,0.544,0.965,128.207,4
Kyle Dixon & Michael Stein,2.0,0.35200000000000004,0.551,-16.545,0.0362,0.779,0.16699999999999998,0.103,168.02200000000005,5
The Rolling Stones,3.0,0.7020000000000001,0.6679999999999999,-9.237,0.214,0.518,0.0588,0.561,116.063,7
Mariah Carey,224.0,0.34850000000000003,0.565,-7.453000000000001,0.0329,0.26550000000000007,0.111,0.29500000000000004,162.1715,7
N.E.R.D,152.0,0.805,0.71,-6.556,0.237,0.0008810000000000002,0.118,0.201,189.992,1
Bad Bunny,1443.0,0.762,0.6459999999999999,-5.4689999999999985,0.0789,0.158,0.107,0.514,128.028,8
Joji,688.0,0.618,0.52,-8.354,0.0383,0.618,0.115,0.29,99.284,0
Kelsea Ballerini,18.0,0.5225,0.61,-5.8815,0.058800000000000005,0.3225,0.09905,0.466,146.94150000000002,8
YoungBoy Never Broke Again,783.0,0.715,0.6705,-5.295,0.3005,0.1575,0.1405,0.576,154.94800000000004,1
T-Pain,2.0,0.538,0.548,-6.8865,0.15,0.0184,0.0685,0.3515,85.0155,8
6ix9ine,1239.0,0.731,0.775,-4.833,0.21,0.0775,0.136,0.523,130.003,1
Big Shaq,49.0,0.905,0.884,-4.0760000000000005,0.236,0.111,0.107,0.588,135.048,1
Becky G,83.0,0.7909999999999999,0.745,-4.336,0.0464,0.267,0.116,0.82,96.993,1
Daddy Yankee,273.0,0.737,0.84,-3.035,0.0468,0.174,0.12,0.708,94.981,1
Natti Natasha,55.0,0.8140000000000001,0.813,-3.023,0.0561,0.03,0.255,0.8390000000000001,79.997,9
Brenda Lee,133.0,0.589,0.472,-8.749,0.0502,0.614,0.505,0.898,67.196,2
Lil Peep,326.0,0.5455000000000001,0.65,-6.482,0.04165,0.04095,0.1155,0.23450000000000001,120.02850000000001,8
Alan Walker,72.0,0.509,0.6779999999999999,-4.9289999999999985,0.058,0.131,0.301,0.297,169.988,9
Jaden,89.0,0.7705,0.7975,-5.8645,0.2415,0.2365,0.46149999999999997,0.238,143.9785,6
Andy Williams,133.0,0.43200000000000005,0.7595000000000001,-8.181999999999999,0.07985,0.6425000000000001,0.0927,0.603,111.09,7
Wham!,130.0,0.735,0.478,-12.472,0.0293,0.189,0.355,0.947,107.682,2
Anita Kerr Singers,27.0,0.645,0.633,-8.869,0.0494,0.131,0.0945,0.875,72.26,8
Russell Dickerson,146.0,0.505,0.8095,-5.442,0.03715,0.06865,0.13005,0.6435,147.0985,1
Burl Ives,152.0,0.6765,0.325,-12.9055,0.0344,0.625,0.1375,0.847,146.558,0
Frank Sinatra,189.0,0.5595,0.20600000000000002,-13.8705,0.0451,0.8535,0.12785,0.588,126.26750000000001,5
Nat King Cole,171.0,0.40900000000000003,0.28400000000000003,-12.8545,0.035500000000000004,0.8140000000000001,0.1685,0.4355,95.8885,5
Vince Guaraldi Trio,59.0,0.496,0.191,-15.938,0.0382,0.908,0.126,0.342,81.77199999999998,5
Bing Crosby,324.0,0.5,0.224,-13.603,0.0381,0.828,0.195,0.527,112.777,5
Perry Como,94.0,0.5770000000000001,0.246,-12.25,0.0599,0.944,0.126,0.691,95.685,5
Mykola Dmytrovych Leontovych,90.0,0.418,0.106,-22.507,0.0448,0.994,0.179,0.8,46.718,5
Band Aid,102.0,0.599,0.642,-6.936,0.0363,0.16399999999999998,0.0992,0.349,115.412,8
José Feliciano,99.0,0.512,0.831,-9.004,0.0383,0.552,0.336,0.963,148.82,2
Elvis Presley,106.0,0.465,0.235,-16.982,0.0425,0.968,0.109,0.58,94.519,5
Michael Bublé,277.0,0.517,0.465,-7.587999999999999,0.0321,0.602,0.101,0.414,122.331,7
Eartha Kitt,91.0,0.7,0.138,-12.347,0.0612,0.902,0.185,0.49,84.48700000000002,5
Anitta,15.0,0.775,0.679,-4.985,0.135,0.18,0.068,0.619,166.00799999999995,1
Paul McCartney,97.0,0.774,0.511,-8.914,0.0319,0.322,0.0672,0.7709999999999999,94.736,7
John Lennon,95.0,0.328,0.607,-11.076,0.0315,0.319,0.765,0.395,146.539,4
Dean Martin,167.0,0.46099999999999997,0.2205,-15.391,0.03415,0.906,0.13019999999999998,0.6525,132.401,5
Pentatonix,104.0,0.4545,0.3745,-8.2345,0.033299999999999996,0.2165,0.2154,0.424,107.9915,7
The Beach Boys,46.0,0.602,0.5529999999999999,-9.336,0.0328,0.108,0.0512,0.971,130.594,7
Judy Garland,66.0,0.156,0.184,-14.82,0.0393,0.97,0.26,0.107,180.887,5
Jay Critch,2.0,0.726,0.225,-19.72,0.0588,0.00351,0.0655,0.17,142.988,5
Carpenters,34.0,0.339,0.205,-15.662,0.0353,0.871,0.101,0.166,85.17399999999998,5
Gene Autry,54.0,0.7330000000000001,0.26550000000000007,-13.023,0.042499999999999996,0.841,0.2485,0.81,119.369,5
Jeezy,1.0,0.64,0.8490000000000001,-5.684,0.154,0.0587,0.303,0.6409999999999999,76.983,9
BROCKHAMPTON,180.0,0.643,0.64,-6.728,0.187,0.255,0.189,0.47,124.045,3
Huncho Jack,264.0,0.7709999999999999,0.6859999999999999,-4.043,0.0545,0.011,0.156,0.225,140.005,1
Nat King Cole Trio,8.0,0.752,0.0869,-16.759,0.071,0.967,0.0869,0.502,130.566,5
*NSYNC,34.0,0.642,0.939,-3.967,0.0463,0.103,0.8809999999999999,0.7559999999999999,105.003,4
Kay Starr,8.0,0.672,0.355,-7.645,0.06,0.493,0.156,0.79,141.487,7
Lou Monte,6.0,0.807,0.473,-11.383,0.047,0.68,0.179,0.963,113.237,0
Chris Rea,6.0,0.4970000000000001,0.6609999999999999,-9.047,0.0361,0.328,0.211,0.894,180.225,3
The Pogues,12.0,0.319,0.6509999999999999,-6.335,0.0342,0.501,0.241,0.474,118.501,3
Britney Spears,15.0,0.7205,0.7855,-5.65,0.07015,0.12645,0.219,0.802,145.06,9
Tony Bennett,19.0,0.4485,0.2321,-14.2445,0.04955,0.891,0.09395,0.357,173.848,5
John Denver,4.0,0.6779999999999999,0.353,-15.636,0.0716,0.8140000000000001,0.0904,0.777,84.545,5
Peggy Lee,4.0,0.158,0.172,-17.089000000000002,0.035,0.782,0.14,0.197,81.421,5
The Ronettes,62.0,0.463,0.8255,-7.2985,0.04365,0.3155,0.362,0.708,81.9735,6
The Platters,4.0,0.343,0.339,-9.282,0.0283,0.867,0.109,0.404,103.504,0
Darlene Love,23.0,0.343,0.76,-7.146,0.0513,0.392,0.0773,0.35600000000000004,126.322,7
Glee Cast,2.0,0.5715,0.5045,-7.757499999999999,0.028999999999999998,0.399,0.1275,0.6915,131.4275,7
George Ezra,7.0,0.629,0.5275,-8.7605,0.0373,0.4615,0.185,0.5955,115.7745,7
Christina Aguilera,11.0,0.4825,0.63,-5.552,0.0686,0.29,0.11985,0.245,125.5415,8
Elton John,19.0,0.468,0.574,-11.097,0.0363,0.382,0.305,0.32299999999999995,140.308,2
Zac Efron,136.0,0.684,0.619,-7.005,0.0386,0.0716,0.122,0.284,125.046,8
Hugh Jackman,188.0,0.577,0.7825,-8.930499999999999,0.11649999999999999,0.00458,0.182,0.27249999999999996,136.012,3
Keala Settle,137.0,0.284,0.7040000000000001,-7.276,0.18600000000000005,0.00583,0.0424,0.1,191.702,8
Walker Hayes,27.0,0.847,0.6990000000000001,-8.286,0.0733,0.525,0.267,0.8740000000000001,120.002,2
Loren Allred,58.0,0.277,0.394,-8.902999999999997,0.0336,0.423,0.0952,0.227,86.777,0
Trouble,13.0,0.8089999999999999,0.45999999999999996,-5.9465,0.354,0.1335,0.215,0.49299999999999994,114.48549999999997,3
Farruko,1.0,0.743,0.6709999999999999,-5.2410000000000005,0.122,0.0512,0.116,0.499,163.22899999999996,1
Ziv Zaifman,57.0,0.265,0.312,-11.689,0.0569,0.243,0.0893,0.0998,54.747,0
Lil Skies,1883.0,0.712,0.6695,-6.365500000000001,0.105,0.1025,0.127,0.5135000000000001,140.0525,8
Dexys Midnight Runners,1.0,0.45,0.6559999999999999,-7.049,0.0472,0.664,0.259,0.782,106.61,2
Redbone,1.0,0.731,0.804,-7.621,0.0473,0.172,0.0685,0.957,107.383,8
Matt Terry,26.0,0.8759999999999999,0.649,-4.369,0.0691,0.223,0.332,0.742,95.034,6
Chris Lane,84.0,0.5429999999999999,0.8029999999999999,-4.852,0.0658,0.496,0.10735,0.678,151.9995,8
Michelle Williams,24.0,0.35100000000000003,0.331,-10.316,0.0382,0.3,0.0919,0.191,161.564,0
BØRNS,1.0,0.623,0.55,-7.5939999999999985,0.0527,0.74,0.13,0.396,130.97299999999998,7
Soleima,1.0,0.6859999999999999,0.622,-5.644,0.162,0.0801,0.133,0.546,84.99799999999998,8
Austyn Johnson,3.0,0.253,0.139,-17.067,0.0414,0.726,0.269,0.102,74.369,5
Devin Dawson,86.0,0.5325,0.4315,-9.3475,0.04045,0.47100000000000003,0.1511,0.396,80.98599999999999,0
Troye Sivan,75.0,0.6525,0.65,-7.342999999999998,0.0492,0.0529,0.106,0.493,107.535,8
Jay Rock,312.0,0.729,0.6265000000000001,-4.8260000000000005,0.19395,0.025349999999999998,0.16949999999999998,0.4915,131.56349999999998,3
Carrie Underwood,3.0,0.5185,0.8085,-3.3305,0.1131,0.043635,0.11699999999999999,0.36,115.50450000000001,1
The Cranberries,7.0,0.439,0.635,-13.091,0.0339,0.0154,0.366,0.304,128.661,2
Bazzi,1420.0,0.677,0.67,-5.81,0.0466,0.309,0.142,0.4270000000000001,100.027,8
H.E.R.,563.0,0.65,0.42,-9.68,0.19075,0.43785,0.158,0.3045,86.118,0
Glades,28.0,0.752,0.679,-6.464,0.0304,0.063,0.0727,0.669,106.99,8
Carnage,16.0,0.669,0.587,-5.74,0.118,0.1535,0.244,0.255,141.9405,9
Rudimental,108.0,0.653,0.809,-4.057,0.0474,0.194,0.165,0.55,92.213,1
Dan + Shay,1493.0,0.602,0.6014999999999999,-5.1875,0.03055,0.2165,0.135,0.46199999999999997,115.452,8
Carlie Hanson,1.0,0.774,0.485,-5.8870000000000005,0.0864,0.257,0.0862,0.696,123.008,8
CHVRCHES,2.0,0.518,0.6785,-6.212000000000001,0.03155,0.058545,0.165,0.141,147.986,3
Keys N Krates,1.0,0.502,0.648,-5.698,0.0527,0.00513,0.204,0.29100000000000004,91.837,3
Red Velvet,1.0,0.7140000000000001,0.736,-3.801,0.0457,0.191,0.0553,0.8140000000000001,149.985,1
Sofi Tukker,1.0,0.713,0.6609999999999999,-6.063,0.0478,0.00853,0.19,0.244,102.043,3
ScHoolboy Q,283.0,0.8320000000000001,0.545,-6.0760000000000005,0.259,0.0844,0.118,0.383,132.019,8
BlocBoy JB,523.0,0.918,0.6809999999999999,-6.481,0.28600000000000003,0.09502000000000001,0.11549999999999999,0.7004999999999999,140.056,1
SOB X RBE,91.0,0.856,0.652,-5.324,0.14300000000000002,0.177,0.193,0.471,97.017,3
Jorja Smith,26.0,0.679,0.6599999999999999,-6.2265,0.1885,0.2275,0.148,0.47750000000000004,123.42099999999999,3
Ab-Soul,21.0,0.507,0.606,-8.758,0.452,0.185,0.174,0.202,180.607,3
Zacari,34.0,0.6635,0.607,-10.41,0.11599999999999999,0.4005,0.1048,0.4325,123.113,7
Mozzy,14.0,0.629,0.5539999999999999,-6.759,0.326,0.28,0.158,0.308,126.694,3
Whethan,1.0,0.708,0.552,-5.5520000000000005,0.21,0.0922,0.0541,0.6859999999999999,147.834,8
Nipsey Hussle,174.0,0.597,0.746,-5.152,0.253,0.0427,0.226,0.246,96.024,9
Muse,1.0,0.48,0.76,-3.663,0.0402,0.00107,0.0809,0.378,139.985,1
YG,590.0,0.841,0.515,-7.709,0.285,0.0262,0.125,0.405,101.008,8
5 Seconds of Summer,874.0,0.643,0.767,-4.173,0.0455,0.0318,0.105,0.597,133.929,1
Janelle Monáe,6.0,0.8905000000000001,0.44899999999999995,-7.328999999999999,0.139,0.1039,0.4675,0.546,117.5955,6
