,rank,date,artist,title,streams,danceability,energy,key,loudness,mode,speechiness,acousticness,instrumentalness,liveness,valence,tempo,uri,duration_ms,time_signature,days
46631,42,2017-08-25,Lil Uzi Vert,Pretty Mami,"616,805",0.6970000000000001,0.531,10.0,-5.527,0.0,0.0402,0.409,0.0,0.142,0.621,139.972,spotify:track:14nAQy3fHVzDb7LKxpS7Ld,264124.0,4.0,12.0
46637,48,2017-08-25,XXXTENTACION,Save Me,"584,202",0.731,0.204,9.0,-11.314,0.0,0.0369,0.307,0.0109,0.0989,0.191,142.141,spotify:track:2UwbhMie1EAYuTZ0QXeMwl,163202.0,4.0,33.0
46638,49,2017-08-25,Lil Uzi Vert,Dark Queen,"583,583",0.747,0.606,4.0,-5.2860000000000005,1.0,0.172,0.222,0.0,0.281,0.2,155.055,spotify:track:2ZdCrBA52bb4pIG3tOOZiQ,173419.0,4.0,55.0
46639,50,2017-08-25,XXXTENTACION,Carry On,"571,560",0.735,0.19699999999999998,3.0,-13.378,0.0,0.537,0.768,0.000276,0.29600000000000004,0.38299999999999995,147.899,spotify:track:2yZax79pOrYuyIFVW2cZY2,129720.0,4.0,94.0
46641,52,2017-08-25,Lil Uzi Vert,How to Talk,"560,059",0.728,0.73,5.0,-5.402,1.0,0.213,0.741,0.0,0.705,0.736,136.05200000000002,spotify:track:0ro5QCkSCtbfhMHnvMase3,201544.0,4.0,8.0
46652,63,2017-08-25,Lil Uzi Vert,Early 20 Rager,"513,010",0.6509999999999999,0.68,8.0,-6.057,0.0,0.0647,0.0209,0.0,0.381,0.092,127.001,spotify:track:2O1qYJTA2BI5ypFFqEZhh4,274880.0,4.0,7.0
46653,64,2017-08-25,Lil Uzi Vert,Malfunction,"512,919",0.42700000000000005,0.698,1.0,-6.06,1.0,0.247,0.34,0.0,0.0817,0.447,93.611,spotify:track:57nQyFocXZrKvWg5ZPYSoG,199211.0,5.0,7.0
46655,66,2017-08-25,XXXTENTACION,Orlando,"495,131",0.57,0.0279,1.0,-22.281999999999996,1.0,0.0588,0.8590000000000001,0.0892,0.254,0.28,84.902,spotify:track:05bnEv2dpFzmGVLGdjD9UP,163840.0,4.0,24.0
46656,67,2017-08-25,XXXTENTACION,The Explanation,"492,113",0.597,0.113,0.0,-34.475,1.0,0.9540000000000001,0.461,0.000393,0.14800000000000002,0.313,81.311,spotify:track:0VJYhKhrHgJ7fgjGaC2k07,50748.0,5.0,8.0
46660,71,2017-08-25,XXXTENTACION,Dead Inside (Interlude),"485,985",0.461,0.0279,0.0,-21.991999999999997,1.0,0.0412,0.973,0.0022600000000000003,0.16899999999999998,0.354,88.38799999999999,spotify:track:2vQwlW8H1jFveGNXwZfJCV,86827.0,4.0,21.0
46669,80,2017-08-25,XXXTENTACION,Ayala (Outro),"410,553",0.57,0.285,9.0,-14.125,0.0,0.0381,0.737,0.0133,0.10800000000000001,0.0973,83.485,spotify:track:5xbrhx2tMMcN68IT3cJbhS,99707.0,4.0,15.0
46671,82,2017-08-25,Demi Lovato,Tell Me You Love Me,"383,049",0.5379999999999999,0.6,6.0,-5.462999999999999,1.0,0.0489,0.0273,0.0,0.147,0.26,81.888,spotify:track:1MKZaAEx8RrzoQjHhVuvgs,236987.0,4.0,143.0
46672,83,2017-08-25,Fifth Harmony,He Like That,"382,077",0.5920000000000001,0.6809999999999999,0.0,-5.597,1.0,0.141,0.36200000000000004,0.0,0.142,0.491,147.016,spotify:track:1zjcIIrm2fbVFmG3dsj03e,217107.0,4.0,7.0
46679,90,2017-08-25,A$AP Mob,"Please Shut Up (feat. A$AP Rocky, KEY! & Gucci Mane)","350,923",0.8590000000000001,0.424,10.0,-6.155,1.0,0.27,0.102,0.0,0.327,0.293,145.886,spotify:track:3LyNsopPP3hXf8bZBE7cDk,210333.0,4.0,2.0
46682,93,2017-08-25,Miguel,Sky Walker (feat. Travis Scott),"334,654",0.674,0.506,6.0,-10.532,1.0,0.0434,0.17300000000000001,0.0,0.0866,0.183,145.965,spotify:track:5WoaF1B5XIEnWfmb5NZikf,259333.0,4.0,302.0
46690,101,2017-08-25,Thirty Seconds To Mars,Walk On Water,"320,518",0.495,0.787,8.0,-6.89,1.0,0.0368,9.159999999999999e-05,0.0,0.16699999999999998,0.38799999999999996,140.003,spotify:track:6FT9FZccFD6nE8dMNslz2n,185467.0,4.0,3.0
46691,102,2017-08-25,A$AP Mob,"Perry Aye (feat. A$AP Rocky, A$AP Nast, Playboi Carti & Jaden Smith)","318,711",0.919,0.535,5.0,-5.944,0.0,0.09300000000000001,0.0483,0.0,0.102,0.19699999999999998,117.95700000000001,spotify:track:0PDwNx6GrHc5sRVy6Hc7GP,146427.0,4.0,2.0
46710,121,2017-08-25,A$AP Mob,"Blowin' Minds (Skateboard) (feat. A$AP Rocky, A$AP Nast, A$AP Ant, Chief Keef & Playboi Carti)","275,976",0.732,0.632,2.0,-5.46,1.0,0.231,0.218,0.0,0.312,0.337,81.506,spotify:track:3FUP0gYxsivCHzWzu8uUGw,207560.0,4.0,2.0
46711,122,2017-08-25,A$AP Mob,"Walk On Water (feat. A$AP Twelvyy, A$AP Ant, A$AP Nast, A$AP Ferg & Playboi Carti)","275,469",0.9,0.532,0.0,-5.516,1.0,0.0744,0.0889,0.0,0.0533,0.5920000000000001,140.023,spotify:track:0WQcnrsEqrY2e5nexGe3HX,236227.0,4.0,2.0
46720,131,2017-08-25,London On Da Track,"No Flag (feat. Nicki Minaj, 21 Savage & Offset)","264,948",0.809,0.58,1.0,-7.252999999999999,1.0,0.348,0.0856,0.0,0.115,0.146,157.961,spotify:track:1tyjWMMINb9S0YBynTvJ7s,212383.0,4.0,7.0
46726,137,2017-08-25,A$AP Mob,"Feels So Good (feat. A$AP Ferg, A$AP Nast, A$AP Rocky & A$AP Twelvyy)","260,831",0.877,0.375,10.0,-10.83,1.0,0.304,0.33299999999999996,0.0103,0.10099999999999999,0.0832,77.028,spotify:track:28mIIBZt0jAe8k9g52NOsX,205267.0,4.0,2.0
46743,154,2017-08-25,A$AP Mob,"Frat Rules (feat. A$AP Rocky, Playboi Carti & Big Sean)","240,050",0.635,0.777,1.0,-6.018,1.0,0.231,0.18100000000000002,0.0,0.35700000000000004,0.177,128.09,spotify:track:0RyA3o15NOLJYtm9NlDu5c,218947.0,4.0,2.0
46746,157,2017-08-25,Luke Bryan,Light It Up,"236,679",0.608,0.9279999999999999,6.0,-2.7239999999999998,0.0,0.0883,0.133,0.0,0.10300000000000001,0.738,130.012,spotify:track:5w3NgfV8v1nNZFLUBlGHIL,177306.0,4.0,2.0
46751,162,2017-08-25,A$AP Mob,"Bahamas (feat. A$AP Rocky, A$AP Ferg, A$AP Twelvyy, Lil Yachty, KEY!, ScHoolboy Q & Smooky MarGielaa)","230,697",0.586,0.855,1.0,-3.4810000000000003,1.0,0.32299999999999995,0.135,0.0,0.754,0.5489999999999999,80.105,spotify:track:3OTMcouJxgNYYwuLsQ4Qw6,195667.0,4.0,1.0
46757,168,2017-08-25,A$AP Mob,"Get The Bag (feat. A$AP Rocky, A$AP Ferg, A$AP Ant, A$AP Nast, A$AP TyY, Playboi Carti & Smooky MarGielaa)","221,410",0.695,0.502,8.0,-5.388999999999999,1.0,0.27899999999999997,0.0678,0.0,0.11,0.447,173.916,spotify:track:2AyyImkxFBEhfPmIe46Ppl,256560.0,3.0,1.0
46766,177,2017-08-25,A$AP Mob,Black Card (feat. A$AP Rocky & Smooky MarGielaa),"210,981",0.821,0.5670000000000001,7.0,-5.4670000000000005,1.0,0.166,0.0143,0.0,0.14400000000000002,0.0985,129.976,spotify:track:7yIxGTsByzEpbxmZtyP6rO,119147.0,4.0,1.0
46775,186,2017-08-25,A$AP Mob,"BYF (feat. A$AP Rocky, A$AP Ant & Smooky MarGielaa)","202,681",0.787,0.68,7.0,-5.9910000000000005,0.0,0.0488,0.0499,0.0,0.11699999999999999,0.574,110.016,spotify:track:6g5exlGGjNqJwIK6OQoolD,174627.0,4.0,1.0
46777,188,2017-08-25,Old Dominion,Written in the Sand,"201,574",0.725,0.43700000000000006,6.0,-9.602,1.0,0.0575,0.593,0.0,0.0842,0.759,83.985,spotify:track:2A69wys3S9uiPSmn6UZWJn,184080.0,4.0,80.0
46778,189,2017-08-25,A$AP Mob,"FYBR (First Year Being Rich) (feat. A$AP Twelvyy, A$AP Rocky, A$AP Ant, A$AP Ferg, KEY! & Playboi Carti)","201,300",0.9209999999999999,0.442,1.0,-6.347,1.0,0.287,0.19399999999999998,6.11e-06,0.0907,0.0552,124.055,spotify:track:1jNrotshHZUS2wj7MU6Lw9,211840.0,4.0,1.0
46955,166,2017-08-26,A$AP Ferg,Plain Jane,"204,283",0.797,0.8440000000000001,11.0,-5.482,1.0,0.275,0.0651,0.0,0.087,0.52,170.142,spotify:track:4dVpf9jZjcORqGTLUaeYj9,173600.0,4.0,408.0
46964,175,2017-08-26,Daniel Caesar,Get You (feat. Kali Uchis),"197,228",0.6579999999999999,0.294,4.0,-8.533,0.0,0.0321,0.42200000000000004,5.2000000000000004e-05,0.0749,0.358,74.038,spotify:track:7zFXmv6vqI4qOt4yGf3jYZ,278180.0,4.0,66.0
47155,166,2017-08-27,Friyie,Money Team,"173,792",0.708,0.503,1.0,-10.329,1.0,0.22699999999999998,0.7290000000000001,0.0,0.0781,0.268,105.08,spotify:track:75BYR4yu8k7RLYZY8yNIGh,257541.0,3.0,1.0
47330,141,2017-08-28,Frank Ocean,Provider,"231,141",0.654,0.325,2.0,-11.925,1.0,0.282,0.74,2.14e-05,0.152,0.39,139.886,spotify:track:6R6ihJhRbgu7JxJKIbW57w,243238.0,4.0,8.0
47757,168,2017-08-30,Maroon 5,What Lovers Do (feat. SZA),"204,070",0.799,0.597,5.0,-5.131,0.0,0.0611,0.0788,5.66e-06,0.1,0.419,110.001,spotify:track:2j5hsQvApottzvTn4pFJWF,199849.0,4.0,227.0
48061,72,2017-09-01,Jason Derulo,If I'm Lucky,"360,438",0.897,0.634,4.0,-6.263999999999999,0.0,0.161,0.00413,0.0,0.0686,0.506,112.04799999999999,spotify:track:6eUncuJutsFi9BGO1JaBHh,212014.0,4.0,23.0
48113,124,2017-09-01,Ty Dolla $ign,So Am I (feat. Damian Marley & Skrillex),"265,297",0.642,0.7909999999999999,0.0,-6.0729999999999995,1.0,0.13699999999999998,0.0242,0.00891,0.192,0.359,169.84,spotify:track:7cQnIhLin7koR2sO2bt2KS,225953.0,4.0,1.0
48139,150,2017-09-01,Thomas Rhett,Life Changes,"238,180",0.687,0.845,7.0,-4.37,1.0,0.0576,0.1,0.0,0.0452,0.809,87.97200000000001,spotify:track:4Vxu50qVrQcycjRyJQaZLC,190227.0,4.0,16.0
48166,177,2017-09-01,Galantis,Girls On Boys,"206,875",0.638,0.62,11.0,-2.416,1.0,0.0555,0.19399999999999998,0.000113,0.073,0.49200000000000005,95.868,spotify:track:4d7GbB5RQckWmvgj9Q1fQa,179680.0,4.0,1.0
48172,183,2017-09-01,DJDS,Why Don't You Come On,"202,109",0.67,0.677,1.0,-5.553999999999999,1.0,0.0664,0.0771,0.0,0.188,0.348,128.088,spotify:track:1zOrNX2Rp00WGJzNJUfj0V,199980.0,4.0,1.0
48346,157,2017-09-02,Trippie Redd,Love Scars,"200,426",0.659,0.614,9.0,-7.32,0.0,0.0541,0.000404,0.0,0.12300000000000001,0.26,119.405,spotify:track:0AICBlLzFCTpUqmAbtzB2z,143969.0,4.0,205.0
48392,3,2017-09-03,Taylor Swift,...Ready For It?,"1,229,149",0.613,0.764,2.0,-6.5089999999999995,1.0,0.136,0.0527,0.0,0.19699999999999998,0.41700000000000004,160.015,spotify:track:2yLa0QULdQr0qAIvVwN6B5,208187.0,4.0,144.0
48580,191,2017-09-03,Lil Pump,Gucci Gang,"162,075",0.9359999999999999,0.523,5.0,-6.71,1.0,0.0597,0.239,0.0,0.11699999999999999,0.6990000000000001,119.889,spotify:track:43ZyHQITOjhciSUUNPVRHc,124056.0,4.0,242.0
48786,197,2017-09-04,Jax Jones,Instruction (feat. Demi Lovato & Stefflon Don),"161,217",0.763,0.9229999999999999,9.0,-3.108,0.0,0.191,0.10300000000000001,0.0,0.105,0.934,121.074,spotify:track:06VsoIC668pU516T6qrgkJ,165907.0,4.0,3.0
49366,177,2017-09-07,ZAYN,Dusk Till Dawn - Radio Edit,"192,841",0.258,0.43700000000000006,11.0,-6.593,0.0,0.039,0.10099999999999999,1.27e-06,0.106,0.0967,180.043,spotify:track:1j4kHkkpqZRBwE0A4CN4Yv,239000.0,4.0,158.0
49380,191,2017-09-07,blackbear,Idfc,"180,744",0.63,0.5,1.0,-8.755,0.0,0.0611,0.611,4.04e-05,0.114,0.315,144.871,spotify:track:6y6jbcPG4Yn3Du4moXaenr,245172.0,4.0,13.0
49391,2,2017-09-08,Sam Smith,Too Good At Goodbyes - Edit,"1,423,261",0.6809999999999999,0.37200000000000005,5.0,-8.237,1.0,0.0432,0.64,0.0,0.16899999999999998,0.47600000000000003,91.87299999999999,spotify:track:3VlbOrM6nYPprVvzBZllE5,201000.0,4.0,273.0
49438,49,2017-09-08,Hailee Steinfeld,"Let Me Go (with Alesso, Florida Georgia Line & watt)","489,617",0.6629999999999999,0.708,8.0,-4.154,1.0,0.0473,0.0337,0.0,0.0841,0.742,103.073,spotify:track:5Gu0PDLN4YJeW75PpBSg9p,174800.0,4.0,357.0
49441,52,2017-09-08,G-Eazy,No Limit,"480,336",0.838,0.7709999999999999,1.0,-3.7910000000000004,1.0,0.244,0.0117,0.0,0.0853,0.405,175.957,spotify:track:2DQ1ITjI0YoLFzuADN1ZBW,245387.0,4.0,373.0
49443,54,2017-09-08,Thomas Rhett,Leave Right Now,"465,021",0.515,0.5870000000000001,4.0,-7.136,1.0,0.0383,0.00662,0.0,0.14,0.361,148.04399999999998,spotify:track:0wyja8xD9cNhDtfuY0dVMP,195667.0,4.0,8.0
49468,79,2017-09-08,ODESZA,Falls (feat. Sasha Sloan),"323,292",0.294,0.6970000000000001,6.0,-6.029,1.0,0.128,0.0398,0.00011,0.136,0.183,160.566,spotify:track:6oNZ0WxqptE7V0qpjtyJ4a,232937.0,4.0,3.0
49470,81,2017-09-08,Kelly Clarkson,Love So Soft,"317,868",0.8079999999999999,0.581,11.0,-5.43,1.0,0.07,0.0053,1.1900000000000001e-05,0.0828,0.758,130.012,spotify:track:16QN8cBubEq706vNtPpOME,172427.0,4.0,1.0
49478,89,2017-09-08,Tove Lo,Disco Tits,"308,874",0.79,0.728,7.0,-6.523,1.0,0.0612,0.025,0.00106,0.172,0.33299999999999996,110.059,spotify:track:1TIiWomS4i0Ikaf9EKdcLn,223795.0,4.0,1.0
49501,112,2017-09-08,ILOVEMAKONNEN,Love (feat. Rae Sremmurd),"264,594",0.7290000000000001,0.8909999999999999,7.0,-3.114,1.0,0.0795,0.0358,8.95e-06,0.358,0.865,144.872,spotify:track:5rnFOEEIBIWZ6dhHrY6zHh,283193.0,4.0,1.0
49523,134,2017-09-08,Thomas Rhett,Marry Me,"243,742",0.33299999999999996,0.41200000000000003,3.0,-8.633,1.0,0.028999999999999998,0.0977,0.0,0.113,0.474,85.02799999999999,spotify:track:0OWZFobGSIW9GrSlQ9C5pc,205453.0,4.0,212.0
49530,141,2017-09-08,Demi Lovato,You Don't Do It For Me Anymore,"237,230",0.58,0.436,5.0,-6.345,0.0,0.0452,0.102,0.0,0.0852,0.124,127.914,spotify:track:5mjXwbpi0NDeMqmNDoT0pP,197720.0,3.0,1.0
49550,161,2017-09-08,Beck,Up All Night,"218,038",0.635,0.9079999999999999,1.0,-4.795,0.0,0.0563,0.0038399999999999997,0.0834,0.239,0.637,110.012,spotify:track:28AgTOIZke8nitD0NNeb3G,190448.0,4.0,1.0
49555,166,2017-09-08,Thomas Rhett,When You Look Like That,"209,331",0.604,0.711,9.0,-5.018,1.0,0.0397,0.007390000000000001,1.17e-06,0.13,0.882,140.058,spotify:track:35sFGUnvLP2LPHzmdwsq40,202907.0,4.0,1.0
49556,167,2017-09-08,Thomas Rhett,Drink A Little Beer,"208,332",0.336,0.8240000000000001,9.0,-4.6530000000000005,1.0,0.253,0.007520000000000001,0.0,0.322,0.7829999999999999,168.08,spotify:track:1mJFIsUzfbeh0KBuXLVe16,214680.0,4.0,1.0
49578,189,2017-09-08,Thomas Rhett,Sweetheart,"194,062",0.606,0.713,0.0,-6.472,0.0,0.0244,0.0213,1.98e-06,0.358,0.8109999999999999,108.98700000000001,spotify:track:6BSLkNSWTWzaC2wbBlD2QI,205267.0,3.0,1.0
49584,195,2017-09-08,Thomas Rhett,Smooth Like The Summer,"190,755",0.5870000000000001,0.86,6.0,-5.7589999999999995,0.0,0.032,0.00324,0.00598,0.207,0.88,130.058,spotify:track:673kHtQzMDr8eZtcawrfgh,167813.0,4.0,1.0
49745,156,2017-09-09,Bebe Rexha,Meant to Be (feat. Florida Georgia Line),"198,595",0.643,0.7829999999999999,10.0,-6.457999999999999,1.0,0.0856,0.047,0.0,0.083,0.579,154.084,spotify:track:7iDa6hUg2VgEL1o1HjmfBn,163870.0,4.0,766.0
49762,173,2017-09-09,GoldLink,"Crew REMIX (feat. Gucci Mane, Brent Faiyaz & Shy Glizzy)","181,191",0.752,0.705,1.0,-4.893,0.0,0.138,0.125,0.0,0.0919,0.6940000000000001,129.966,spotify:track:5geeTRRcsIg0MS5TvtBtHU,240375.0,4.0,8.0
50692,103,2017-09-14,Gucci Mane,Curve (feat. The Weeknd),"273,200",0.76,0.47600000000000003,8.0,-8.103,1.0,0.24100000000000002,0.294,0.0,0.1,0.354,147.01,spotify:track:2yuyaYAELoMG4ApV5wJsWR,161990.0,4.0,68.0
50791,2,2017-09-15,Post Malone,rockstar,"1,551,995",0.585,0.52,5.0,-6.136,0.0,0.0712,0.124,7.01e-05,0.131,0.129,159.80100000000002,spotify:track:0e7ipj03S05BNilyu5bRzt,218147.0,4.0,940.0
50821,32,2017-09-15,Lorde,"Homemade Dynamite (Feat. Khalid, Post Malone & SZA) - REMIX","623,761",0.7809999999999999,0.5479999999999999,0.0,-4.997,0.0,0.0764,0.22899999999999998,0.0,0.127,0.175,106.99600000000001,spotify:track:7rdUtXasA973gmrr2Xxh3E,214255.0,4.0,63.0
50824,35,2017-09-15,Niall Horan,Too Much To Ask,"594,533",0.44299999999999995,0.5329999999999999,0.0,-6.5489999999999995,1.0,0.0396,0.371,0.0,0.128,0.201,77.342,spotify:track:39jXnbACjiaiTwwhsr5sY5,223044.0,4.0,69.0
50920,131,2017-09-15,Foo Fighters,Arrows,"248,172",0.515,0.917,1.0,-7.312,1.0,0.0417,0.00020899999999999998,0.00047599999999999997,0.145,0.409,121.988,spotify:track:6JSryEdVJTZq6YBn3wK2sn,266187.0,4.0,1.0
50937,148,2017-09-15,R3HAB,You Could Be,"227,222",0.718,0.6809999999999999,5.0,-4.593,0.0,0.0361,0.255,1.88e-05,0.20800000000000002,0.35600000000000004,139.99,spotify:track:1PM8OIREXRl5lFb06852rr,160286.0,4.0,1.0
50957,168,2017-09-15,Fall Out Boy,The Last Of The Real Ones,"209,865",0.5760000000000001,0.872,8.0,-5.292999999999999,1.0,0.0471,0.00599,0.0,0.188,0.5589999999999999,115.042,spotify:track:6e13443Ve7RGcAUScTgYtl,230400.0,4.0,44.0
50960,171,2017-09-15,Nick Jonas,Find You,"207,636",0.644,0.743,6.0,-4.0760000000000005,0.0,0.0331,0.00114,0.0,0.0831,0.27399999999999997,125.913,spotify:track:77dwRzKegOkVtlHajKnDCb,197893.0,4.0,1.0
50980,191,2017-09-15,Post Malone,I Fall Apart,"189,087",0.556,0.5379999999999999,8.0,-5.4079999999999995,0.0,0.0382,0.0689,0.0,0.196,0.29100000000000004,143.95,spotify:track:75ZvA4QfFiZvzhj2xkaWAh,223347.0,4.0,938.0
50989,200,2017-09-15,Tove Styrke,Mistakes,"185,163",0.675,0.611,0.0,-7.279,1.0,0.0765,0.184,0.0,0.0672,0.449,91.935,spotify:track:0yvpLNRWeGarNOcQzxxDw8,205587.0,4.0,1.0
51189,200,2017-09-16,Chris Brown,"Pills & Automobiles (feat. Yo Gotti, A Boogie Wit Da Hoodie & Kodak Black)","168,687",0.82,0.696,7.0,-4.918,0.0,0.182,0.11900000000000001,0.0,0.231,0.617,144.981,spotify:track:4YkwUfWSIxdKNLDXw0caFO,292910.0,4.0,149.0
51461,72,2017-09-18,BTS,DNA,"323,857",0.598,0.775,1.0,-4.035,0.0,0.0545,0.022000000000000002,0.0,0.0677,0.687,129.819,spotify:track:5SE57ljOIUJ1ybL9U6CuBH,223123.0,4.0,38.0
51487,98,2017-09-18,BTS,Best Of Me,"270,604",0.6509999999999999,0.7559999999999999,8.0,-4.388,1.0,0.0762,0.0298,0.0,0.396,0.473,121.96,spotify:track:3KGEbCfnzAzFVimY9p62MN,227191.0,4.0,7.0
51502,113,2017-09-18,BTS,dimple,"246,619",0.612,0.8440000000000001,5.0,-4.694,0.0,0.0756,0.142,0.0,0.287,0.653,134.868,spotify:track:0DrxFkuc1mpxdbUbssLQ4d,196776.0,4.0,4.0
51511,122,2017-09-18,BTS,Intro: Serendipity,"237,128",0.47600000000000003,0.581,8.0,-8.795,1.0,0.12,0.523,0.0,0.201,0.282,129.56799999999998,spotify:track:7iV733e1KacKrFRaBNxVEf,139972.0,4.0,4.0
51515,126,2017-09-18,BTS,Pied Piper,"235,092",0.583,0.7120000000000001,2.0,-4.942,0.0,0.0326,0.2,0.0,0.268,0.7759999999999999,94.051,spotify:track:0ffweDHrg4bZqdG4IfGYuo,245621.0,4.0,4.0
51526,137,2017-09-18,BTS,MIC Drop,"223,287",0.606,0.848,11.0,-3.952,1.0,0.184,0.0114,1.06e-06,0.20600000000000002,0.54,170.01,spotify:track:75scDPqGs75FotglJSoOI2,307676.0,4.0,3.0
51535,146,2017-09-18,BTS,Go Go,"217,601",0.856,0.617,10.0,-5.308,0.0,0.0841,0.171,0.0,0.0857,0.759,136.082,spotify:track:1ok4gxOv8cg5WLjWK6TQhD,235780.0,4.0,7.0
51578,189,2017-09-18,Trippie Redd,Bust Down,"180,667",0.722,0.821,2.0,-4.167,1.0,0.172,0.337,2.12e-05,0.15,0.659,73.015,spotify:track:3vWxQ6wOfMr8zH1u7pVFI6,245229.0,4.0,67.0
51580,191,2017-09-18,Post Malone,No Option,"177,506",0.575,0.7340000000000001,2.0,-4.949,1.0,0.057,0.0757,0.0,0.24100000000000002,0.494,83.986,spotify:track:6M0IsaUX4GNyto4niSegfI,179827.0,4.0,151.0
51582,193,2017-09-18,BTS,Outro: Her,"176,630",0.48100000000000004,0.927,3.0,-5.704,1.0,0.27,0.317,0.0,0.0583,0.44799999999999995,88.931,spotify:track:3l8yQMdniG6Os8gUBNXV57,228613.0,4.0,1.0
51585,196,2017-09-18,A Boogie Wit da Hoodie,Beast Mode (feat. PnB Rock & YoungBoy Never Broke Again),"174,823",0.611,0.478,0.0,-5.8389999999999995,1.0,0.107,0.035,0.0,0.107,0.138,172.076,spotify:track:1AH60dMaEfNjzDoUIFwIQi,258158.0,4.0,32.0
52114,125,2017-09-21,"Earth, Wind & Fire",September,"244,734",0.6940000000000001,0.831,9.0,-7.287999999999999,1.0,0.0301,0.165,0.000892,0.25,0.98,125.90100000000001,spotify:track:7Cuk8jsPPoNYQWXK9XRFvG,215080.0,4.0,16.0
52146,157,2017-09-21,R3HAB,I Just Can't,"211,734",0.652,0.595,6.0,-6.944,0.0,0.0419,0.162,0.0,0.14800000000000002,0.303,77.538,spotify:track:3gfmFoJgmn9LiIj5mV8oSS,156000.0,4.0,28.0
52249,60,2017-09-22,Macklemore,Good Old Days (feat. Kesha),"422,483",0.7120000000000001,0.51,8.0,-8.162,1.0,0.0633,0.446,2.46e-05,0.11199999999999999,0.268,122.964,spotify:track:2Za1AlJNvksouPPWbXpR2X,240507.0,4.0,88.0
52258,69,2017-09-22,DJ Snake,A Different Way (with Lauv),"367,991",0.784,0.757,8.0,-3.912,1.0,0.0384,0.495,1.18e-06,0.142,0.5870000000000001,104.99600000000001,spotify:track:1YMBg7rOjxzbya0fPOYfNX,198286.0,4.0,59.0
52311,122,2017-09-22,Tory Lanez,Shooters,"254,769",0.639,0.547,7.0,-6.237,0.0,0.0434,0.115,0.0,0.373,0.11699999999999999,129.939,spotify:track:6TrjaOqUwdKQ7KNxJr2s9Y,208173.0,4.0,14.0
52319,130,2017-09-22,A Boogie Wit da Hoodie,Say A',"246,899",0.831,0.8140000000000001,5.0,-5.18,1.0,0.474,0.391,0.0,0.109,0.846,161.041,spotify:track:3AMnOVxEHUgVrythGgqPhI,214854.0,4.0,56.0
52337,148,2017-09-22,Kygo,This Town (feat. Sasha Sloan),"233,547",0.736,0.449,10.0,-7.956,0.0,0.0633,0.506,6.63e-05,0.11699999999999999,0.48700000000000004,147.971,spotify:track:4aSfgWmRa9KsISD4Jmx7QB,202280.0,4.0,1.0
52344,155,2017-09-22,Noah Cyrus,Again (feat. XXXTENTACION),"226,469",0.664,0.738,9.0,-4.095,0.0,0.0338,0.188,5.7499999999999995e-05,0.135,0.203,119.973,spotify:track:2S2od3hT7ceytw7d1pTRuE,193962.0,4.0,39.0
52349,160,2017-09-22,Kygo,Stargazing,"220,670",0.677,0.49700000000000005,5.0,-5.763,1.0,0.0809,0.152,0.0,0.0911,0.419,99.137,spotify:track:0Zbbxnx4SGGHoIow4PpISP,236853.0,4.0,81.0
52351,162,2017-09-22,WALK THE MOON,One Foot,"217,921",0.5820000000000001,0.821,0.0,-4.861000000000001,1.0,0.0365,0.007540000000000001,2.1000000000000002e-06,0.818,0.46799999999999997,100.025,spotify:track:0iQ77tSa7ncj7zBPtVx6cU,261373.0,4.0,1.0
52359,170,2017-09-22,Young Thug,Liger,"213,185",0.757,0.71,1.0,-5.2829999999999995,1.0,0.213,0.33899999999999997,0.0,0.18899999999999997,0.6459999999999999,139.898,spotify:track:5Nv3x5T9qpqD8KxskUFbkB,208630.0,4.0,1.0
52374,185,2017-09-22,NF,Let You Down,"199,594",0.662,0.7140000000000001,5.0,-5.68,0.0,0.121,0.312,0.0,0.179,0.46399999999999997,147.997,spotify:track:52okn5MNA47tk87PeZJLEL,212120.0,4.0,480.0
52385,196,2017-09-22,Bhad Bhabie,Hi Bich,"192,643",0.9279999999999999,0.355,8.0,-9.181000000000001,1.0,0.12300000000000001,0.16,0.00032900000000000003,0.094,0.0715,120.042,spotify:track:3yjpv3Rk2gkHhfhgBjiUKS,105131.0,4.0,1.0
52960,171,2017-09-25,LANCO,Greatest Love Story,"188,583",0.6709999999999999,0.617,10.0,-8.72,1.0,0.0561,0.401,0.0,0.11900000000000001,0.62,147.986,spotify:track:2yQZwi1P8AkkxxFhQ8rMEK,222573.0,4.0,107.0
53175,186,2017-09-26,Quality Control,Too Hotty,"181,088",0.889,0.39799999999999996,1.0,-7.184,1.0,0.204,0.193,0.0,0.10400000000000001,0.158,129.993,spotify:track:3hWUIMNBwLNug1O8o2PPRW,295997.0,4.0,3.0
53356,167,2017-09-27,Rich The Kid,New Freezer (feat. Kendrick Lamar),"201,182",0.884,0.698,0.0,-9.101,1.0,0.364,0.0405,0.0,0.195,0.575,140.06799999999998,spotify:track:2EgB4n6XyBsuNUbuarr4eG,191938.0,4.0,310.0
53597,8,2017-09-29,J Balvin,Mi Gente (feat. Beyoncé),"941,957",0.759,0.716,11.0,-6.36,0.0,0.0818,0.0223,0.0,0.231,0.469,105.009,spotify:track:0GzmMQizDeA2NVMUaZksv0,209733.0,4.0,65.0
53676,87,2017-09-29,A Boogie Wit da Hoodie,Undefeated (feat. 21 Savage),"315,340",0.7170000000000001,0.753,7.0,-4.609,0.0,0.311,0.293,0.0,0.158,0.631,169.857,spotify:track:2vaMWMPMgsWX4fwJiKmdWm,174012.0,4.0,52.0
