peak_rank,median_rank,days,peak_streams,median_streams,artist,title,danceability,energy,key,loudness,mode,speechiness,acousticness,instrumentalness,liveness,valence,tempo,uri,duration_ms,time_signature
111.0,111.0,1.0,281661.0,281661.0,Marshmello,You & Me,0.599,0.897,0.0,-2.7310000000000003,1.0,0.0435,0.228,0.0,0.5539999999999999,0.931,156.016,spotify:track:6TdweeWiGv35hKXn3tARjA,190769.0,4.0
119.0,179.5,40.0,267127.0,206237.5,Rita Ora,Anywhere,0.628,0.797,11.0,-3.953,0.0,0.0596,0.0364,0.0,0.104,0.321,106.93,spotify:track:7EI6Iki24tBHAMxtb4xQN2,215064.0,4.0
122.0,139.5,2.0,264339.0,233596.5,Future,Mink Flow,0.6920000000000001,0.5329999999999999,6.0,-6.165,0.0,0.17600000000000002,0.00355,0.0,0.114,0.25,78.902,spotify:track:1KF7iLK6wK3hjjtqxjRiym,178787.0,4.0
123.0,123.0,1.0,263767.0,263767.0,blackbear,bright pink tims (feat. Cam'ron),0.759,0.643,0.0,-6.988,1.0,0.113,0.0448,0.0,0.6759999999999999,0.293,114.979,spotify:track:4BoFHAOqaWlqeGV2UWOhCj,228506.0,4.0
145.0,157.0,2.0,237795.0,216095.0,Niall Horan,On The Loose,0.723,0.601,11.0,-7.085,0.0,0.0337,0.00534,1.68e-06,0.162,0.716,124.01,spotify:track:0kThmY7A0ynir2qLWFFhrY,223814.0,4.0
158.0,158.0,1.0,226940.0,226940.0,Future,Group Home,0.568,0.609,5.0,-7.697999999999999,0.0,0.279,0.0613,9.11e-06,0.0954,0.396,143.351,spotify:track:3kciYQvHGFkQYaZd0m1Pbc,242053.0,4.0
177.0,177.0,1.0,213998.0,213998.0,Chris Brown,Only 4 Me (feat. Ty Dolla $ign & Verse Simmonds),0.6829999999999999,0.684,11.0,-4.522,0.0,0.0643,0.0691,0.0,0.124,0.905,140.373,spotify:track:3uylZvfRXniBtWTqxdiCG1,307906.0,4.0
182.0,182.0,1.0,209249.0,209249.0,Young Dolph,Drippy,0.7390000000000001,0.546,2.0,-7.465,1.0,0.0658,0.000833,9.11e-06,0.203,0.14,132.032,spotify:track:3xNLFPiiJGmwkjQAS7tVqu,204957.0,4.0
187.0,187.0,1.0,206042.0,206042.0,Niall Horan,Flicker,0.263,0.307,3.0,-9.724,1.0,0.0296,0.708,7.77e-06,0.337,0.24,182.148,spotify:track:5BpmwiKR6ns1EtfCQRpNUc,258025.0,3.0
176.0,180.5,4.0,197031.0,189533.5,Gucci Mane,Miss My Woe (feat. Rico Love),0.693,0.682,9.0,-6.131,1.0,0.331,0.0918,0.0,0.18600000000000005,0.193,159.95,spotify:track:5gLJFqhjXwsxJdrugDIQDq,258480.0,4.0
158.0,187.0,63.0,220462.0,193670.0,Chris Young,Losing Sleep,0.584,0.621,1.0,-5.7029999999999985,1.0,0.0443,0.0715,1.68e-06,0.389,0.634,92.003,spotify:track:6waqLPcT6ruMhmd36OhmFO,178253.0,4.0
3.0,59.0,212.0,1274551.0,422372.5,Selena Gomez,Wolves,0.7240000000000001,0.804,11.0,-4.614,0.0,0.0448,0.124,0.0,0.204,0.306,124.987,spotify:track:0tBbt8CrmxbjRP0pueQkyU,197993.0,4.0
78.0,132.0,6.0,330709.0,201905.5,Ty Dolla $ign,Don't Judge Me (feat. Future and Swae Lee),0.7490000000000001,0.909,8.0,-2.8080000000000003,1.0,0.07400000000000001,0.00354,0.0,0.337,0.393,149.988,spotify:track:2EPbvVyo2qrrmeiEm57Cfl,242880.0,4.0
13.0,76.0,421.0,800864.0,364066.0,Famous Dex,PICK IT UP (feat. A$AP Rocky),0.921,0.467,1.0,-8.443,1.0,0.119,0.0149,0.000238,0.334,0.287,135.995,spotify:track:3ncgNpxLoBQ65ABk4djDyd,191252.0,4.0
6.0,72.0,311.0,1088075.0,367236.0,Migos,MotorSport,0.904,0.518,2.0,-5.32,1.0,0.183,0.0305,0.0,0.325,0.188,137.996,spotify:track:4wFjTWCunQFKtukqrNijEt,303077.0,4.0
50.0,79.0,133.0,447945.0,320875.0,Clean Bandit,I Miss You (feat. Julia Michaels),0.693,0.624,0.0,-7.482,0.0,0.0448,0.299,7.64e-06,0.0955,0.369,105.002,spotify:track:0Ult84lvFuqNvbyXwyRQ58,205987.0,4.0
106.0,106.0,1.0,276024.0,276024.0,Ty Dolla $ign,Lil Favorite (feat. MadeinTYO),0.6890000000000001,0.769,0.0,-5.362,1.0,0.0329,0.0129,0.0,0.282,0.435,156.07399999999996,spotify:track:5fyvUqw0Vu6qTM4DSkDUs2,193853.0,4.0
50.0,116.5,16.0,418464.0,263705.0,Sam Smith,Burning,0.631,0.224,6.0,-9.383,1.0,0.0417,0.885,0.0,0.282,0.365,86.936,spotify:track:7FyhrRNRJOZSM8IeuAx7su,203290.0,4.0
130.0,139.5,4.0,237647.0,209309.5,Ty Dolla $ign,Don't Sleep on Me (feat. Future & 24hrs),0.765,0.561,7.0,-7.447999999999999,0.0,0.086,0.151,0.0,0.183,0.202,135.031,spotify:track:2c5D6B8oXAwc6easamdgVA,273813.0,4.0
152.0,152.0,1.0,222339.0,222339.0,blackbear,up in this (with Tinashe),0.731,0.6970000000000001,5.0,-6.097,0.0,0.0665,0.0528,0.0,0.128,0.488,128.004,spotify:track:1uHACkBD8IHBmrkTrk6You,204279.0,4.0
164.0,164.0,1.0,216310.0,216310.0,Majid Jordan,Gave Your Love Away,0.826,0.47,5.0,-5.487,0.0,0.0343,0.025,0.00337,0.1,0.541,100.989,spotify:track:3V35bKSSm4usoSPjdaRGMx,285160.0,4.0
11.0,86.0,13.0,1031721.0,326042.0,Michael Jackson,Thriller,0.764,0.887,11.0,-3.725,1.0,0.0738,0.0816,0.000108,0.847,0.721,118.421,spotify:track:7azo4rpSUh8nXgtonC6Pkq,358053.0,4.0
191.0,191.0,1.0,194867.0,194867.0,Kygo,Never Let You Go (feat. John Newman),0.735,0.747,10.0,-4.959,1.0,0.0837,0.0741,0.0,0.103,0.555,123.025,spotify:track:6sonAwZ8ruHZVzdAwDYsfk,232907.0,4.0
198.0,198.0,1.0,190114.0,190114.0,PnB Rock,Issues (feat. Russ),0.655,0.642,9.0,-6.757999999999999,1.0,0.0729,0.203,2.3e-05,0.11,0.208,83.97399999999998,spotify:track:1ysDVWxBj5Set0fA05TcyP,232857.0,4.0
14.0,98.0,10.0,943738.0,300369.0,Ray Parker Jr.,Ghostbusters,0.779,0.7170000000000001,6.0,-9.7,0.0,0.0335,0.0125,0.0536,0.355,0.789,115.384,spotify:track:300zfRaCgTmEm5Eqe3HqZZ,240800.0,4.0
13.0,120.5,10.0,824241.0,295711.5,"Bob""Boris"" Pickett",Monster Mash,0.541,0.504,11.0,-14.191,0.0,0.457,0.375,0.0,0.421,0.7070000000000001,68.482,spotify:track:0xxZY5C9xxij3D1HkzbnfC,192040.0,4.0
2.0,63.0,142.0,1268794.0,353108.5,21 Savage,Ghostface Killers,0.782,0.436,2.0,-7.033,1.0,0.155,0.331,1.3e-05,0.342,0.243,82.994,spotify:track:5u6vkDnOyaf8LsteDAj2ub,268933.0,4.0
4.0,80.0,715.0,1040394.0,365501.0,Offset,Ric Flair Drip (& Metro Boomin),0.88,0.428,9.0,-8.28,1.0,0.206,0.149,5.07e-05,0.114,0.333,100.007,spotify:track:7sO5G9EABYOXQKNPNiE9NR,172800.0,4.0
13.0,106.0,35.0,795669.0,252866.0,21 Savage,Rap Saved Me,0.845,0.399,1.0,-7.508999999999999,1.0,0.309,0.00525,0.74,0.102,0.14800000000000002,143.049,spotify:track:0tdCy39PgWN8LFWu34ORn3,257600.0,4.0
26.0,119.5,32.0,667581.0,234183.5,21 Savage,My Choppa Hate Niggas,0.862,0.274,0.0,-5.818,0.0,0.484,0.0974,0.185,0.183,0.146,77.493,spotify:track:2D2w9943rsnJOGCrI4aMQp,148640.0,4.0
28.0,106.0,13.0,628858.0,267467.0,Offset,Nightmare,0.7390000000000001,0.405,0.0,-10.897,1.0,0.0852,0.442,0.211,0.158,0.127,157.09,spotify:track:7LAhKXDNWwq3CmnFP3UIOP,147987.0,4.0
30.0,85.0,11.0,596235.0,302574.0,21 Savage,Disrespectful,0.799,0.381,1.0,-7.147,1.0,0.464,0.354,3.12e-06,0.135,0.0488,158.02100000000004,spotify:track:3oxCefEI6Tc6Z6t20J4IvH,160320.0,4.0
34.0,114.0,13.0,587843.0,259685.0,21 Savage,Mad Stalkers,0.9,0.365,10.0,-6.395,0.0,0.235,0.147,0.185,0.179,0.136,135.003,spotify:track:6HR1z11h0ROUlWP4Kx8Z7G,202667.0,4.0
45.0,111.5,8.0,505173.0,280411.0,21 Savage,Run Up the Racks,0.825,0.364,2.0,-7.635,0.0,0.121,0.141,0.311,0.195,0.177,153.028,spotify:track:7vbjH8laThXpcBXeLNPm3M,189800.0,4.0
56.0,107.0,7.0,453320.0,294316.0,21 Savage,Darth Vader,0.7240000000000001,0.284,7.0,-10.494000000000002,1.0,0.392,0.557,0.0175,0.121,0.14400000000000002,150.98,spotify:track:7vg47qMIEdLfNdTE3WLf0T,228893.0,4.0
54.0,122.5,8.0,448269.0,262897.0,21 Savage,Still Serving,0.926,0.544,5.0,-6.827000000000001,1.0,0.0727,0.413,9.54e-05,0.112,0.6559999999999999,115.951,spotify:track:6m6Oy3F6GG0zRwH03rWmTv,231787.0,4.0
49.0,79.5,4.0,504795.0,365797.5,Rockwell,Somebody's Watching Me - Single Version,0.767,0.7120000000000001,1.0,-4.128,0.0,0.0324,0.0409,8.08e-05,0.132,0.804,124.091,spotify:track:6A4Jc8npNo79BOgsrPptLA,237760.0,4.0
62.0,70.0,4.0,434252.0,389601.5,Blue Öyster Cult,(Don't Fear) The Reaper,0.333,0.927,9.0,-8.55,0.0,0.0733,0.0029,0.000211,0.297,0.382,141.47,spotify:track:5QTxFnGygVM4jFQiBovmRo,308120.0,4.0
28.0,70.0,5.0,688053.0,364572.0,The Citizens of Halloween,This Is Halloween,0.569,0.508,7.0,-12.823,1.0,0.0502,0.768,0.0,0.145,0.647,167.62400000000005,spotify:track:01YROQCnF1AQm7SCWJmD2o,196560.0,4.0
39.0,124.0,7.0,545842.0,271991.0,AC/DC,Highway to Hell,0.573,0.913,6.0,-4.793,0.0,0.132,0.0591,0.00173,0.156,0.422,115.715,spotify:track:2zYzyRzz6pRmhPzyfMEC8s,208400.0,4.0
82.0,83.0,3.0,362962.0,361575.0,DJ Jazzy Jeff & The Fresh Prince,A Nightmare on My Street - Edit,0.74,0.8190000000000001,4.0,-5.77,0.0,0.211,0.032,0.0,0.556,0.7040000000000001,170.345,spotify:track:1ugkqjRKTAX3kExAR4QgQz,298640.0,4.0
129.0,166.0,3.0,251549.0,244245.0,Warren Zevon,Werewolves of London - 2007 Remaster,0.75,0.62,7.0,-8.72,1.0,0.0257,0.0932,0.0135,0.0612,0.93,103.538,spotify:track:6kotXaSQaGYxE62hVpdHWu,209467.0,4.0
109.0,125.0,3.0,306292.0,293869.0,Michael Jackson,Thriller - 2003 Edit,0.775,0.852,11.0,-4.813,1.0,0.0526,0.0885,2.37e-05,0.823,0.84,118.561,spotify:track:0wQy2OO7jKjm0OOmA7gv3f,311440.0,4.0
172.0,172.0,1.0,200815.0,200815.0,Dead Or Alive,You Spin Me Round (Like a Record),0.5670000000000001,0.943,6.0,-7.992000000000001,0.0,0.0387,0.0308,0.0966,0.544,0.965,128.207,spotify:track:7uHO4AmKtyGa5v5fsElGoC,199667.0,4.0
153.0,172.0,2.0,269987.0,229623.5,Kyle Dixon & Michael Stein,Stranger Things,0.35200000000000004,0.551,4.0,-16.545,0.0,0.0362,0.779,0.902,0.16699999999999998,0.103,168.02200000000005,spotify:track:0kwuKfWntoGh0EWyYb7Mpf,67520.0,4.0
195.0,198.0,3.0,229951.0,219879.0,The Rolling Stones,Sympathy For The Devil,0.7020000000000001,0.6679999999999999,9.0,-9.237,1.0,0.214,0.518,0.0,0.0588,0.561,116.063,spotify:track:1Ud6moTC0KyXMq1Oxfien0,378147.0,4.0
1.0,18.0,165.0,2405812.0,775242.0,Mariah Carey,All I Want for Christmas Is You,0.335,0.625,7.0,-7.4620000000000015,1.0,0.0386,0.16399999999999998,0.0,0.0708,0.34600000000000003,150.27700000000004,spotify:track:0bYg9bo50gSsH3LtXe2SQn,241107.0,4.0
45.0,156.0,80.0,518307.0,210471.5,N.E.R.D,Lemon,0.916,0.727,1.0,-6.556,1.0,0.0861,0.00214,0.000145,0.118,0.201,94.997,spotify:track:4PpuH4mxL0rD35mOWaLoKS,219707.0,4.0
12.0,101.0,35.0,875328.0,284951.0,Taylor Swift,Call It What You Want,0.598,0.504,9.0,-9.874,1.0,0.0731,0.18600000000000005,0.000221,0.34,0.252,163.954,spotify:track:1GwMQaZz6Au3QLDbjbMdme,203507.0,4.0
38.0,88.5,162.0,588796.0,296766.0,Maroon 5,Wait,0.655,0.603,8.0,-5.0139999999999985,1.0,0.0555,0.0959,0.0,0.107,0.452,126.088,spotify:track:6AvfZXpbb6r35DfF7gHPRq,190643.0,4.0
51.0,86.5,8.0,487627.0,304124.5,Sam Smith,Nothing Left For You,0.499,0.3,10.0,-8.631,1.0,0.0433,0.616,1.69e-06,0.128,0.212,126.724,spotify:track:4S2WtfT03YDIlXEwSX4Tjd,226731.0,3.0
55.0,92.0,13.0,373410.0,262389.0,Sam Smith,Say It First,0.5660000000000001,0.407,0.0,-10.293,1.0,0.0914,0.7659999999999999,0.000185,0.111,0.156,119.781,spotify:track:67aDq4Z8lErpWQ0Ky0xaJo,247555.0,4.0
61.0,99.0,13.0,351377.0,246080.0,Sam Smith,One Last Song,0.672,0.53,1.0,-6.43,1.0,0.0284,0.3670000000000001,0.0,0.321,0.485,103.326,spotify:track:39Q20GZHKK0IK8oKkhfxiJ,192922.0,3.0
58.0,137.0,83.0,363020.0,243820.0,Lil Uzi Vert,The Way Life Goes (feat. Nicki Minaj & Oh Wonder) - Remix,0.7490000000000001,0.6709999999999999,6.0,-5.151,1.0,0.0599,0.68,0.0,0.16699999999999998,0.7559999999999999,81.994,spotify:track:6GNifiuBPrKFpwNBYnooFm,268864.0,4.0
75.0,108.0,9.0,328380.0,264287.0,Sam Smith,Midnight Train,0.713,0.597,4.0,-7.117000000000001,1.0,0.0692,0.377,2.8600000000000007e-05,0.179,0.399,96.06,spotify:track:6hPFEpT7bVguj9aCFLOmiz,207164.0,4.0
82.0,113.5,8.0,319230.0,260621.5,Sam Smith,HIM,0.575,0.248,5.0,-11.115,0.0,0.0299,0.5870000000000001,5.39e-05,0.24,0.328,85.05,spotify:track:0TdKJnJqeONlGZpfI1Wn93,190087.0,4.0
89.0,119.0,7.0,308390.0,255228.0,Sam Smith,"Baby, You Make Me Crazy",0.513,0.648,5.0,-7.713999999999999,0.0,0.0994,0.007390000000000002,4.870000000000001e-05,0.17600000000000002,0.4970000000000001,169.743,spotify:track:7HwcH5CiJzuUzspuOqOJQa,207966.0,4.0
79.0,119.0,10.0,322326.0,251508.5,Sam Smith,No Peace,0.66,0.542,4.0,-8.11,0.0,0.077,0.343,3.89e-06,0.122,0.152,135.828,spotify:track:75TlwJ8oBgdq8P9kO7uVML,283295.0,4.0
129.0,129.0,1.0,268278.0,268278.0,Kygo,Riding Shotgun (feat. Bonnie McKee),0.8170000000000001,0.8540000000000001,6.0,-4.744,0.0,0.117,0.117,1.07e-05,0.0413,0.622,102.0,spotify:track:52Lqdrj2yYAeFSTS2M24Si,198280.0,4.0
110.0,144.0,7.0,266995.0,217882.0,Sam Smith,Palace,0.345,0.193,6.0,-10.236,0.0,0.0328,0.74,4.2e-06,0.117,0.268,77.547,spotify:track:5UFvcTCbp9P057YbRNsJ3U,187157.0,4.0
138.0,183.5,8.0,253415.0,195163.5,David Guetta,Dirty Sexy Money (feat. Charli XCX & French Montana),0.721,0.873,1.0,-4.7410000000000005,1.0,0.119,0.0789,0.0,0.0824,0.552,79.943,spotify:track:0tPQPaOKM32WgMSbPCYyRH,172687.0,4.0
116.0,150.0,7.0,256501.0,212617.0,Sam Smith,Scars,0.5670000000000001,0.399,2.0,-10.385,1.0,0.0981,0.759,0.000153,0.119,0.431,77.389,spotify:track:2OluMwzMSfrOnyUFeR57QS,183536.0,4.0
113.0,148.0,7.0,259978.0,215297.0,Sam Smith,The Thrill Of It All,0.496,0.279,10.0,-9.18,1.0,0.052000000000000005,0.81,6.82e-05,0.11,0.103,127.053,spotify:track:3fCjfPg7ZkU7Oulze3e2ww,208903.0,4.0
85.0,158.5,114.0,315691.0,220269.5,Bad Bunny,Sensualidad,0.807,0.6809999999999999,11.0,-6.268,1.0,0.0983,0.423,0.0,0.0962,0.6759999999999999,140.006,spotify:track:5hcisvFMidkMJlElTO9Qmw,297485.0,4.0
161.0,161.0,1.0,229182.0,229182.0,blackbear,santa monica & la brea,0.493,0.615,2.0,-7.407,1.0,0.0445,0.0338,0.0,0.0711,0.28600000000000003,143.07299999999995,spotify:track:4rHpjtahb0SrPqZzDt8LxU,279703.0,4.0
172.0,172.0,1.0,219860.0,219860.0,Joji,Will He,0.618,0.217,10.0,-15.372,1.0,0.0515,0.8370000000000001,0.00016299999999999998,0.5379999999999999,0.0872,116.013,spotify:track:7wvwXi9Z66dcH5t202vVkN,202103.0,4.0
132.0,178.5,6.0,232483.0,202831.5,Sam Smith,One Day At A Time,0.502,0.32,1.0,-7.95,1.0,0.0342,0.775,0.0,0.113,0.337,129.356,spotify:track:2weuLbzYrptvPuAWykOI0V,209380.0,4.0
192.0,192.0,1.0,205964.0,205964.0,Kelsea Ballerini,End of the World,0.597,0.708,4.0,-6.32,1.0,0.0357,0.187,3.94e-06,0.108,0.401,107.036,spotify:track:0jYywBNudHir22epdzJYhb,208280.0,4.0
104.0,175.0,30.0,263456.0,191879.5,YoungBoy Never Broke Again,No Smoke,0.6579999999999999,0.736,9.0,-6.097,0.0,0.308,0.113,0.0,0.0978,0.804,143.966,spotify:track:57IRaiAB4hBZu3gnNVZC0v,160000.0,4.0
4.0,80.0,47.0,1063321.0,287314.0,Eminem,Walk On Water (feat. Beyoncé),0.483,0.439,9.0,-10.212,0.0,0.238,0.805,0.0,0.637,0.618,81.986,spotify:track:7CcoUAtUcYhUfBsmtn0ajO,303640.0,4.0
23.0,83.0,236.0,619512.0,337731.0,NAV,Wanted You (feat. Lil Uzi Vert),0.797,0.731,9.0,-4.4430000000000005,0.0,0.0479,0.229,0.0,0.224,0.623,146.93,spotify:track:1Faq8G2y56A8fRv7HsLq25,228387.0,4.0
75.0,140.5,6.0,347448.0,206442.0,Wiz Khalifa,Letterman,0.93,0.6729999999999999,10.0,-7.314,0.0,0.0733,0.0112,0.0,0.138,0.219,134.984,spotify:track:4EsYkJjHKMejYLp54woB9c,188563.0,4.0
82.0,153.5,12.0,328266.0,216928.5,G-Eazy,The Plan,0.826,0.597,1.0,-7.807,1.0,0.4320000000000001,0.00278,0.0,0.156,0.35,118.044,spotify:track:7fOPVfABNLg3sxtgXBhBdp,250293.0,4.0
87.0,174.0,11.0,310534.0,196227.0,Ty Dolla $ign,Darkside (with Ty Dolla $ign & Future feat. Kiiara),0.509,0.631,7.0,-6.312,0.0,0.0566,0.0976,0.0,0.058,0.157,154.359,spotify:track:14EgW52HVqnLHd30bgbPxg,233248.0,4.0
74.0,131.0,104.0,322497.0,240792.5,Jason Derulo,Tip Toe (feat. French Montana),0.845,0.7090000000000001,10.0,-4.547,0.0,0.0714,0.0233,0.0,0.094,0.62,98.062,spotify:track:2z4pcBLQXF2BXKFvd0BuB6,187521.0,4.0
124.0,124.0,1.0,257967.0,257967.0,Wiz Khalifa,Royal Highness (feat. Casey Veggies),0.904,0.7140000000000001,8.0,-5.599,1.0,0.358,0.0641,0.0,0.317,0.836,119.97,spotify:track:21d6vR3dejJyfDHetovwfP,272783.0,4.0
165.0,165.0,1.0,214450.0,214450.0,T-Pain,Textin' My Ex (feat. Tiffany Evans),0.625,0.546,1.0,-5.636,1.0,0.038,0.026,0.0,0.0633,0.109,90.03,spotify:track:50JtIff9gsFqsl5A0W5fm3,244356.0,4.0
170.0,170.0,1.0,211810.0,211810.0,Rich Brian,Crisis (feat. 21 Savage),0.898,0.6709999999999999,11.0,-5.939,0.0,0.228,0.0725,4.95e-05,0.119,0.6679999999999999,144.989,spotify:track:60KSdUUY3dtPOFpvTf0wNm,216190.0,4.0
174.0,174.0,1.0,209491.0,209491.0,Wiz Khalifa,Figure It Out,0.706,0.6990000000000001,11.0,-6.822,0.0,0.128,0.0261,0.0,0.277,0.409,145.95600000000005,spotify:track:54iV7vJtxSD33pcmdFnU0o,218443.0,4.0
48.0,92.0,174.0,519071.0,303986.0,6ix9ine,GUMMO,0.66,0.775,2.0,-4.926,1.0,0.172,0.0553,0.0,0.129,0.635,157.036,spotify:track:4HbiCvH1R7mVOJ7KY7JQBD,157643.0,4.0
194.0,194.0,1.0,197458.0,197458.0,Wiz Khalifa,Weed Farm,0.828,0.518,1.0,-6.678,1.0,0.076,0.00559,0.0,0.0898,0.303,139.036,spotify:track:5P3sJifmk6knUt77K02rRZ,210484.0,4.0
84.0,138.0,49.0,318934.0,238031.0,Big Shaq,Man's Not Hot,0.905,0.884,0.0,-4.0760000000000005,1.0,0.236,0.111,8.31e-05,0.107,0.588,135.048,spotify:track:6X5OFBbrsHRsyO1zP7udgr,186027.0,4.0
124.0,168.0,17.0,240536.0,201044.0,Kygo,Stranger Things (feat. OneRepublic),0.604,0.6609999999999999,0.0,-5.914,1.0,0.0375,0.234,0.0,0.0951,0.506,107.016,spotify:track:4sJqSKPc5fZ5OZ8JiVI44N,221440.0,4.0
140.0,183.0,25.0,207425.0,185637.0,Becky G,Mayores,0.745,0.836,5.0,-4.336,0.0,0.0444,0.145,0.00314,0.116,0.8740000000000001,96.993,spotify:track:2AY1UAimvTqjJC8vDJsOyy,203187.0,4.0
178.0,180.0,2.0,191749.0,190932.5,Daddy Yankee,Vuelve,0.7340000000000001,0.531,1.0,-5.662000000000001,1.0,0.0321,0.196,0.0,0.119,0.199,130.024,spotify:track:0gCPvo1GkbtPhMqg5Gbx1K,279613.0,4.0
164.0,190.0,55.0,209139.0,190801.0,Natti Natasha,Criminal,0.8140000000000001,0.813,2.0,-3.023,0.0,0.0561,0.03,9.33e-05,0.255,0.8390000000000001,79.997,spotify:track:6Za3190Sbw39BBC77WSS1C,232550.0,4.0
2.0,39.0,59.0,1638633.0,520819.0,Brenda Lee,Rockin' Around The Christmas Tree - Single Version,0.589,0.472,8.0,-8.749,1.0,0.0502,0.614,0.0,0.505,0.898,67.196,spotify:track:2yxTGxTDbgcbMN0Ae102bn,126267.0,4.0
50.0,103.0,49.0,421572.0,285280.0,Camila Cabello,Havana - Remix,0.7509999999999999,0.579,2.0,-4.0360000000000005,1.0,0.0321,0.398,2.28e-05,0.133,0.349,105.031,spotify:track:3whrwq4DtvucphBPUogRuJ,199095.0,4.0
34.0,144.5,36.0,559551.0,232997.0,Lil Peep,Save That Shit,0.534,0.583,2.0,-8.672,1.0,0.0288,0.0262,0.0,0.421,0.145,105.997,spotify:track:0S0vWvyZ6Rc79TXkWxT9QA,231547.0,4.0
53.0,105.0,8.0,389841.0,239225.5,Lil Peep,Benz Truck - гелик,0.602,0.762,2.0,-6.149,0.0,0.0347,0.0498,0.008190000000000001,0.121,0.112,92.02,spotify:track:3kBD2xHIqKWXjLAGidDTSz,159987.0,4.0
73.0,119.0,7.0,336258.0,230536.0,Lil Peep,Awful Things,0.368,0.7959999999999999,1.0,-4.923,0.0,0.0823,0.0157,0.0,0.0694,0.181,170.033,spotify:track:7Hr2XoaGpIMKbNXCZDZ3le,214427.0,4.0
129.0,147.0,2.0,244484.0,223835.0,Lil Peep,U Said,0.265,0.8270000000000001,7.0,-4.6610000000000005,1.0,0.104,0.0434,0.0,0.117,0.131,82.03200000000002,spotify:track:3F42FHouOY59SnSsyD2TAX,224053.0,4.0
132.0,186.0,3.0,241383.0,191092.0,Lil Peep,Beamer Boy,0.743,0.732,8.0,-4.511,1.0,0.104,0.0509,1.77e-05,0.227,0.339,123.994,spotify:track:7hf89cT5FEmLV5E9fjrjG7,203373.0,4.0
138.0,172.0,28.0,224505.0,203115.5,Alan Walker,All Falls Down (feat. Juliander),0.6579999999999999,0.6779999999999999,1.0,-4.407,1.0,0.058,0.303,0.0,0.361,0.662,97.976,spotify:track:5yFSF6qQA1rcLsQRnBsZgb,199111.0,4.0
167.0,181.0,2.0,213248.0,198601.0,Lil Peep,The Brightside,0.6459999999999999,0.64,3.0,-6.522,0.0,0.0424,0.0348,0.0,0.108,0.882,134.03,spotify:track:4DbnKBddcHUHbYpidc36AT,216041.0,4.0
55.0,120.0,13.0,385745.0,265413.0,G-Eazy,The Beautiful & Damned,0.6559999999999999,0.804,8.0,-5.191,0.0,0.363,0.173,0.0,0.8370000000000001,0.314,125.882,spotify:track:2WWruw7ul9N7eqoHELyMc2,189307.0,4.0
47.0,92.0,113.0,472413.0,289068.0,Luis Fonsi,Échame La Culpa,0.733,0.892,0.0,-3.641,1.0,0.0417,0.0376,0.0,0.13699999999999998,0.675,95.989,spotify:track:2hl6q70unbviGo3g1R7uFx,173720.0,4.0
110.0,111.0,3.0,273388.0,253848.0,Fall Out Boy,HOLD ME TIGHT OR DON’T,0.5820000000000001,0.925,6.0,-4.3660000000000005,0.0,0.0523,0.0069900000000000006,2.9e-06,0.108,0.7879999999999999,95.987,spotify:track:0Q9vbV7G2Q6lts13nY9YGP,210360.0,4.0
112.0,170.0,5.0,272103.0,197211.0,Steve Aoki,All Night,0.5429999999999999,0.866,6.0,-2.58,0.0,0.0519,0.0702,5.07e-06,0.926,0.329,90.005,spotify:track:1hpXAtEeEpiQXHMwbDtGdp,205333.0,4.0
125.0,145.0,6.0,251740.0,214013.0,PnB Rock,Lovin' (feat. A Boogie wit da Hoodie),0.595,0.606,5.0,-6.335,0.0,0.0316,0.0025800000000000003,0.0,0.344,0.168,92.075,spotify:track:2bwN9oZIn9XXSd8RlJ4FDM,210652.0,4.0
56.0,77.0,65.0,411020.0,316992.0,Machine Gun Kelly,"Home (with Machine Gun Kelly, X Ambassadors & Bebe Rexha)",0.653,0.718,3.0,-5.232,0.0,0.213,0.00413,0.0,0.0537,0.21600000000000005,82.03399999999998,spotify:track:0OI7AFifLSoGzpb8bdBLLV,202805.0,4.0
139.0,154.0,7.0,237784.0,221917.0,Miguel,Pineapple Skies,0.654,0.5870000000000001,10.0,-6.331,1.0,0.0439,0.026,0.0,0.589,0.28800000000000003,100.014,spotify:track:19EnyPZhNPbRoCxAuv5pKD,281360.0,4.0
110.0,128.0,7.0,251867.0,236164.0,Jaden,Breakfast (feat. A$AP Rocky),0.485,0.7829999999999999,11.0,-7.82,0.0,0.623,0.34600000000000003,0.0,0.752,0.154,159.661,spotify:track:3xWwPvpAv1HbKFmTwf6uKR,184599.0,4.0
165.0,165.0,1.0,215233.0,215233.0,Tory Lanez,I Sip,0.645,0.546,5.0,-11.185,0.0,0.36,0.198,0.0,0.111,0.54,99.994,spotify:track:5A8EYS9Z4hz4EmtU8W8kI3,196436.0,4.0
176.0,176.0,1.0,210121.0,210121.0,Lil Peep,Better Off - Dying,0.521,0.7659999999999999,3.0,-4.6930000000000005,1.0,0.0409,0.00835,0.0,0.155,0.196,74.987,spotify:track:1tlrTC3x7viJ1U30oOFGdF,154815.0,4.0
187.0,187.0,1.0,201479.0,201479.0,blackbear,gucci linen (feat. 2 Chainz),0.8370000000000001,0.684,10.0,-5.903,0.0,0.076,0.0453,0.0,0.306,0.583,120.022,spotify:track:02DGz57a3TK3jNiibbnxaK,212105.0,4.0
