peak_rank,median_rank,days,peak_streams,median_streams,artist,title,danceability,energy,key,loudness,mode,speechiness,acousticness,instrumentalness,liveness,valence,tempo,uri,duration_ms,time_signature
57.0,116.5,6.0,486562.0,291445.5,Avicii,The Nights,0.527,0.835,6.0,-5.297999999999999,1.0,0.0433,0.0166,0.0,0.249,0.654,125.983,spotify:track:0ct6r3EGTcMLPtrXHDvVjc,176658.0,4.0
188.0,188.0,1.0,237548.0,237548.0,BURNS,Hands On Me,0.7140000000000001,0.8320000000000001,9.0,-4.994,0.0,0.139,0.34600000000000003,0.0,0.326,0.6659999999999999,100.046,spotify:track:2GC8vo2NO9u28G7kBIuP0j,256240.0,4.0
192.0,192.0,1.0,234225.0,234225.0,Russ,Basement (Feat. Jessie Reyez),0.6629999999999999,0.274,1.0,-12.068,1.0,0.192,0.101,8.8e-05,0.109,0.129,119.988,spotify:track:2BzWMz80tzdFmVFHuyCMAp,209627.0,4.0
193.0,193.0,1.0,234126.0,234126.0,J. Cole,G.O.M.D.,0.591,0.672,5.0,-6.14,1.0,0.0387,0.8140000000000001,0.000171,0.405,0.939,102.887,spotify:track:189G7Vl2u4XpXOAfQ25TLX,146855.0,4.0
63.0,108.5,2.0,456058.0,341864.0,Avicii,Broken Arrows,0.63,0.6659999999999999,7.0,-7.186,1.0,0.045,0.0481,0.000567,0.104,0.28800000000000003,115.973,spotify:track:260jSxvzkFt71ksvkcy2ke,232760.0,4.0
100.0,100.0,1.0,341796.0,341796.0,Avicii,You Make Me,0.586,0.727,6.0,-4.799,1.0,0.039,0.00247,0.0107,0.152,0.496,124.99,spotify:track:1CKtxKqyFsFITCH4SpDrWj,233347.0,4.0
108.0,108.0,1.0,330643.0,330643.0,Avicii,You Be Love (feat. Billy Raffoul),0.826,0.466,4.0,-7.521,0.0,0.0425,0.0351,0.0092,0.0833,0.5479999999999999,124.95,spotify:track:630svau24EHHzw1kNk0Bdq,207546.0,4.0
135.0,135.0,1.0,279210.0,279210.0,Avicii,For A Better Day,0.639,0.843,5.0,-3.393,1.0,0.0334,0.0386,0.0829,0.108,0.317,135.002,spotify:track:7kbTZWt7DnzIzbkyzFE1PW,206067.0,4.0
137.0,137.0,1.0,275372.0,275372.0,Avicii,Silhouettes - Original Radio Edit,0.605,0.8,5.0,-6.235,0.0,0.0545,0.155,0.0562,0.121,0.836,128.07399999999998,spotify:track:06h3McKzmxS8Bx58USHiMq,211880.0,4.0
159.0,159.0,1.0,252408.0,252408.0,Tim Berg,Seek Bromance - Avicii Vocal Edit,0.49,0.8109999999999999,1.0,-2.524,0.0,0.044,0.0896,0.0,0.0898,0.547,125.965,spotify:track:5BIgbz2Dy7X2I0bnkKH9Mb,200992.0,4.0
173.0,173.0,1.0,237730.0,237730.0,Avicii,Addicted To You,0.569,0.785,1.0,-4.057,0.0,0.0457,0.0505,1.12e-06,0.086,0.303,128.031,spotify:track:5GayeBzzXIEl6fY0cP42Z1,148387.0,4.0
139.0,179.0,5.0,268591.0,223522.0,Sugarland,Babe (feat. Taylor Swift),0.535,0.777,4.0,-3.292,1.0,0.207,0.0187,1.62e-06,0.136,0.664,171.72,spotify:track:7FFfYM4JE1vj5n4rhHxg8q,215107.0,4.0
147.0,178.0,5.0,259952.0,223800.0,Seeb,Drink About,0.629,0.745,6.0,-2.9360000000000004,1.0,0.0649,0.147,0.0,0.257,0.496,99.995,spotify:track:73WJ6rYbtFi0Z2T4hPS1iN,182265.0,4.0
1.0,93.0,137.0,3694438.0,328494.0,Post Malone,Paranoid,0.625,0.536,0.0,-5.428,1.0,0.0776,0.038,2.31e-05,0.16699999999999998,0.253,159.914,spotify:track:3fpVWegR6YOS1Yk5HSMYIq,221787.0,4.0
1.0,51.0,715.0,3467168.0,462731.0,Post Malone,Better Now,0.68,0.578,10.0,-5.8039999999999985,1.0,0.04,0.331,0.0,0.135,0.341,145.03799999999995,spotify:track:7dt6x5M1jzdTEt8oCbisTK,231267.0,4.0
3.0,64.5,120.0,3318588.0,379385.0,Post Malone,Spoil My Night (feat. Swae Lee),0.672,0.7170000000000001,1.0,-2.714,1.0,0.034,0.341,2.4e-05,0.106,0.225,160.981,spotify:track:5VuxWXbt7XENQCtE9TzpTv,194560.0,4.0
5.0,99.5,144.0,3071762.0,311308.0,Post Malone,Rich & Sad,0.599,0.5710000000000001,2.0,-4.998,1.0,0.0665,0.198,0.0,0.0969,0.285,151.974,spotify:track:2VdT56BGpdqNHUgOe1j5vc,206453.0,4.0
6.0,75.0,94.0,2880829.0,364690.0,Post Malone,Over Now,0.569,0.777,4.0,-4.041,0.0,0.0834,0.139,0.0,0.132,0.181,164.02700000000004,spotify:track:09IOPhEh1OMe0HD9b36FJk,246987.0,4.0
7.0,73.0,77.0,2835989.0,374409.0,Post Malone,Zack And Codeine,0.738,0.8240000000000001,5.0,-5.165,0.0,0.0437,0.15,0.0,0.132,0.386,138.039,spotify:track:5lZZmityu9TAjNvSY6GLhR,204360.0,4.0
8.0,59.0,215.0,2786889.0,412091.0,Post Malone,Ball For Me (feat. Nicki Minaj),0.797,0.55,9.0,-4.166,1.0,0.24,0.513,0.0,0.0786,0.5429999999999999,134.20600000000002,spotify:track:6IaieqiCVvsNvEt6Y7yOFa,206267.0,4.0
9.0,73.0,70.0,2741318.0,353588.0,Post Malone,Takin' Shots,0.762,0.621,0.0,-6.24,1.0,0.0866,0.61,0.0,0.464,0.593,120.056,spotify:track:5ffntNJnJOeFv7b7DCd0Bw,216747.0,4.0
4.0,102.0,179.0,2703178.0,290271.0,Post Malone,Stay,0.507,0.48,5.0,-5.417999999999998,1.0,0.0266,0.449,0.0,0.147,0.35,86.046,spotify:track:4H7WNRErSbONkM06blBoGc,204427.0,4.0
11.0,77.0,75.0,2534111.0,349705.0,Post Malone,Same Bitches (feat. G-Eazy & YG),0.731,0.774,10.0,-5.273,0.0,0.0555,0.434,3.34e-06,0.114,0.219,100.005,spotify:track:688QpQAwqsLdBR6lr13wK1,212467.0,4.0
14.0,64.0,55.0,2210236.0,382701.0,Post Malone,Otherside,0.652,0.643,9.0,-5.667000000000002,0.0,0.0353,0.318,2.87e-06,0.208,0.109,104.932,spotify:track:4qWCFTuNnmGNdY4egtb4ZY,228227.0,4.0
14.0,98.0,109.0,2115624.0,323874.0,Post Malone,92 Explorer,0.7979999999999999,0.733,7.0,-4.811,0.0,0.0476,0.265,1.25e-06,0.114,0.861,146.046,spotify:track:1D2L6MefbXon28PzIk9I3r,211427.0,4.0
16.0,71.0,53.0,2087078.0,356997.0,Post Malone,Blame It On Me,0.652,0.591,11.0,-7.274,0.0,0.0418,0.145,5.65e-06,0.16399999999999998,0.274,121.873,spotify:track:1ZemPoaj7LBj1RAQrb89EC,261800.0,4.0
18.0,76.0,53.0,1746374.0,336787.0,Post Malone,Sugar Wraith,0.606,0.775,5.0,-4.269,0.0,0.0671,0.262,0.0,0.1,0.307,164.02,spotify:track:0MrRAUcB8AZiB9ue2VOBYe,228147.0,4.0
19.0,96.0,28.0,1617747.0,349892.5,Post Malone,Jonestown (Interlude),0.38,0.454,0.0,-10.271,0.0,0.0362,0.755,0.623,0.263,0.28800000000000003,77.592,spotify:track:0R6Jlsq25eZB3Wftpxi3oF,112013.0,4.0
35.0,52.0,18.0,771079.0,519810.5,Mason Ramsey,Famous,0.534,0.815,5.0,-2.815,1.0,0.0278,0.708,0.0,0.111,0.564,159.84799999999996,spotify:track:1lasE4yXQmZ5mwWdGQGn8E,192520.0,4.0
89.0,127.0,31.0,381156.0,270406.0,Tee Grizzley,2 Vaults (feat. Lil Yachty),0.921,0.586,8.0,-7.77,1.0,0.406,0.264,0.0,0.119,0.657,96.042,spotify:track:5Zx9VpLotu9aFYqq61NAip,210000.0,4.0
157.0,176.5,2.0,262481.0,234554.5,Camila Cabello,Never Be the Same (feat. Kane Brown),0.6,0.6709999999999999,0.0,-4.875,1.0,0.0893,0.238,0.0,0.16399999999999998,0.25,129.782,spotify:track:0xk4woi8ENN8VWFDZTcF8h,225539.0,4.0
156.0,176.0,7.0,261339.0,216363.0,YoungBoy Never Broke Again,Diamond Teeth Samurai,0.799,0.659,10.0,-5.593,0.0,0.272,0.00451,0.0,0.13,0.256,177.957,spotify:track:1k7KigfkZh2Xb6khqV1a0K,162488.0,4.0
179.0,179.0,1.0,234714.0,234714.0,Janelle Monáe,I Got the Juice (feat. Pharrell Williams),0.922,0.485,1.0,-7.258999999999999,1.0,0.096,0.0758,3.39e-05,0.601,0.395,120.156,spotify:track:5Yfq9uugLFchtFymQQWxgt,226288.0,4.0
195.0,195.0,1.0,221704.0,221704.0,YoungBoy Never Broke Again,Overdose,0.809,0.845,10.0,-5.843,0.0,0.35200000000000004,0.224,0.0,0.638,0.67,90.015,spotify:track:3A1BaBGT3HgzuDrV9pgX9v,176990.0,4.0
52.0,76.0,9.0,520338.0,388752.0,Kanye West,Ye vs. the People (starring TI as the People),0.464,0.8220000000000001,1.0,-1.881,1.0,0.294,0.0568,0.0,0.103,0.722,79.973,spotify:track:69b0SDYOymaqYwm3la237H,202641.0,4.0
39.0,100.0,27.0,724515.0,311484.0,Kanye West,Lift Yourself,0.877,0.435,0.0,-8.131,1.0,0.136,0.0108,1.88e-06,0.115,0.589,98.008,spotify:track:3uYDO9dPLTVrgfwg7EYXSf,147905.0,4.0
27.0,57.0,47.0,900345.0,445765.0,Shawn Mendes,Youth (feat. Khalid),0.534,0.596,6.0,-6.653,0.0,0.117,0.56,0.0,0.133,0.324,100.121,spotify:track:1h0yImRPIVAjhhHeNVlTuC,190867.0,4.0
2.0,92.0,105.0,2095463.0,326214.0,Travis Scott,Watch (feat. Lil Uzi Vert & Kanye West),0.706,0.5589999999999999,4.0,-5.216,0.0,0.0416,0.0372,0.0,0.379,0.252,78.53399999999998,spotify:track:3DoBTwfr8yi2LN08SBpFkN,217405.0,4.0
45.0,77.5,2.0,618427.0,456204.0,Rae Sremmurd,Buckets (feat. Future) - From SR3MM,0.903,0.581,11.0,-4.797,1.0,0.0686,0.0303,0.000291,0.102,0.264,139.998,spotify:track:2TtWdYXulGcHCeUJUWwZ4M,281298.0,4.0
61.0,145.0,4.0,466091.0,246613.5,Rae Sremmurd,Bedtime Stories (feat. The Weeknd) - From SR3MM,0.8029999999999999,0.64,4.0,-4.527,0.0,0.0279,0.0544,4.77e-05,0.342,0.038,131.986,spotify:track:6nI74KsH94IN0J2vp5shdT,292727.0,4.0
65.0,117.5,2.0,446735.0,334912.5,Rae Sremmurd,Up In My Cocina - From SR3MM,0.898,0.7509999999999999,11.0,-4.646,1.0,0.14800000000000002,0.0129,0.0,0.363,0.462,129.972,spotify:track:4669wTPqp7Xwz2H7v4QKi1,246449.0,4.0
67.0,152.0,17.0,421549.0,240513.0,Sia,Genius,0.603,0.615,11.0,-4.931,0.0,0.165,0.0799,6.720000000000001e-05,0.117,0.561,158.657,spotify:track:4xigPf2sigSPmuFH3qCelB,213707.0,4.0
70.0,155.0,76.0,407797.0,240027.5,Rae Sremmurd,Guatemala - From Swaecation,0.8490000000000001,0.6990000000000001,4.0,-5.193,0.0,0.0574,0.185,0.00118,0.0954,0.0778,100.989,spotify:track:0TCnOEVeLQMXOUrpPlM7uY,256341.0,4.0
77.0,160.0,7.0,395278.0,238141.0,Marshmello,You Can Cry,0.491,0.617,4.0,-4.545,0.0,0.147,0.0974,0.0,0.27,0.17,126.816,spotify:track:3ZbJMlEL4Kcme0ONRO7Slx,194533.0,5.0
100.0,145.5,2.0,353622.0,297274.5,Charlie Puth,The Way I Am,0.755,0.769,10.0,-5.658,0.0,0.18600000000000005,0.314,2.38e-06,0.0628,0.642,114.966,spotify:track:6qNALlmZa1ESnCxJmXE1K9,186080.0,4.0
113.0,166.0,47.0,333646.0,228570.0,Julia Michaels,Jump (with Trippie Redd),0.654,0.547,10.0,-6.598,1.0,0.127,0.25,0.0,0.0961,0.507,173.981,spotify:track:2OvV4NjEBRE9v8Oo7QeUCq,207857.0,4.0
101.0,132.0,6.0,320695.0,248578.5,Desiigner,Priice Tag,0.944,0.952,9.0,-4.718,1.0,0.147,0.0296,0.000338,0.0945,0.908,139.965,spotify:track:0w7IgpqkxKyRBTqGuQbZNp,110768.0,4.0
121.0,134.0,2.0,313589.0,291600.5,Florence + The Machine,Hunger,0.7290000000000001,0.675,2.0,-5.62,0.0,0.0415,0.53,0.0,0.0985,0.332,116.016,spotify:track:6Ju28M6P8Y8sLjBgWjyUUD,214667.0,4.0
123.0,123.0,1.0,310798.0,310798.0,Rae Sremmurd,Touchscreen Navigation - From Swaecation,0.7290000000000001,0.523,6.0,-6.348,0.0,0.102,0.518,1.05e-06,0.104,0.0791,87.999,spotify:track:20NeQXq8WWCG89ul5nH4BP,197652.0,4.0
130.0,130.0,1.0,297731.0,297731.0,Rae Sremmurd,"""42"" - From SR3MM",0.968,0.563,1.0,-6.744,1.0,0.125,0.00275,0.0,0.108,0.324,130.039,spotify:track:5lf91lPnGKtIqsgmG1z8Ip,238020.0,4.0
147.0,147.0,1.0,276346.0,276346.0,Christina Aguilera,Accelerate (feat. Ty Dolla $ign & 2 Chainz),0.799,0.629,0.0,-5.638,0.0,0.14,0.371,2.01e-06,0.15,0.293,128.041,spotify:track:0iSDDumvHTzv6we9Yr1HzY,243062.0,4.0
148.0,179.0,5.0,276141.0,213328.0,Chantel Jeffries,Wait (Featuring Offset & Vory),0.865,0.529,1.0,-7.756,1.0,0.23,0.769,6.6e-06,0.104,0.649,111.982,spotify:track:50phRe11Y2nC2N968jVU53,169827.0,4.0
151.0,174.0,2.0,271473.0,251432.0,Troye Sivan,Bloom,0.708,0.701,0.0,-5.1960000000000015,1.0,0.0328,0.031,0.0,0.392,0.504,120.932,spotify:track:0oTyoTKEKMdF3rXcOLyEfN,222097.0,4.0
160.0,160.0,1.0,265122.0,265122.0,Rae Sremmurd,Rock N Roll Hall Of Fame - From SR3MM,0.741,0.746,7.0,-4.34,0.0,0.0346,0.152,0.0,0.135,0.5379999999999999,143.955,spotify:track:54inhxqvwEzNHd8KdjXKBm,266683.0,4.0
170.0,170.0,1.0,249074.0,249074.0,Joyner Lucas,I Don't Die,0.743,0.8759999999999999,1.0,-4.3260000000000005,1.0,0.301,0.099,0.0,0.119,0.574,149.041,spotify:track:3NSmC1EQKOdUe6KhMrDDk5,224735.0,4.0
54.0,130.0,624.0,435905.0,275035.0,Luke Combs,Beautiful Crazy,0.552,0.402,11.0,-7.431,1.0,0.0262,0.6759999999999999,0.0,0.0928,0.382,103.313,spotify:track:2rxQMGVafnNaRaXlRMWPde,193200.0,4.0
108.0,171.0,25.0,303189.0,225323.0,Jess Glynne,I'll Be There,0.565,0.195,9.0,-11.144,1.0,0.0277,0.965,0.35200000000000004,0.13,0.0815,89.961,spotify:track:1WDRGOhX8DElSipew0YaTo,186667.0,4.0
1.0,57.0,147.0,2753489.0,448560.0,Childish Gambino,This Is America,0.8540000000000001,0.463,5.0,-6.159,1.0,0.13699999999999998,0.117,0.0,0.354,0.5489999999999999,120.024,spotify:track:0b9oOr2ZgvyQu88wzixux9,225773.0,4.0
1.0,37.0,707.0,2127668.0,563942.0,Juice WRLD,Lucid Dreams,0.511,0.5660000000000001,6.0,-7.23,0.0,0.2,0.349,0.0,0.34,0.218,83.90299999999998,spotify:track:285pBltuF7vW8TeWk8hdRR,239836.0,4.0
151.0,184.0,9.0,253876.0,227230.0,Childish Gambino,3005,0.472,0.448,6.0,-7.272,0.0,0.326,0.113,0.0,0.0914,0.636,166.077,spotify:track:2ZltjIqztEpZtafc8w0I9t,234215.0,4.0
180.0,189.0,3.0,224208.0,220887.0,Childish Gambino,IV. Sweatpants,0.71,0.47,1.0,-9.33,0.0,0.142,0.154,0.0,0.643,0.581,80.027,spotify:track:00GOPLxW4PGQuUYdPJh8K1,180675.0,4.0
24.0,94.0,192.0,737115.0,313341.0,Ella Mai,Boo'd Up,0.652,0.877,10.0,-3.584,0.0,0.155,0.294,0.0,0.0959,0.415,81.986,spotify:track:5Qhk0AqBVGOf6B4RB8Xj58,217482.0,4.0
161.0,184.0,13.0,221157.0,211339.0,Bhad Bhabie,Gucci Flip Flops (feat. Lil Yachty),0.82,0.603,8.0,-7.18,1.0,0.308,0.0351,0.0159,0.122,0.177,159.976,spotify:track:3hv6ndi7uFT9L9wrhQCsqY,151851.0,4.0
23.0,114.5,214.0,826235.0,288677.5,Playboi Carti,Shoota (feat. Lil Uzi Vert),0.674,0.649,1.0,-8.433,0.0,0.199,0.191,0.0,0.122,0.48,153.069,spotify:track:2BJSMvOGABRxokHKB0OI8i,153800.0,4.0
15.0,110.0,234.0,877343.0,290258.0,Selena Gomez,Back To You - From 13 Reasons Why – Season 2 Soundtrack,0.601,0.7240000000000001,6.0,-4.856,1.0,0.0486,0.0945,1.68e-06,0.12,0.508,102.061,spotify:track:4hQ6UGyWQIGJmHSo0J88JW,207905.0,4.0
40.0,92.5,74.0,629746.0,332899.0,John Mayer,New Light,0.828,0.6890000000000001,7.0,-7.877999999999999,1.0,0.0326,0.325,0.0384,0.0808,0.853,123.931,spotify:track:3bH4HzoZZFq8UpZmI2AMgV,216015.0,4.0
44.0,87.0,7.0,598485.0,301034.0,Playboi Carti,R.I.P.,0.725,0.723,8.0,-6.067,0.0,0.16,0.0119,0.0,0.086,0.509,140.003,spotify:track:3L0IKstjUgDFVQAbQIRZRv,192027.0,4.0
51.0,131.0,6.0,558680.0,255145.0,Playboi Carti,Love Hurts (feat. Travis Scott),0.7240000000000001,0.45,4.0,-5.763,0.0,0.0496,0.0315,1.36e-05,0.111,0.464,140.981,spotify:track:3K6U7TamNyVSWcFH8pCQHX,180560.0,4.0
54.0,165.5,24.0,552382.0,235247.0,Rita Ora,"Girls (feat. Cardi B, Bebe Rexha & Charli XCX)",0.728,0.69,8.0,-4.3439999999999985,0.0,0.0524,0.0164,0.0,0.104,0.415,94.028,spotify:track:1YNQscOx6OqBQjxgJVhEeW,221153.0,4.0
57.0,113.0,5.0,485934.0,288489.0,Playboi Carti,Fell In Luv (feat. Bryson Tiller),0.657,0.6679999999999999,2.0,-6.207999999999998,1.0,0.13699999999999998,0.0268,0.0,0.32,0.226,162.995,spotify:track:1s9DTymg5UQrdorZf43JQm,206333.0,4.0
59.0,149.5,4.0,482958.0,244262.0,Playboi Carti,Right Now (feat. Pi'erre Bourne),0.687,0.604,6.0,-5.005,0.0,0.0663,0.139,0.0,0.203,0.308,78.487,spotify:track:475jSz0H6U3duJyNiDS0tT,207013.0,4.0
60.0,166.5,34.0,471261.0,232922.5,Tee Grizzley,Jettski Grizzley (feat. Lil Pump),0.875,0.878,8.0,-5.358,1.0,0.179,0.0966,0.0,0.333,0.381,100.042,spotify:track:2VKf0WEOpq06JE5PTNr9wa,163200.0,4.0
66.0,112.5,2.0,443097.0,335129.5,Playboi Carti,Long Time - Intro,0.472,0.86,4.0,-3.967,0.0,0.0451,0.284,0.0,0.83,0.366,144.07299999999995,spotify:track:4IO2X2YoXoUMv0M2rwomLC,211773.0,4.0
67.0,135.0,4.0,441312.0,251939.0,Playboi Carti,Poke It Out (with Nicki Minaj),0.894,0.59,9.0,-5.716,1.0,0.221,0.097,9.06e-06,0.329,0.575,147.009,spotify:track:2rPSFKzGeqUWwfcCFVkkq3,269813.0,4.0
68.0,147.0,3.0,441236.0,240851.0,Arctic Monkeys,Four Out Of Five,0.601,0.863,0.0,-4.31,1.0,0.0685,0.0626,0.0,0.0717,0.6759999999999999,130.189,spotify:track:3nhzPKCm2yqGmgEhdAg19u,312347.0,4.0
70.0,128.0,2.0,433130.0,322430.5,Playboi Carti,Home (KOD),0.722,0.6859999999999999,7.0,-6.178,0.0,0.24,0.319,0.0,0.35200000000000004,0.435,77.015,spotify:track:5wPyd3IQAZft1vmxoIqGrU,162133.0,4.0
75.0,123.0,2.0,415286.0,317367.5,Playboi Carti,Lean 4 Real (feat. Skepta),0.754,0.777,7.0,-5.077,1.0,0.0665,0.0303,0.0,0.362,0.159,75.98,spotify:track:1JgkiUg9mSXSwcb5Gbi4Ur,177027.0,4.0
78.0,130.5,2.0,409950.0,311579.5,Playboi Carti,Old Money,0.716,0.618,2.0,-10.227,1.0,0.338,0.0271,0.0,0.342,0.584,162.957,spotify:track:0syXbGoFZbTMXm8hGCEvW0,135547.0,4.0
83.0,118.5,2.0,401389.0,317623.5,Arctic Monkeys,Star Treatment,0.581,0.767,7.0,-5.026,0.0,0.0527,0.243,0.00131,0.141,0.6729999999999999,120.07,spotify:track:0FgNSsaSZTvbLXUumSO8LQ,354640.0,4.0
86.0,120.5,2.0,384387.0,307823.5,Playboi Carti,Foreign,0.762,0.705,6.0,-5.195,0.0,0.165,0.0906,0.0,0.17,0.264,122.955,spotify:track:500l6Cwe40hkPqS7Sf7ufY,142893.0,4.0
93.0,137.0,2.0,378701.0,296801.0,Arctic Monkeys,One Point Perspective,0.7140000000000001,0.585,8.0,-4.57,1.0,0.0419,0.057,0.00444,0.14400000000000002,0.8420000000000001,77.104,spotify:track:2AKwcNHeGAqCpD6etK425X,208640.0,4.0
95.0,95.0,1.0,372918.0,372918.0,Charlie Puth,Patient,0.675,0.604,1.0,-6.266,1.0,0.193,0.752,0.0,0.111,0.456,168.03400000000005,spotify:track:2ZrHbO88rM6Ijeg0aJmSzl,190533.0,4.0
110.0,148.5,2.0,351819.0,281755.5,Playboi Carti,Choppa Won't Miss (feat. Young Thug),0.858,0.6609999999999999,0.0,-6.544,1.0,0.319,0.0182,0.0,0.115,0.611,163.056,spotify:track:5O9zs6G6RcB6yP1OKwnwiM,217960.0,4.0
115.0,115.0,1.0,346943.0,346943.0,Playboi Carti,Mileage (feat. Chief Keef),0.742,0.616,1.0,-6.285,1.0,0.179,0.0623,0.0,0.111,0.396,150.855,spotify:track:1oNcc2isuz7d3hc1fMoHqj,149760.0,4.0
119.0,119.0,1.0,340714.0,340714.0,Playboi Carti,Pull Up,0.84,0.597,2.0,-7.569,1.0,0.3,0.0109,0.000169,0.114,0.569,156.975,spotify:track:424qpX6swdUdhLq95cecNu,216400.0,4.0
133.0,133.0,1.0,310543.0,310543.0,Arctic Monkeys,Tranquility Base Hotel & Casino,0.584,0.835,9.0,-4.3260000000000005,0.0,0.0297,0.0411,0.0147,0.199,0.7809999999999999,142.2,spotify:track:7co8zvT6HJuyT81IDukyID,212093.0,4.0
77.0,157.0,33.0,350495.0,239630.0,Ty Dolla $ign,Clout (feat. 21 Savage),0.88,0.728,10.0,-6.939,0.0,0.205,0.136,5.42e-05,0.337,0.715,160.976,spotify:track:1u0CD4fcBUB1xrG9fNgejh,200373.0,4.0
79.0,156.0,43.0,350606.0,238258.0,Sia,Audio,0.568,0.701,3.0,-4.566,0.0,0.0426,0.209,1.06e-06,0.0769,0.353,89.969,spotify:track:100eDEmpWV5YGVCqHI0leU,204093.0,4.0
137.0,137.0,1.0,303108.0,303108.0,Arctic Monkeys,American Sports,0.3720000000000001,0.865,7.0,-4.288,0.0,0.0513,0.00169,0.00293,0.127,0.594,176.68900000000005,spotify:track:0mQiDbYxHElUp1eNpLZXaY,158040.0,3.0
141.0,141.0,1.0,295548.0,295548.0,Playboi Carti,No Time (feat. Gunna),0.943,0.763,5.0,-5.568,0.0,0.133,0.0177,1.76e-05,0.114,0.229,139.969,spotify:track:5pHJv0bgNsT9nPoK2BjNBn,219453.0,4.0
152.0,152.0,1.0,277533.0,277533.0,Arctic Monkeys,Golden Trunks,0.4920000000000001,0.564,2.0,-5.811,1.0,0.0278,0.129,1.73e-05,0.131,0.0896,92.544,spotify:track:3NmndGYOIYocA5OTHMVoaw,173627.0,4.0
158.0,158.0,1.0,273064.0,273064.0,Playboi Carti,FlatBed Freestyle,0.755,0.552,9.0,-5.604,1.0,0.28800000000000003,0.0967,0.0,0.158,0.402,153.157,spotify:track:5nayhWICkQGMTkisxVMbRw,193973.0,4.0
176.0,176.0,1.0,255344.0,255344.0,Playboi Carti,R.I.P. Fredo (feat. Young Nudy) - Notice Me,0.912,0.755,2.0,-5.393,1.0,0.142,0.1,0.0,0.179,0.625,140.05100000000002,spotify:track:45Ln3F9PRPYTXBcMFkZMzS,161200.0,4.0
183.0,183.0,1.0,247896.0,247896.0,Playboi Carti,Middle Of The Summer (feat. Red Coldhearted),0.638,0.669,8.0,-6.442,1.0,0.234,0.0125,0.0,0.0747,0.452,136.86700000000002,spotify:track:7AtBtwrKhz94hYXgGYyG58,137027.0,4.0
188.0,188.0,1.0,241388.0,241388.0,Arctic Monkeys,The World's First Ever Monster Truck Front Flip,0.602,0.601,10.0,-5.742000000000001,1.0,0.0303,0.34600000000000003,0.349,0.0735,0.5529999999999999,145.075,spotify:track:1JdArJ9NKCF9TQASGQgszg,180013.0,4.0
2.0,92.0,633.0,1838350.0,344785.0,Lil Baby,Yes Indeed,0.964,0.34600000000000003,5.0,-9.309,0.0,0.53,0.035,0.0,0.108,0.562,119.958,spotify:track:6vN77lE9LK6HP2DewaN6HZ,142273.0,4.0
80.0,104.0,8.0,356683.0,279133.0,Kevin Gates,Change Lanes,0.706,0.7829999999999999,2.0,-5.3370000000000015,1.0,0.424,0.129,0.0,0.0952,0.513,130.195,spotify:track:59XHPyb0MTMElZpkG0Wp69,205861.0,4.0
107.0,176.0,10.0,328084.0,212392.5,Jay Rock,WIN,0.879,0.595,1.0,-2.9360000000000004,1.0,0.0889,0.0152,0.0,0.391,0.355,125.994,spotify:track:69WMdZSqdQwFgLVpbMsZ2J,215227.0,4.0
26.0,94.0,42.0,697349.0,321604.0,BTS,FAKE LOVE,0.557,0.7190000000000001,2.0,-4.515,0.0,0.0372,0.00267,0.0,0.306,0.344,77.501,spotify:track:3aW0ds4A4tSQDIp75FqWTo,242334.0,4.0
47.0,107.0,151.0,520802.0,296432.0,NAV,Champion (feat. Travis Scott),0.642,0.782,5.0,-3.395,0.0,0.0477,0.381,0.0,0.108,0.396,162.005,spotify:track:6nO3tr47nr2P7f3hXb8JIo,195053.0,4.0
49.0,139.0,22.0,510266.0,254683.5,Pharrell Williams,Sangria Wine,0.831,0.713,1.0,-3.646,0.0,0.094,0.181,0.0,0.0572,0.69,132.109,spotify:track:6XlSyYFTU1nodeWwwzVgTV,202853.0,4.0
56.0,143.5,6.0,474746.0,241231.5,NAV,Faith (feat. Quavo),0.527,0.61,1.0,-6.903,0.0,0.107,0.758,0.0,0.0882,0.5489999999999999,157.1,spotify:track:3NelcGZ46JmV9LqOD1pnxA,199973.0,4.0
38.0,64.0,122.0,552074.0,406716.0,Clean Bandit,Solo (feat. Demi Lovato),0.737,0.636,11.0,-4.546,0.0,0.0437,0.0441,6.659999999999999e-05,0.35,0.565,105.005,spotify:track:6kPJZM97LwdG9QIsT7khp6,222653.0,4.0
70.0,101.0,7.0,400378.0,296137.0,BTS,The Truth Untold,0.57,0.422,1.0,-7.561,0.0,0.0422,0.3720000000000001,0.0,0.127,0.16899999999999998,113.007,spotify:track:48XfojJC87VKLlUotYV0Gm,242293.0,4.0
74.0,121.5,2.0,383227.0,299151.0,NAV,Reckless Intro,0.8190000000000001,0.669,5.0,-5.202000000000001,0.0,0.275,0.266,7.66e-06,0.111,0.474,80.046,spotify:track:7GNlNNDvM7c9fsv3zsmVQX,142547.0,3.0
82.0,135.5,8.0,363290.0,256492.5,BTS,Airplane pt.2,0.769,0.8170000000000001,0.0,-4.092,0.0,0.0339,0.0268,9.95e-05,0.084,0.866,139.97899999999998,spotify:track:0xKNTDmIym4R2TfKnS4FQo,218615.0,4.0
18.0,68.0,198.0,880754.0,383441.5,Tiësto,Jackie Chan,0.747,0.8340000000000001,3.0,-2.867,0.0,0.045,0.374,0.0,0.0586,0.687,128.005,spotify:track:4kWO6O1BUXcZmaxitpVUwp,215760.0,4.0
