rank,date,artist,title,max_streams,danceability,energy,key,loudness,mode,speechiness,acousticness,instrumentalness,liveness,valence,tempo,uri,duration_ms,time_signature
144,2017-01-20,Wale,Running Back (feat. Lil Wayne),328607,0.5870000000000001,0.6709999999999999,2.0,-4.48,1.0,0.14400000000000002,0.0823,0.0,0.161,0.1,127.133,spotify:track:2h3i5tGUl6hMu572umjcGo,215360.0,4.0
162,2017-01-20,Maggie Rogers,On + Off,171953,0.593,0.5920000000000001,4.0,-6.162000000000001,1.0,0.0357,0.293,0.0,0.265,0.255,129.958,spotify:track:2kvwSbG26eHKUJdvH7DiR2,221600.0,4.0
193,2017-01-21,PnB Rock,Misunderstood,186539,0.7240000000000001,0.452,1.0,-8.998,1.0,0.0884,0.223,0.0,0.11800000000000001,0.139,141.903,spotify:track:3nxgKa7boB4WjD0X01MXtJ,248945.0,4.0
156,2017-01-23,Marian Hill,Down,358506,0.6779999999999999,0.35700000000000004,0.0,-14.712,0.0,0.128,0.675,0.00569,0.124,0.0661,113.301,spotify:track:5eCkuGPZNl4mISFNPgr3Dd,197773.0,5.0
184,2017-01-24,Sabrina Carpenter,Thumbs,238005,0.73,0.718,8.0,-3.4960000000000004,1.0,0.0478,0.0284,0.0,0.0892,0.127,135.045,spotify:track:6WC5fhc9XMaCrUNKNjm9xE,216467.0,4.0
195,2017-01-25,XXXTENTACION,Look at Me!,1035184,0.763,0.726,1.0,-6.405,1.0,0.282,0.259,0.0,0.0976,0.349,139.059,spotify:track:7floNISpH8VF4z4459Qo18,126346.0,4.0
200,2017-01-25,Florida Georgia Line,May We All,208372,0.514,0.9179999999999999,7.0,-4.306,1.0,0.0365,0.0409,0.0,0.342,0.64,150.033,spotify:track:498ZVInMGDkmmNVpSWqHiZ,226173.0,4.0
152,2017-01-26,Thomas Gold,Magic,200721,0.629,0.882,8.0,-5.231,1.0,0.0449,0.0502,0.000584,0.0971,0.436,105.00399999999999,spotify:track:7GYLsGlCPqSkLBNDC5mVyl,170502.0,4.0
17,2017-01-27,Migos,Get Right Witcha,604898,0.95,0.743,10.0,-5.861000000000001,0.0,0.23800000000000002,0.0646,1.1900000000000001e-05,0.10300000000000001,0.62,136.98,spotify:track:76Y0gxtTxN0FyDCYh5qYQj,257546.0,4.0
24,2017-01-27,Migos,Culture (feat. DJ Khaled),539411,0.825,0.7,11.0,-5.098,0.0,0.243,0.0379,0.0,0.139,0.317,132.996,spotify:track:4oLuMvGQ4WJfU2s4OM6nfE,153558.0,4.0
25,2017-01-27,Migos,Slippery (feat. Gucci Mane),702082,0.92,0.674,1.0,-5.662000000000001,0.0,0.264,0.307,0.0,0.10400000000000001,0.741,141.967,spotify:track:6p8NuHm8uCGnn2Dtbtf7zE,304041.0,4.0
30,2017-01-27,Migos,Kelly Price (feat. Travis Scott),518473,0.745,0.685,4.0,-5.7,0.0,0.0313,0.53,0.0,0.17600000000000002,0.43700000000000006,121.977,spotify:track:204U3zjm9kkzX25Pr4Rdld,363934.0,4.0
43,2017-01-27,Migos,What The Price,433821,0.7859999999999999,0.625,6.0,-4.194,1.0,0.0542,0.293,0.0,0.15,0.21600000000000003,123.98299999999999,spotify:track:7sO0dVFCfixpLshm4daMH3,248506.0,4.0
53,2017-01-27,Martin Garrix,Scared to Be Lonely,618146,0.584,0.54,1.0,-7.7860000000000005,0.0,0.0576,0.0895,0.0,0.261,0.195,137.972,spotify:track:3ebXMykcMXOcLeJ9xZ17XH,220883.0,4.0
54,2017-01-27,Migos,Brown Paper Bag,390833,0.907,0.489,8.0,-5.79,1.0,0.158,0.0477,0.0,0.115,0.253,136.982,spotify:track:5wihevBA7MO9PNYyWyTfkh,211244.0,4.0
58,2017-01-27,Migos,Deadz (feat. 2 Chainz),379242,0.862,0.785,8.0,-3.571,1.0,0.23199999999999998,0.162,0.0,0.128,0.37200000000000005,123.012,spotify:track:4AlrLQ2RMxOwz1gTTkb4vQ,274097.0,4.0
59,2017-01-27,Migos,Big On Big,377126,0.723,0.768,0.0,-5.468999999999999,0.0,0.0587,0.145,0.0,0.172,0.526,142.02200000000002,spotify:track:3BoPOp7YNORLqMUjE5XAh9,290794.0,4.0
65,2017-01-27,Migos,All Ass,341026,0.836,0.758,8.0,-5.2170000000000005,1.0,0.191,0.00625,0.0,0.207,0.551,140.02100000000002,spotify:track:5QxqypupYWHrY8IkGCSObQ,294658.0,4.0
70,2017-01-27,Migos,Out Yo Way,323627,0.562,0.758,1.0,-4.592,1.0,0.188,0.20199999999999999,0.0,0.35200000000000004,0.573,133.951,spotify:track:4Dbn05LNVX5giGbgbz5fdQ,288387.0,4.0
112,2017-01-27,Kehlani,Escape,239067,0.562,0.688,4.0,-5.353,1.0,0.0794,0.0391,0.0,0.235,0.7070000000000001,79.979,spotify:track:5clYhUpqYzy0Fdz3TdtZ3j,201720.0,4.0
144,2017-01-27,Zara Larsson,So Good (feat. Ty Dolla $ign),204773,0.726,0.5760000000000001,0.0,-7.341,1.0,0.146,0.085,0.0,0.0458,0.7829999999999999,82.055,spotify:track:54LGxQGf5LPXNGjtzDZ5IE,166707.0,4.0
149,2017-01-27,Kehlani,CRZY,209034,0.8270000000000001,0.7020000000000001,6.0,-7.263999999999999,1.0,0.267,0.226,5.04e-05,0.158,0.6940000000000001,130.02,spotify:track:6Dwtha2FtZFoMEBh5GR2sq,191720.0,4.0
154,2017-01-27,Kehlani,Distraction,195000,0.66,0.698,5.0,-6.266,0.0,0.0467,0.0266,0.0,0.29600000000000004,0.396,120.959,spotify:track:2wSQyp6VzUopSFBinRo1iD,235693.0,4.0
189,2017-01-27,Kehlani,Do U Dirty,167204,0.653,0.5529999999999999,8.0,-6.888,0.0,0.23600000000000002,0.0799,0.0,0.313,0.46799999999999997,118.00399999999999,spotify:track:6piGXG0H9AybPDVnwwIMao,197541.0,4.0
195,2017-01-28,Beyoncé,Halo,323928,0.508,0.72,11.0,-5.9079999999999995,0.0,0.0628,0.272,0.0,0.0563,0.47200000000000003,79.983,spotify:track:4JehYebiI9JE8sR8MisGVb,261640.0,4.0
197,2017-01-28,Kehlani,Keep On,150441,0.74,0.45299999999999996,5.0,-7.58,0.0,0.151,0.264,7.13e-05,0.129,0.514,98.057,spotify:track:4MV4wa3Dke1GMBtk06GMR0,209122.0,4.0
199,2017-01-28,Kehlani,Undercover,148637,0.721,0.593,0.0,-4.768,0.0,0.0397,0.275,0.0,0.0714,0.721,145.025,spotify:track:6krNSTegkvGMmdIUOUEQH1,183280.0,4.0
189,2017-01-30,Kehlani,Gangsta,147537,0.439,0.447,10.0,-8.318,0.0,0.0436,0.111,0.0,0.303,0.11,121.48,spotify:track:1W7zkKgRv9mrLbfdQ8XyH3,177029.0,4.0
200,2017-01-30,Jon Pardi,Dirt On My Boots,216374,0.6829999999999999,0.7959999999999999,11.0,-4.178999999999999,1.0,0.0285,0.111,0.0,0.19699999999999998,0.531,90.031,spotify:track:7f08qp3HROTkfrtNpiYGGo,201893.0,4.0
186,2017-01-31,Rick Ross,I Think She Like Me (feat. Ty Dolla $ign),170810,0.629,0.7,2.0,-6.212000000000001,1.0,0.264,0.0084,0.0,0.11800000000000001,0.153,85.814,spotify:track:5V1QsNSEDF7YmNBhSKhE75,242373.0,4.0
115,2017-02-01,Sam Hunt,Body Like A Back Road,791147,0.732,0.45799999999999996,5.0,-7.225,1.0,0.0311,0.447,0.0,0.136,0.6609999999999999,98.93799999999999,spotify:track:7mldq42yDuxiUNn08nvzHO,165387.0,4.0
199,2017-02-01,PARTYNEXTDOOR,Not Nice,165299,0.598,0.496,0.0,-9.309,1.0,0.0804,0.0253,0.00132,0.12,0.725,128.06,spotify:track:4STaHtfguDMkWbPEo6Fwcx,202661.0,4.0
200,2017-02-01,6LACK,PRBLMS,268526,0.41700000000000004,0.58,9.0,-4.574,1.0,0.207,0.0307,1.45e-06,0.179,0.139,68.58,spotify:track:4AtZRwSR8BOTTQg5ihSggt,246773.0,5.0
139,2017-02-02,Imagine Dragons,Believer,899777,0.7759999999999999,0.78,10.0,-4.374,0.0,0.128,0.0622,0.0,0.081,0.6659999999999999,124.949,spotify:track:0pqnGHJpmpxLKifKRmU6WP,204347.0,4.0
195,2017-02-02,Blake Shelton,A Guy with a Girl,158382,0.552,0.893,0.0,-4.593,1.0,0.0383,0.0158,0.0,0.105,0.777,163.94799999999998,spotify:track:5sjIhQzNljMVrDklI91ezp,189467.0,4.0
200,2017-02-02,Guns N' Roses,Sweet Child O' Mine,154748,0.446,0.9520000000000001,6.0,-5.321000000000001,1.0,0.0523,0.0901,0.0857,0.11199999999999999,0.624,125.303,spotify:track:7snQQk1zcKl8gZ92AnueZW,356067.0,4.0
8,2017-02-03,Big Sean,No Favors,1027224,0.48200000000000004,0.7809999999999999,11.0,-5.334,1.0,0.41100000000000003,0.629,2.87e-06,0.413,0.336,57.967,spotify:track:1MksGqIztTT6M9R1ErKVs8,325840.0,5.0
21,2017-02-03,Big Sean,Jump Out The Window,578862,0.747,0.7040000000000001,1.0,-6.742999999999999,1.0,0.0986,0.136,0.0,0.131,0.494,136.936,spotify:track:1jQsKN68yE94tMYml0wHMd,213693.0,4.0
24,2017-02-03,Big Sean,Light,564734,0.505,0.611,7.0,-5.976,0.0,0.0648,0.826,0.0,0.10800000000000001,0.17600000000000002,85.944,spotify:track:0URaKGzNTtzKRtsJN1RkA9,210507.0,4.0
26,2017-02-03,Big Sean,Sacrifices,595467,0.779,0.56,10.0,-7.564,0.0,0.253,0.258,0.0,0.24100000000000002,0.42100000000000004,142.032,spotify:track:1r0faljjM2b876iNoaDUh5,287320.0,4.0
33,2017-02-03,Big Sean,Owe Me,501068,0.62,0.609,8.0,-8.831,1.0,0.145,0.44,0.0,0.115,0.40399999999999997,142.042,spotify:track:1u0MOgWF1bbylVxpJG2ZjB,271693.0,4.0
44,2017-02-03,Big Sean,Voices In My Head/Stick To The Plan,458452,0.47200000000000003,0.541,1.0,-8.513,1.0,0.231,0.141,1.21e-06,0.47700000000000004,0.128,145.12,spotify:track:2pzuU8vLaG8W1P31X65ZP9,242307.0,4.0
45,2017-02-03,Big Sean,Same Time Pt. 1,444428,0.63,0.488,0.0,-6.652,0.0,0.254,0.708,0.0,0.276,0.7190000000000001,88.696,spotify:track:7yoe9vbbzakNAXwb1UaWLS,89867.0,3.0
56,2017-02-03,Big Sean,Intro,399247,0.38799999999999996,0.807,8.0,-9.283,1.0,0.159,0.877,7.509999999999998e-05,0.45399999999999996,0.34700000000000003,96.634,spotify:track:35k5ePiDMMdacA7jIF9RFY,64093.0,3.0
57,2017-02-03,Big Sean,Sunday Morning Jetpack,396151,0.591,0.7559999999999999,10.0,-8.026,0.0,0.14300000000000002,0.708,0.0,0.332,0.546,82.77600000000001,spotify:track:5VlstKgCJPHDIMCQO4jHcQ,225067.0,4.0
59,2017-02-03,Big Sean,Bigger Than Me,394660,0.366,0.639,10.0,-7.98,0.0,0.10099999999999999,0.26899999999999996,0.0,0.29,0.168,83.339,spotify:track:6zpXc7WJ3TqYWb02B6sKyF,292520.0,5.0
64,2017-02-03,Big Sean,Inspire Me,364080,0.713,0.664,5.0,-7.245,0.0,0.264,0.336,0.0,0.231,0.413,136.10399999999998,spotify:track:7M62jxrvr7UJdo6DchAFf3,208307.0,4.0
155,2017-02-03,Aaron Carter,Sooner Or Later,304939,0.737,0.731,5.0,-6.787000000000001,0.0,0.0358,0.12,1.29e-05,0.0731,0.435,111.955,spotify:track:0Gee5mDV8DiP4YNSQT2gOK,212564.0,4.0
191,2017-02-03,Jeremih,I Think Of You,167613,0.723,0.503,0.0,-8.651,1.0,0.0699,0.0088,0.0,0.131,0.354,100.046,spotify:track:5f5KGCBUtnR3dTSdNfRcZG,217787.0,4.0
139,2017-02-04,Tee Grizzley,First Day Out,326201,0.5870000000000001,0.711,1.0,-6.33,1.0,0.42,0.171,0.0,0.125,0.381,98.008,spotify:track:3muBQDekYAg7jm6hDu6R0Z,254694.0,4.0
175,2017-02-04,Future,F*ck Up Some Commas,191058,0.8740000000000001,0.568,11.0,-5.896,0.0,0.22399999999999998,0.0698,1.3800000000000002e-05,0.149,0.46,139.995,spotify:track:49zD0wr2S3d0lZPib0K4e1,237400.0,4.0
195,2017-02-04,Ayo & Teo,Rolex,531008,0.804,0.8859999999999999,1.0,-2.512,1.0,0.04,0.0837,0.0,0.266,0.789,144.946,spotify:track:0pSBuHjILhNEo55xK1zrRt,238587.0,4.0
196,2017-02-05,Lady Gaga,Million Reasons,465212,0.6659999999999999,0.423,0.0,-8.012,1.0,0.043,0.494,0.0,0.106,0.154,129.89,spotify:track:7dZ1Odmx9jWIweQSatnRqo,205280.0,4.0
198,2017-02-05,A$AP Rocky,"F**kin' Problems (feat. Drake, 2 Chainz & Kendrick Lamar)",195136,0.852,0.693,1.0,-6.87,1.0,0.27399999999999997,0.024,0.0,0.11,0.66,95.96700000000001,spotify:track:4X5f3vT8MRuXF68pfjNte5,233787.0,4.0
85,2017-02-06,Lady Gaga,Poker Face,252419,0.851,0.8059999999999999,4.0,-4.62,1.0,0.0787,0.11800000000000001,1.64e-06,0.121,0.787,118.999,spotify:track:5R8dQOPq8haW94K7mgERlO,237200.0,4.0
87,2017-02-06,Lady Gaga,Bad Romance,249579,0.696,0.9209999999999999,0.0,-3.755,1.0,0.0363,0.00314,5.24e-05,0.0842,0.7140000000000001,119.001,spotify:track:0SiywuOBRcynK0uKGWdCnn,294573.0,4.0
107,2017-02-06,Lady Gaga,Perfect Illusion,224680,0.613,0.857,1.0,-5.492000000000001,0.0,0.0366,0.0012,0.0,0.358,0.664,124.98700000000001,spotify:track:56ZrTFkANjeAMiS14njg4E,182000.0,4.0
121,2017-02-06,Lady Gaga,Telephone,209865,0.825,0.8320000000000001,5.0,-5.853,0.0,0.0403,0.00587,0.000789,0.114,0.713,122.021,spotify:track:7rl7ao5pb9BhvAzPdWStxi,220627.0,4.0
137,2017-02-06,Lady Gaga,Just Dance,192517,0.8220000000000001,0.7390000000000001,1.0,-4.541,0.0,0.0311,0.0264,4.28e-05,0.18100000000000002,0.745,118.99,spotify:track:2S4oh0EZ7UM1JedKEg3KpA,241933.0,4.0
149,2017-02-06,Lady Gaga,Born This Way,180380,0.5870000000000001,0.828,11.0,-5.1080000000000005,1.0,0.161,0.0032700000000000003,0.0,0.331,0.494,123.90700000000001,spotify:track:6r2BECwMgEoRb5yLfp0Hca,260253.0,4.0
169,2017-02-06,Lady Gaga,A-YO,161888,0.518,0.7090000000000001,2.0,-5.234,1.0,0.0476,0.075,0.0,0.0935,0.514,127.083,spotify:track:6rkAY9rk1NTFB94QxG3LJR,307347.0,4.0
200,2017-02-07,Little Big Town,Better Man,187389,0.514,0.836,5.0,-3.6630000000000003,1.0,0.0381,0.11199999999999999,0.0,0.0878,0.501,143.888,spotify:track:23TxRN09aR1RB0G0tFoT0b,263120.0,4.0
167,2017-02-09,Journey,Don't Stop Believin',246474,0.491,0.802,4.0,-7.106,1.0,0.0392,0.25,0.0,0.387,0.47200000000000003,119.25,spotify:track:77NNZQSqzLNqh2A9JhLRkg,248907.0,4.0
183,2017-02-09,Oasis,Wonderwall - Remastered,183251,0.37200000000000005,0.865,2.0,-4.918,1.0,0.0381,0.000453,0.0,0.23399999999999999,0.478,174.53,spotify:track:5wj4E6IsrVtn8IBJQOd0Cl,258733.0,4.0
196,2017-02-09,Sam Smith,Stay With Me,325295,0.418,0.42,0.0,-6.444,1.0,0.0414,0.588,6.39e-05,0.11,0.184,84.094,spotify:track:5Nm9ERjJZ5oyfXZTECKmRt,172724.0,4.0
198,2017-02-09,Hozier,Take Me To Church,301564,0.5660000000000001,0.664,4.0,-5.303,0.0,0.0464,0.634,0.0,0.11599999999999999,0.43700000000000006,128.945,spotify:track:1CS7Sd1u5tWkstBhpssyjP,241693.0,4.0
10,2017-02-10,Katy Perry,Chained To The Rhythm,796839,0.446,0.8,0.0,-5.404,1.0,0.174,0.0814,0.0,0.19899999999999998,0.474,189.89,spotify:track:7qvxFz3JodM0A7xEM7k3YD,237733.0,4.0
76,2017-02-10,Desiigner,Outlet,297754,0.65,0.8009999999999999,8.0,-2.178,1.0,0.0694,0.11699999999999999,0.000231,0.34700000000000003,0.35600000000000004,124.12299999999999,spotify:track:6E39QsoWB7JjphPF9xCQSN,268813.0,4.0
147,2017-02-10,Ed Sheeran,Shape of You - Galantis Remix,205048,0.838,0.765,1.0,-2.332,0.0,0.0462,0.0514,0.00021,0.0297,0.905,100.021,spotify:track:5H7CwzYZ60e7w69tX4ivQN,195988.0,4.0
148,2017-02-10,Migos,T-Shirt (Spotify Mix) - Recorded at Spotify Studios NYC,204434,0.8370000000000001,0.551,3.0,-8.027999999999999,0.0,0.0961,0.159,0.0,0.0877,0.35700000000000004,139.083,spotify:track:7yTGNfswQgcfZ0Y1LLI5aA,163904.0,4.0
157,2017-02-10,Axwell /\ Ingrosso,I Love You,193995,0.643,0.868,0.0,-4.03,1.0,0.15,0.3,0.0,0.11900000000000001,0.71,114.895,spotify:track:2GISbjz3wIJX7S4iv1XXAy,190987.0,4.0
182,2017-02-10,Chance the Rapper,Same Drugs,416235,0.461,0.293,6.0,-9.52,1.0,0.0555,0.9470000000000001,9.95e-06,0.0936,0.531,180.297,spotify:track:6m9qPYXmhge2QhBLfFKnVF,257775.0,4.0
148,2017-02-11,Migos,Dab of Ranch - Recorded at Spotify Studios NYC,198419,0.9390000000000001,0.5479999999999999,2.0,-7.16,1.0,0.141,0.0013,0.0,0.111,0.0631,134.004,spotify:track:3lNfezSWDZIdt6XMwyNCJi,187213.0,4.0
183,2017-02-11,MAX,Lights Down Low,265482,0.623,0.493,5.0,-7.727,0.0,0.0338,0.0632,0.0,0.10400000000000001,0.594,81.01899999999999,spotify:track:5A6BJLZArq1MPjsnmcuk5f,223847.0,4.0
193,2017-02-11,Roy Woods,Instinct (feat. MadeinTYO),171173,0.711,0.462,10.0,-7.132000000000001,0.0,0.055,0.47600000000000003,3.86e-05,0.10800000000000001,0.294,84.04,spotify:track:49VzL5oBsUICN7U34T98b9,174311.0,4.0
194,2017-02-12,Thomas Rhett,Die A Happy Man,234692,0.595,0.389,2.0,-9.245,1.0,0.0349,0.418,1.39e-06,0.11599999999999999,0.4,166.05200000000002,spotify:track:5kNe7PE09d6Kvw5pAsx23n,227427.0,4.0
199,2017-02-12,Nick Jonas,"Bom Bidi Bom - From ""Fifty Shades Darker (Original Motion Picture Soundtrack)""",220409,0.7090000000000001,0.49700000000000005,11.0,-7.132000000000001,1.0,0.0397,0.146,0.0,0.131,0.188,86.99700000000001,spotify:track:2TCCnYg9CHhXJPQ2rCm4Co,215589.0,4.0
56,2017-02-13,Chance the Rapper,All We Got (feat. Kanye West & Chicago Children's Choir),331933,0.531,0.544,0.0,-8.615,0.0,0.462,0.308,1.89e-06,0.0835,0.39799999999999996,131.921,spotify:track:3ZLyt2ndLFBh148XRYjYYZ,203794.0,4.0
89,2017-02-13,Chance the Rapper,Angels (feat. Saba),257981,0.7709999999999999,0.647,5.0,-5.127000000000001,0.0,0.376,0.294,0.0,0.37,0.6779999999999999,155.914,spotify:track:0jx8zY5JQsS4YEQcfkoc5C,206240.0,4.0
98,2017-02-13,Chance the Rapper,All Night (feat. Knox Fortune),446555,0.7040000000000001,0.777,2.0,-5.729,1.0,0.195,0.0358,0.0,0.151,0.392,111.921,spotify:track:60xaS8mYBKUW4VQQ666N0T,141542.0,4.0
120,2017-02-13,Chance the Rapper,Smoke Break (feat. Future),218293,0.705,0.45299999999999996,3.0,-8.174,1.0,0.196,0.257,0.0,0.14300000000000002,0.28300000000000003,124.94200000000001,spotify:track:1Uq3IOIy1CUlHUgP6vWpum,226494.0,4.0
125,2017-02-13,Chance the Rapper,Blessings (feat. Jamila Woods),213104,0.7140000000000001,0.34299999999999997,10.0,-7.641,1.0,0.38,0.723,5.48e-06,0.102,0.37200000000000005,72.348,spotify:track:2VQc9orzwE6a5qFfy54P6e,221940.0,4.0
129,2017-02-13,Chance the Rapper,Summer Friends (feat. Jeremih & Francis & The Lights),211105,0.693,0.426,8.0,-12.475999999999999,1.0,0.302,0.675,1.0300000000000001e-05,0.115,0.47700000000000004,144.796,spotify:track:2fl0B0OaXjWbjHCQFx2O8W,290316.0,4.0
170,2017-02-13,Chance the Rapper,Mixtape (feat. Young Thug & Lil Yachty),180347,0.838,0.43,1.0,-5.867999999999999,1.0,0.281,0.0498,1.59e-05,0.0977,0.126,126.98100000000001,spotify:track:0WCbhE2evMrIwRM0DlMy9k,292910.0,4.0
193,2017-02-13,Prince,Purple Rain,174992,0.36700000000000005,0.452,10.0,-10.422,1.0,0.0307,0.0353,0.00228,0.6890000000000001,0.18899999999999997,113.066,spotify:track:54X78diSLoUDI3joC2bjMz,520787.0,4.0
198,2017-02-13,Ariana Grande,Dangerous Woman,157186,0.662,0.602,4.0,-5.369,0.0,0.0401,0.0529,0.0,0.35600000000000004,0.29,133.969,spotify:track:7l94dyN2hX9c6wWcZQuOGJ,235947.0,3.0
61,2017-02-14,Adele,Make You Feel My Love,324576,0.552,0.18,10.0,-10.583,1.0,0.0293,0.894,0.000393,0.105,0.0896,76.995,spotify:track:6P7tTFzn6oNa0GL8w8oazE,212040.0,4.0
116,2017-02-14,Ellie Goulding,"Love Me Like You Do - From ""Fifty Shades Of Grey""",235052,0.262,0.606,8.0,-6.646,1.0,0.0484,0.247,0.0,0.125,0.275,189.857,spotify:track:2l8w0zZVn4AZNuzrht7MRT,252534.0,4.0
117,2017-02-14,John Legend,All of Me,246891,0.42200000000000004,0.264,8.0,-7.064,1.0,0.0322,0.922,0.0,0.132,0.331,119.93,spotify:track:3U4isOIWM3VvDubwSI3y7a,269560.0,4.0
129,2017-02-14,DJ Khaled,Shining (feat. Beyoncé & Jay-Z),360704,0.768,0.807,2.0,-5.507999999999999,0.0,0.106,0.053,2.99e-06,0.214,0.575,112.001,spotify:track:7Fa5UNizycSms5jP3SQD3F,284000.0,4.0
131,2017-02-14,Bon Iver,Skinny Love,217118,0.593,0.263,4.0,-14.029000000000002,0.0,0.0567,0.8440000000000001,5.36e-06,0.127,0.109,76.37899999999999,spotify:track:2cbic3TiUENlJX91y67ARR,238520.0,4.0
135,2017-02-14,Maroon 5,She Will Be Loved - Radio Mix,270336,0.6509999999999999,0.6629999999999999,0.0,-5.569,0.0,0.0281,0.228,0.0,0.0994,0.465,102.0,spotify:track:4llK75pXNWZz6KAho2Gp16,259453.0,4.0
151,2017-02-14,Christina Perri,A Thousand Years,204036,0.42100000000000004,0.40700000000000003,10.0,-7.445,1.0,0.0267,0.309,0.0009609999999999999,0.11,0.161,139.028,spotify:track:6lanRgr6wXibZr8KgzXxBl,285120.0,3.0
155,2017-02-14,TLC,No Scrubs,201499,0.743,0.675,8.0,-4.2669999999999995,0.0,0.0953,0.0251,0.000717,0.0685,0.59,92.90899999999999,spotify:track:1KGi9sZVMeszgZOWivFpxs,214400.0,4.0
156,2017-02-14,Vance Joy,Mess Is Mine,201065,0.595,0.723,7.0,-8.256,1.0,0.0349,0.047,0.0286,0.0995,0.272,108.04299999999999,spotify:track:29jtZGdgpE2lWm2mkIt6HS,223640.0,1.0
168,2017-02-14,Passenger,Let Her Go,197256,0.479,0.545,7.0,-7.346,1.0,0.0688,0.365,0.0,0.0963,0.243,74.89699999999999,spotify:track:0JmiBCpWc1IAc0et7Xm7FL,252733.0,4.0
174,2017-02-14,John Mayer,Your Body Is a Wonderland,196344,0.647,0.7290000000000001,5.0,-6.251,1.0,0.0236,0.0206,0.0489,0.134,0.687,94.01,spotify:track:7vFv0yFGMJW3qVXbAd9BK9,249627.0,4.0
180,2017-02-14,Kanye West,Gold Digger,190740,0.631,0.696,1.0,-5.572,0.0,0.348,0.0192,0.0,0.0554,0.621,92.941,spotify:track:1PS1QMdUqOal0ai3Gt7sDQ,207627.0,4.0
184,2017-02-14,The Goo Goo Dolls,Iris,188495,0.315,0.715,11.0,-8.072000000000001,0.0,0.0362,0.00125,7.97e-06,0.0942,0.49700000000000005,155.925,spotify:track:6Qyc6fS4DsZjB2mRW9DsQs,289533.0,3.0
188,2017-02-14,Ben Howard,Only Love,184687,0.545,0.485,8.0,-9.941,1.0,0.151,0.3,0.00137,0.11900000000000001,0.341,80.40100000000001,spotify:track:2uhEKg8kIzpdvz4gyy6x8W,249173.0,4.0
196,2017-02-14,Jack Johnson,Better Together,176804,0.868,0.34700000000000003,5.0,-9.529,1.0,0.0536,0.308,2e-05,0.11,0.659,110.059,spotify:track:4VywXu6umkIQ2OS0m1I79y,207680.0,4.0
197,2017-02-14,Hailee Steinfeld,Love Myself,176674,0.617,0.759,0.0,-6.785,0.0,0.0677,0.0026,0.0,0.419,0.324,122.925,spotify:track:36phXHOKx8rO7CMp2vNX4x,218773.0,4.0
122,2017-02-15,Maroon 5,Cold,610400,0.693,0.7170000000000001,9.0,-6.346,0.0,0.107,0.14,0.0,0.0464,0.41200000000000003,99.836,spotify:track:7gwLQ4tZ5UdZ7qNcDyJ8wr,234308.0,4.0
198,2017-02-15,Prince,Kiss,166716,0.898,0.271,7.0,-12.238,1.0,0.091,0.0135,0.0013800000000000002,0.0461,0.742,111.485,spotify:track:62LJFaYihsdVrrkgUOJC05,226240.0,4.0
51,2017-02-16,Kygo,It Ain't Me (with Selena Gomez),1171943,0.713,0.6579999999999999,0.0,-5.362,1.0,0.0748,0.0161,0.000138,0.0607,0.539,115.024,spotify:track:2jRGYG8U5bJzWOH6FLuzvO,192000.0,4.0
129,2017-02-16,NAV,Some Way,384746,0.7440000000000001,0.715,0.0,-6.103,1.0,0.35100000000000003,0.10099999999999999,0.0,0.0919,0.34,154.96200000000002,spotify:track:7zxRMhXxJMQCeDDg0rKAVo,179773.0,4.0
12,2017-02-17,Future,Rent Money,807172,0.6940000000000001,0.493,1.0,-8.581,1.0,0.373,0.0331,2.04e-06,0.431,0.313,166.457,spotify:track:5W9QCBJ6Em0XWX333YrNhc,265366.0,4.0
16,2017-02-17,Future,Draco,760843,0.804,0.456,8.0,-7.44,1.0,0.0468,0.000668,0.0,0.31,0.165,130.014,spotify:track:4GkkxswcdEt1tkSyiRzgnC,225135.0,4.0
24,2017-02-17,Future,Mask Off,1772872,0.833,0.434,2.0,-8.795,1.0,0.431,0.0102,0.0219,0.165,0.281,150.062,spotify:track:0VgkVdmE4gld66l8iyGjgx,204600.0,4.0
28,2017-02-17,Future,Good Dope,560101,0.863,0.409,1.0,-8.55,0.0,0.321,0.0887,0.0281,0.359,0.2,130.011,spotify:track:2YXEUNdnNLtFuf5gi3LnWm,172225.0,4.0
29,2017-02-17,Future,Zoom,543615,0.852,0.43799999999999994,9.0,-7.672999999999999,1.0,0.426,0.0145,0.0,0.263,0.627,150.945,spotify:track:2IG6Te7JyvrtqhFeOF7le4,278429.0,4.0
37,2017-02-17,Future,Super Trapper,516342,0.816,0.414,1.0,-7.952999999999999,1.0,0.11900000000000001,0.423,0.0,0.125,0.19699999999999998,150.00799999999998,spotify:track:4XaW4jIud5YxwV4QRJOb40,230129.0,4.0
39,2017-02-17,Ed Sheeran,How Would You Feel (Paean),669978,0.617,0.439,9.0,-5.63,1.0,0.0269,0.424,0.0,0.127,0.242,139.97899999999998,spotify:track:6PJ8FF6UR8FZXfEvpHkIVN,280533.0,4.0
45,2017-02-17,Future,POA,465301,0.818,0.746,11.0,-6.187,0.0,0.177,0.00044100000000000004,2.11e-06,0.17600000000000002,0.609,147.977,spotify:track:52SuMdAYS2jvKQhODi0ARY,248748.0,4.0
50,2017-02-17,Future,High Demand,439844,0.907,0.465,5.0,-7.122999999999999,0.0,0.28800000000000003,0.0175,1.5399999999999998e-05,0.11699999999999999,0.188,141.957,spotify:track:4ibj6HRTdzkfvlDgxSXxCp,211692.0,4.0
