rank,date,artist,title,max_streams,danceability,energy,key,loudness,mode,speechiness,acousticness,instrumentalness,liveness,valence,tempo,uri,duration_ms,time_signature
178,2020-02-13,Powfu,death bed (coffee for your head) (feat. beabadoobee),797933,0.726,0.431,8.0,-8.765,0.0,0.135,0.731,0.0,0.696,0.348,144.026,spotify:track:7eJMfftS33KTjuF7lTsMCx,173333.0,4.0
2,2020-02-14,Billie Eilish,No Time To Die,2227130,0.38,0.21899999999999997,4.0,-13.273,0.0,0.0358,0.917,0.0104,0.0827,0.0517,73.53699999999999,spotify:track:73SpzrcaHk0RQPFP73vqVR,242265.0,4.0
3,2020-02-14,Justin Bieber,Intentions (feat. Quavo),1901883,0.8059999999999999,0.546,9.0,-6.6370000000000005,1.0,0.0575,0.3,0.0,0.102,0.8740000000000001,147.986,spotify:track:4umIPjkehX1r7uhmGvXiSV,212867.0,4.0
5,2020-02-14,Justin Bieber,Forever (feat. Post Malone & Clever),1633316,0.825,0.483,8.0,-5.746,0.0,0.08,0.5379999999999999,1.4800000000000002e-05,0.204,0.892,139.98,spotify:track:2ZlCGeK30BLRNSPC832pNZ,219933.0,4.0
6,2020-02-14,Migos,Give No Fxk,1322389,0.904,0.627,1.0,-5.608,1.0,0.222,0.0303,5.68e-06,0.0923,0.23600000000000002,145.976,spotify:track:6ZelF5APDN5r6XnFqcnvWR,224243.0,4.0
7,2020-02-14,A Boogie Wit da Hoodie,"Numbers (feat. Roddy Ricch, Gunna and London On Da Track)",1208077,0.8190000000000001,0.654,11.0,-6.665,0.0,0.136,0.517,0.0,0.0996,0.455,133.503,spotify:track:733c1CWmIGymoQXdp7Us88,188563.0,4.0
15,2020-02-14,Justin Bieber,All Around Me,990662,0.5660000000000001,0.43799999999999994,0.0,-7.564,0.0,0.0367,0.809,0.0,0.212,0.6920000000000001,117.12700000000001,spotify:track:5Py8zRKGkZvgHniVVtvNCN,136907.0,4.0
19,2020-02-14,Justin Bieber,Habitual,945847,0.764,0.44299999999999995,4.0,-6.625,1.0,0.0439,0.52,1.9600000000000002e-05,0.0749,0.63,138.999,spotify:track:40qyPyljksBEqlNw5sW37T,168200.0,4.0
20,2020-02-14,Justin Bieber,Second Emotion (feat. Travis Scott),931086,0.7959999999999999,0.777,11.0,-6.112,0.0,0.0567,0.0276,2.8699999999999996e-05,0.095,0.96,141.97,spotify:track:1PnAx788sAvcI3ZxTlEyX8,202720.0,4.0
21,2020-02-14,Justin Bieber,Come Around Me,920179,0.648,0.6809999999999999,2.0,-8.389,0.0,0.0378,0.263,0.00783,0.0971,0.767,157.941,spotify:track:2o9LAypwGH4ctV0i9boo6d,200773.0,4.0
25,2020-02-14,Justin Bieber,Running Over (feat. Lil Dicky),839485,0.774,0.603,11.0,-7.319,1.0,0.0591,0.43799999999999994,4.3700000000000005e-05,0.0869,0.977,149.982,spotify:track:75nKBP8jQu681pTNCtrEnn,179627.0,4.0
26,2020-02-14,Tame Impala,Breathe Deeper,808504,0.664,0.848,11.0,-4.51,0.0,0.0322,0.0245,0.000127,0.172,0.502,104.99799999999999,spotify:track:3LbZIhU0smEU5SUnxod4j4,372867.0,4.0
27,2020-02-14,Sam Smith,To Die For,802618,0.483,0.361,0.0,-7.888999999999999,1.0,0.0738,0.8320000000000001,4.66e-06,0.098,0.307,171.649,spotify:track:2ZTYlnhhV1UAReg7wIGolx,193795.0,4.0
30,2020-02-14,A Boogie Wit da Hoodie,Might Not Give Up (feat. Young Thug),791861,0.687,0.5920000000000001,2.0,-6.377999999999999,1.0,0.22399999999999998,0.203,0.0,0.27899999999999997,0.24600000000000002,178.83,spotify:track:4l2rsMfr20dj6nf6i6F3Y8,225266.0,4.0
31,2020-02-14,Justin Bieber,Available,783360,0.7020000000000001,0.608,3.0,-6.843,1.0,0.0359,0.0736,0.0,0.129,0.597,75.012,spotify:track:1b6tPXXCV2fSNtR3SKWUQA,195333.0,4.0
34,2020-02-14,Tame Impala,One More Year,735085,0.602,0.88,1.0,-5.414,1.0,0.0354,0.057,0.46,0.284,0.493,114.009,spotify:track:5ozqshq2dtU7SYCpCBu0NE,324013.0,4.0
38,2020-02-14,Justin Bieber,Take It Out On Me,682028,0.772,0.616,7.0,-4.673,1.0,0.102,0.00337,2.36e-06,0.10400000000000001,0.27899999999999997,129.967,spotify:track:39nTNk5MfyiiRupTwn1iyC,178013.0,4.0
39,2020-02-14,A Boogie Wit da Hoodie,Stain (feat. DaBaby),678435,0.816,0.754,8.0,-3.911,1.0,0.389,0.0117,0.0,0.129,0.604,159.07299999999998,spotify:track:0dIz1I7IwX5ardG47AHxCZ,175128.0,4.0
44,2020-02-14,A Boogie Wit da Hoodie,Thug Love,638905,0.54,0.643,5.0,-4.707,0.0,0.28800000000000003,0.428,0.0,0.174,0.32799999999999996,178.125,spotify:track:4MzhmCOgPB7xb87f1CXjlA,181744.0,4.0
45,2020-02-14,Justin Bieber,Changes,635784,0.485,0.41200000000000003,9.0,-7.766,0.0,0.042,0.738,0.0,0.12,0.612,64.062,spotify:track:521Os1SMlxmsoevsqyjNmJ,135493.0,3.0
47,2020-02-14,Justin Bieber,E.T.A.,630430,0.474,0.838,0.0,-4.103,1.0,0.10400000000000001,0.0255,8.36e-06,0.37799999999999995,0.465,128.136,spotify:track:1r1yu29R4NkPPfeCZR0Ygy,233253.0,4.0
49,2020-02-14,Tame Impala,Instant Destiny,627970,0.381,0.8290000000000001,10.0,-4.564,1.0,0.0598,0.0226,0.00027400000000000005,0.402,0.509,165.935,spotify:track:6WCXBUFa0z3l9DoOY3k5Xe,194707.0,4.0
51,2020-02-14,Bad Bunny,Ignorantes,1136259,0.85,0.536,1.0,-5.1610000000000005,1.0,0.0599,0.267,3.8900000000000004e-05,0.0996,0.505,96.029,spotify:track:38RIEav39FGi86jppxO0du,210607.0,4.0
52,2020-02-14,Justin Bieber,Confirmation,614685,0.43799999999999994,0.315,8.0,-8.186,1.0,0.0375,0.608,0.0,0.151,0.449,190.06400000000002,spotify:track:60brXKLTC15vK0av5gIldm,170587.0,3.0
53,2020-02-14,A Boogie Wit da Hoodie,Me and My Guitar,589849,0.644,0.5870000000000001,7.0,-6.736000000000001,0.0,0.353,0.473,0.0,0.0759,0.68,173.972,spotify:track:6cZH4rX1KTt1aJ3Ql6Ynja,161765.0,4.0
58,2020-02-14,Justin Bieber,That's What Love Is,569448,0.639,0.43700000000000006,9.0,-6.959,1.0,0.0355,0.6920000000000001,0.0,0.12,0.7509999999999999,147.575,spotify:track:2hLu8L8SNfCN4yKyPdX0h3,165120.0,4.0
61,2020-02-14,A Boogie Wit da Hoodie,Luv Is Art (feat. Lil Uzi Vert),547021,0.489,0.5539999999999999,2.0,-8.437000000000001,1.0,0.183,0.212,1.9e-06,0.08800000000000001,0.331,86.584,spotify:track:0LVaWrTztFOuN7g7gcyLs8,161056.0,4.0
63,2020-02-14,Justin Bieber,At Least For Now,540515,0.375,0.304,9.0,-9.897,1.0,0.0325,0.6829999999999999,0.0,0.196,0.295,83.83200000000001,spotify:track:6VLkgf5YmLixsabdqiCVGU,149653.0,3.0
65,2020-02-14,Polo G,Go Stupid,713664,0.92,0.833,1.0,-3.18,1.0,0.253,0.0277,0.0,0.0596,0.645,141.033,spotify:track:74fV8TuLZKVzSIOOGu8wwI,165726.0,4.0
69,2020-02-14,A Boogie Wit da Hoodie,Cinderella Story,518658,0.639,0.5710000000000001,4.0,-7.332000000000001,1.0,0.511,0.272,0.0,0.14400000000000002,0.569,88.04700000000001,spotify:track:18AIesWCXvIbXu8RqQw1E1,185455.0,4.0
77,2020-02-14,Tame Impala,Tomorrow's Dust,494648,0.616,0.804,0.0,-5.568,1.0,0.0427,0.0124,0.0998,0.5529999999999999,0.627,99.00200000000001,spotify:track:666PdikRnUzdvjT9p5wWND,326840.0,4.0
82,2020-02-14,Tame Impala,On Track,456241,0.38799999999999996,0.648,2.0,-5.577999999999999,1.0,0.038,0.11599999999999999,4.19e-06,0.08199999999999999,0.11199999999999999,163.861,spotify:track:0IuE6FnXPCdZ8NLuuvJRhb,301787.0,4.0
84,2020-02-14,A Boogie Wit da Hoodie,Hit 'Em Up (feat. Trap Manny),440949,0.506,0.591,0.0,-8.427999999999999,1.0,0.386,0.258,0.0,0.154,0.752,169.752,spotify:track:7ExiKb3YCTGpaLPtFKzYUk,204420.0,3.0
85,2020-02-14,Tame Impala,Is It True,439888,0.731,0.664,0.0,-5.474,1.0,0.0302,0.00307,0.35,0.133,0.6609999999999999,118.01799999999999,spotify:track:6RZmhpvukfyeSURhf4kZ0d,239267.0,4.0
89,2020-02-14,A Boogie Wit da Hoodie,DTB 4 Life,435275,0.5660000000000001,0.6759999999999999,1.0,-6.05,1.0,0.128,0.00905,0.0,0.0878,0.12300000000000001,84.68299999999999,spotify:track:4CXSzoyTD2MmedFArsSIUp,175107.0,4.0
90,2020-02-14,Justin Bieber,Yummy - Summer Walker Remix,434678,0.655,0.578,9.0,-5.711,0.0,0.0534,0.311,0.0,0.109,0.546,145.869,spotify:track:2FBpJGt00G0h1q0RHuqaGO,209213.0,4.0
100,2020-02-14,A Boogie Wit da Hoodie,Another Day Gone (feat. Khalid),406203,0.643,0.608,5.0,-8.446,0.0,0.152,0.0984,0.000101,0.247,0.564,156.974,spotify:track:63dg6LdBGxa0QA93M2snLA,188026.0,4.0
108,2020-02-14,A Boogie Wit da Hoodie,Blood On My Denim,384394,0.8420000000000001,0.52,7.0,-6.51,1.0,0.122,0.386,0.0,0.115,0.48200000000000004,109.008,spotify:track:0LHWHUcUYhFAUkCt2q4Gad,196619.0,4.0
114,2020-02-14,$uicideBoy$,All Dogs Go To Heaven,379068,0.884,0.903,6.0,-3.6719999999999997,0.0,0.2,0.27399999999999997,0.00037200000000000004,0.302,0.8390000000000001,75.02199999999999,spotify:track:3ljehcUqmUI7BHXpQZnwbh,153652.0,4.0
117,2020-02-14,YG,Konclusions,371532,0.6859999999999999,0.614,4.0,-7.897,0.0,0.36,0.10300000000000001,0.0,0.0888,0.355,90.634,spotify:track:5SON8GFVi5chitOTgM8QIe,171158.0,4.0
118,2020-02-14,A Boogie Wit da Hoodie,Calm Down (Bittersweet) [feat. Summer Walker],371106,0.579,0.612,9.0,-4.685,1.0,0.111,0.221,0.0,0.10800000000000001,0.425,133.366,spotify:track:1U5pPF8f6APVCoc6t2KfIB,183703.0,4.0
121,2020-02-14,Kodak Black,Because Of You,365476,0.474,0.573,1.0,-4.754,0.0,0.225,0.303,0.0,0.193,0.154,85.669,spotify:track:75N0cen8wTAlL5nPFprGoE,147253.0,4.0
133,2020-02-14,Tame Impala,Glimmer,347354,0.6729999999999999,0.627,5.0,-8.469,0.0,0.0377,0.136,0.424,0.366,0.7609999999999999,117.911,spotify:track:1unBUyjeQUDiJ8N89XiDrr,128827.0,4.0
137,2020-02-14,Tame Impala,One More Hour,343385,0.647,0.39799999999999996,4.0,-8.63,1.0,0.0283,0.10800000000000001,0.107,0.14800000000000002,0.32,102.029,spotify:track:0mO6oS60RST2sWmN2FKknP,432560.0,4.0
140,2020-02-14,A Boogie Wit da Hoodie,Good Girls Gone Bad,336823,0.6779999999999999,0.674,11.0,-6.175,1.0,0.0687,0.0849,0.0,0.0915,0.41700000000000004,119.195,spotify:track:76MqbWX5us3UmGJImualTj,105675.0,3.0
154,2020-02-14,YoungBoy Never Broke Again,Knocked Off,547797,0.752,0.653,6.0,-4.607,0.0,0.293,0.0647,0.0,0.125,0.569,165.046,spotify:track:7MYFKS7XpVz1JQDK38pr8N,127983.0,4.0
159,2020-02-14,Alec Benjamin,Oh My God,310726,0.696,0.565,5.0,-7.237,0.0,0.0605,0.652,2.02e-06,0.121,0.599,156.11,spotify:track:2U12JbtnFSYa5Av5wEcEDX,187728.0,4.0
171,2020-02-14,AJR,Bang!,302063,0.74,0.516,1.0,-6.233,0.0,0.0507,0.0183,0.0,0.0558,0.698,139.918,spotify:track:53BHUFdQphHiZUUG3nx9zn,170858.0,4.0
173,2020-02-14,A Boogie Wit da Hoodie,Right Back,300715,0.632,0.6970000000000001,3.0,-4.659,1.0,0.43799999999999994,0.128,0.0,0.156,0.526,83.505,spotify:track:4NY4FeAJyTd0fkkMI0POPn,162279.0,4.0
178,2020-02-14,A Boogie Wit da Hoodie,Big Shit,292734,0.753,0.53,5.0,-4.196000000000001,1.0,0.16,0.353,1.36e-05,0.11199999999999999,0.385,138.977,spotify:track:0dADaRjZfWrrXPAPr7qe75,152156.0,4.0
191,2020-02-14,$uicideBoy$,I Wanna Be Romanticized,285741,0.69,0.389,6.0,-8.96,0.0,0.127,0.0686,0.0,0.0501,0.135,79.003,spotify:track:2FtlcEcozzOwoDalMVXgh3,133747.0,4.0
197,2020-02-14,A Boogie Wit da Hoodie,Streets Don't Love You,280828,0.5489999999999999,0.456,1.0,-10.5,1.0,0.55,0.65,0.0,0.10099999999999999,0.297,117.28399999999999,spotify:track:5IhS1ig4KRhO4TXH3uspCa,201623.0,5.0
118,2020-02-18,Future,"Life Is Good (feat. Drake, DaBaby & Lil Baby) - Remix",580062,0.81,0.5660000000000001,5.0,-8.33,1.0,0.433,0.107,0.0,0.122,0.5820000000000001,142.069,spotify:track:4iiWcajF1fEUpwcUewc464,315346.0,4.0
168,2020-02-18,24kGoldn,CITY OF ANGELS,515829,0.6859999999999999,0.541,0.0,-4.993,0.0,0.0493,0.042,0.0,0.0675,0.7240000000000001,120.084,spotify:track:6ap9lSRJ0iLriGLqoJ44cq,112493.0,4.0
2,2020-02-19,The Weeknd,After Hours,2309285,0.664,0.5720000000000001,5.0,-6.099,0.0,0.0305,0.0811,0.00604,0.121,0.14300000000000002,108.959,spotify:track:2p8IUWQDrpjuFltbdgLOag,361027.0,4.0
28,2020-02-19,Pop Smoke,Dior,622511,0.5479999999999999,0.805,7.0,-5.732,1.0,0.35100000000000003,0.212,0.000389,0.408,0.648,142.094,spotify:track:79s5XnCN4TJKTVMSmOx8Ep,216387.0,4.0
83,2020-02-19,Pop Smoke,Welcome To The Party,359940,0.637,0.723,2.0,-5.547000000000001,1.0,0.091,0.0134,7.87e-05,0.196,0.228,143.013,spotify:track:0fIffclhgJC5h8AdMMVvkp,214960.0,4.0
134,2020-02-19,Pop Smoke,War (feat. Lil Tjay) - Bonus,290417,0.6409999999999999,0.76,6.0,-4.442,0.0,0.179,0.195,0.0,0.0768,0.59,141.82,spotify:track:2hYN1IVp5LGIsi5MpzcjVz,221827.0,4.0
193,2020-02-19,Pop Smoke,Christopher Walking,247997,0.773,0.7440000000000001,6.0,-5.1080000000000005,0.0,0.244,0.0114,0.0,0.066,0.764,141.004,spotify:track:2IT0T0EqPaUxasjl2o8J2G,190680.0,4.0
111,2020-02-20,Pop Smoke,Dior (with Gunna) - Remix,304022,0.73,0.816,7.0,-5.402,1.0,0.304,0.177,1.23e-05,0.415,0.8029999999999999,142.054,spotify:track:5R9k9x85lAYbamdUoKAJvj,230387.0,4.0
169,2020-02-20,Brent Faiyaz,Trust,375405,0.764,0.396,8.0,-8.566,1.0,0.159,0.22699999999999998,7.54e-05,0.12,0.475,92.006,spotify:track:0oufSLnKQDoBFX5mgkDCgR,158421.0,4.0
172,2020-02-20,Ashe,Moral of the Story,701392,0.5720000000000001,0.406,10.0,-8.624,1.0,0.0427,0.5870000000000001,4.48e-06,0.102,0.265,119.81200000000001,spotify:track:2nC3QhMI9reBIOWutbU3Tj,201084.0,4.0
195,2020-02-20,Pop Smoke,Invincible,236339,0.5479999999999999,0.732,11.0,-5.652,0.0,0.336,0.125,0.0,0.26899999999999996,0.612,142.791,spotify:track:792HwhrdO3ErRKL5yRe4Ge,127547.0,4.0
21,2020-02-21,BTS,ON (Feat. Sia),754372,0.591,0.848,9.0,-4.397,0.0,0.0828,0.13699999999999998,0.0,0.37200000000000005,0.386,105.92200000000001,spotify:track:3IB5qOeMayvpOdHxYCL5tZ,246816.0,4.0
26,2020-02-21,Selena Gomez,Feel Me,709616,0.71,0.8079999999999999,2.0,-6.702999999999999,0.0,0.0433,0.44,0.000773,0.0734,0.392,99.98899999999999,spotify:track:6XXYdF6pJR1K3wKvuxmu7n,226003.0,4.0
27,2020-02-21,BTS,ON,654623,0.583,0.8170000000000001,9.0,-5.146,0.0,0.0987,0.11800000000000001,0.0,0.33799999999999997,0.43799999999999994,105.936,spotify:track:2QyuXBcV1LJ2rq01KhreMF,246381.0,4.0
30,2020-02-21,YoungBoy Never Broke Again,Red Eye,630448,0.485,0.8140000000000001,9.0,-3.907,1.0,0.138,0.217,0.0,0.11199999999999999,0.327,159.894,spotify:track:3qHgGyJY4GpXNOK4WL4NSo,156077.0,4.0
38,2020-02-21,BTS,Filter,587178,0.7809999999999999,0.762,10.0,-5.188,0.0,0.0626,0.0222,0.0,0.121,0.86,110.042,spotify:track:0ono6UCNVZ1XqOm6j78Blu,180221.0,4.0
40,2020-02-21,BTS,UGH!,577706,0.72,0.8240000000000001,10.0,-5.086,0.0,0.128,0.0394,0.0,0.0509,0.33299999999999996,165.998,spotify:track:1aKuG1GG76xPLUkjBbQo3W,225012.0,4.0
42,2020-02-21,BTS,Louder than bombs,570749,0.643,0.667,0.0,-6.992999999999999,0.0,0.152,0.0433,0.0,0.0904,0.485,145.999,spotify:track:3op7HNwLli54MBjFGzIlZO,217404.0,4.0
45,2020-02-21,Trippie Redd,The Way,554145,0.789,0.564,1.0,-9.513,0.0,0.166,0.17,1.0300000000000001e-05,0.138,0.52,145.97,spotify:track:54JD6jMGpa3tLAgkSYdLwf,243287.0,4.0
46,2020-02-21,BTS,My Time,554104,0.674,0.64,0.0,-5.138999999999999,0.0,0.0339,0.151,0.0,0.0925,0.664,99.90799999999999,spotify:track:4vTgx6h4seHvkuFh84JXYP,234458.0,4.0
51,2020-02-21,BTS,00:00 (Zero O’Clock),518265,0.5660000000000001,0.5479999999999999,1.0,-6.456,1.0,0.0579,0.0802,0.0,0.11,0.196,157.999,spotify:track:4AlihYDqxXshKhvh5tnMfP,250296.0,4.0
62,2020-02-21,BTS,Inner Child,474343,0.589,0.696,11.0,-7.981,1.0,0.0725,0.017,0.0,0.0808,0.332,134.953,spotify:track:4BKOjYosPhw334moS3wlbO,233266.0,4.0
63,2020-02-21,BTS,Friends,470241,0.55,0.747,1.0,-5.211,1.0,0.0407,0.0668,0.0,0.0536,0.648,79.98,spotify:track:7w05lsU2VLSeiT8Nukrv5M,199339.0,4.0
67,2020-02-21,BTS,We are Bulletproof : the Eternal,451405,0.526,0.575,9.0,-5.215,0.0,0.0309,0.225,0.0,0.10800000000000001,0.19,84.04700000000001,spotify:track:44WLOqH7QayQOQdeUHeKUK,261543.0,4.0
69,2020-02-21,YoungBoy Never Broke Again,Fine By Time,442595,0.506,0.787,8.0,-6.6339999999999995,1.0,0.161,0.254,0.0,0.11199999999999999,0.33299999999999996,99.956,spotify:track:0KVEBQA98JvkmB5ZydQ13k,175339.0,4.0
73,2020-02-21,YoungBoy Never Broke Again,Lil Top,434744,0.708,0.654,5.0,-6.76,0.0,0.369,0.0556,0.0,0.20800000000000002,0.6970000000000001,168.032,spotify:track:1aMokXl3uKDvCh4BBcjFOA,185746.0,4.0
74,2020-02-21,BTS,Moon,434046,0.703,0.6459999999999999,6.0,-6.6579999999999995,1.0,0.0596,0.0104,0.0,0.191,0.64,141.87,spotify:track:1xfXXujIlLZAx5wpu46Nyk,208590.0,4.0
75,2020-02-21,Lauv,Modern Loneliness,430775,0.7020000000000001,0.508,8.0,-7.105,1.0,0.035,0.14400000000000002,0.0,0.10800000000000001,0.14300000000000002,82.008,spotify:track:1eyek0KJEh2v5HQ9uQSybb,252337.0,4.0
77,2020-02-21,YoungBoy Never Broke Again,RIP Lil Phat,422502,0.652,0.7979999999999999,6.0,-5.347,0.0,0.33299999999999996,0.157,0.0,0.11800000000000001,0.608,169.857,spotify:track:5YEAvnL3klXUE7etBXvMlp,146802.0,4.0
78,2020-02-21,Ozzy Osbourne,It's A Raid (feat. Post Malone),421288,0.47200000000000003,0.996,1.0,-0.578,1.0,0.16,0.00687,0.0,0.392,0.114,117.00399999999999,spotify:track:25Rdrp7aqTB3x3coVETp0N,260017.0,4.0
81,2020-02-21,BTS,Respect,408768,0.6609999999999999,0.84,0.0,-4.805,1.0,0.11599999999999999,0.00485,0.0,0.287,0.524,91.45700000000001,spotify:track:37TSJmYKLxXmx8OehFpqMN,237540.0,4.0
82,2020-02-21,BTS,Interlude : Shadow,404704,0.385,0.7979999999999999,9.0,-6.439,0.0,0.483,0.115,0.0,0.18100000000000002,0.141,149.756,spotify:track:2Nib4r0saYQf2pUV4RFDhl,259821.0,4.0
84,2020-02-21,5 Seconds of Summer,Old Me,397142,0.721,0.62,0.0,-3.639,1.0,0.0483,0.313,0.0,0.26,0.473,127.979,spotify:track:4POHzEwNTCYaIvqCUp3NnO,186786.0,4.0
100,2020-02-21,BTS,Outro : Ego,363778,0.8079999999999999,0.903,0.0,-3.1060000000000003,1.0,0.0958,0.0121,0.000233,0.0993,0.473,116.988,spotify:track:3r9FFjLrAIQjoR8pSHVPC9,196199.0,4.0
128,2020-02-21,YoungBoy Never Broke Again,Suited Panamera (feat. Quando Rondo),315411,0.6,0.654,2.0,-4.8,0.0,0.222,0.488,0.0,0.132,0.419,157.8,spotify:track:37LWyqxXEUrjMxrhPlAiNF,141270.0,4.0
130,2020-02-21,YoungBoy Never Broke Again,Bat Man,314714,0.782,0.67,1.0,-4.332,0.0,0.358,0.11800000000000001,0.0,0.0956,0.745,172.00599999999997,spotify:track:6fEdWrEYspdneQMNIT33I4,178655.0,4.0
134,2020-02-21,YoungBoy Never Broke Again,Long RD,310377,0.768,0.565,4.0,-7.202999999999999,0.0,0.0525,0.14300000000000002,0.0,0.27699999999999997,0.307,129.866,spotify:track:4RhRDVXc3xFojyyjyh1jmN,175527.0,4.0
139,2020-02-21,YoungBoy Never Broke Again,Bad Bad,309270,0.682,0.809,3.0,-4.331,0.0,0.37799999999999995,0.491,0.0,0.217,0.812,180.088,spotify:track:2OUY5NdALupSoIQN9ZBH1a,138683.0,4.0
144,2020-02-21,KYLE,YES! (feat. Rich The Kid & K CAMP),302740,0.758,0.6659999999999999,8.0,-8.086,1.0,0.14,0.0318,0.00405,0.33,0.6990000000000001,162.083,spotify:track:2tDrlnQWiCDis4H8RT0W2h,195397.0,4.0
146,2020-02-21,YoungBoy Never Broke Again,How You Want It,301003,0.537,0.6509999999999999,2.0,-6.49,1.0,0.249,0.0366,0.0,0.259,0.28800000000000003,150.27700000000002,spotify:track:3ug164pc9RGmq4TM6x61vJ,150980.0,4.0
157,2020-02-21,The 1975,The Birthday Party,291268,0.639,0.46799999999999997,2.0,-9.736,1.0,0.0317,0.075,0.374,0.16899999999999998,0.521,134.077,spotify:track:3qZwJ1SiY32JW70JqgiFbY,277897.0,4.0
178,2020-02-21,YoungBoy Never Broke Again,Okay,274377,0.684,0.64,2.0,-5.035,1.0,0.336,0.34299999999999997,0.0,0.24,0.47,159.874,spotify:track:7HjRPlzOwN72D8gjn9zURA,169930.0,4.0
193,2020-02-21,YoungBoy Never Broke Again,Call Me Late,264039,0.736,0.594,10.0,-6.459,0.0,0.38,0.336,0.0,0.061,0.905,163.94799999999998,spotify:track:1m5ThpiPCchWtaBIAnNfz8,213626.0,4.0
168,2020-02-22,DaBaby,SHUT UP,259262,0.871,0.555,1.0,-5.968,1.0,0.248,0.203,0.0,0.11800000000000001,0.248,129.97299999999998,spotify:track:3ekxXNSH4mgUnMprSnopls,170192.0,4.0
190,2020-02-24,SAINt JHN,Roses - Imanbek Remix,973448,0.784,0.721,8.0,-5.457000000000001,1.0,0.0506,0.0149,0.00424,0.285,0.895,121.96600000000001,spotify:track:7fPuWrlpwDcHm5aHCH5D9t,176219.0,4.0
133,2020-02-27,SZA,The Other Side (from Trolls World Tour),686442,0.7609999999999999,0.607,7.0,-6.274,1.0,0.0964,0.00277,0.0,0.132,0.71,105.979,spotify:track:463PQggkmk5tTw8ug0ahOX,188187.0,4.0
188,2020-02-27,Doja Cat,Like That (feat. Gucci Mane),355007,0.879,0.499,4.0,-6.027,0.0,0.18,0.24,0.0,0.0967,0.405,106.04299999999999,spotify:track:4EivmOT13NMpNSfTKn9p4s,163173.0,4.0
2,2020-02-28,Lady Gaga,Stupid Love,1526702,0.6759999999999999,0.815,8.0,-4.294,1.0,0.0625,0.00146,0.00041,0.275,0.7959999999999999,117.973,spotify:track:2kJu14V7hbZw3I4K8L8SXb,193531.0,4.0
3,2020-02-28,Lil Baby,Heatin Up (feat. Gunna),1383309,0.7879999999999999,0.436,1.0,-9.435,1.0,0.364,0.0611,0.0,0.0979,0.341,129.847,spotify:track:7KSSdFCBHCfq4KPzz78ghk,177314.0,4.0
9,2020-02-28,Lil Baby,Live Off My Closet (feat. Future),1141329,0.807,0.6779999999999999,6.0,-3.2430000000000003,0.0,0.177,0.0345,0.0,0.0986,0.21,147.004,spotify:track:5Tv1W0NlpAngqoMvBHxBQv,173061.0,4.0
10,2020-02-28,Lil Baby,Commercial (feat. Lil Uzi Vert),1071603,0.892,0.486,11.0,-8.637,0.0,0.384,0.048,0.0,0.146,0.535,120.99799999999999,spotify:track:3tDqEKKUs6gf8zMvSuLyLA,214215.0,4.0
22,2020-02-28,Lil Baby,Get Ugly,824957,0.68,0.414,1.0,-6.944,0.0,0.223,0.177,0.0,0.17800000000000002,0.0734,148.029,spotify:track:5XJciZ5Bj0IjPrcnNU7gvB,155832.0,4.0
31,2020-02-28,Lil Baby,How,698505,0.5820000000000001,0.48700000000000004,2.0,-8.208,1.0,0.455,0.00168,0.0,0.0941,0.308,80.325,spotify:track:5CLMG0eAitcBauIR8zPukZ,182000.0,4.0
34,2020-02-28,Lil Baby,Grace (feat. 42 Dugg),663827,0.8240000000000001,0.513,10.0,-6.263,0.0,0.36,0.384,0.0,0.109,0.179,123.02600000000001,spotify:track:0ofKF8HdQu845qKzRRCjtt,203438.0,4.0
35,2020-02-28,Lil Baby,Emotionally Scarred,652889,0.585,0.6409999999999999,6.0,-4.269,0.0,0.133,0.0286,0.0,0.316,0.266,88.28399999999999,spotify:track:7ge7BHazYbVKi8qyZUX1Bm,197530.0,4.0
38,2020-02-28,Lil Baby,Forever (feat. Lil Wayne),641534,0.619,0.6679999999999999,4.0,-2.115,0.0,0.271,0.0799,0.0,0.122,0.147,76.514,spotify:track:12uiXnxlyFhqGIeosijiAS,201616.0,4.0
48,2020-02-28,Lil Baby,Same Thing,578621,0.902,0.85,7.0,-6.39,1.0,0.358,0.0389,0.0,0.0838,0.556,120.13,spotify:track:16g0MvK60Z79npuD4wvh4E,162791.0,5.0
49,2020-02-28,Lil Baby,No Sucker (feat. Moneybagg Yo),577277,0.9,0.846,0.0,-4.8839999999999995,1.0,0.22399999999999998,0.025,0.0,0.204,0.85,129.966,spotify:track:4m5I2K5aWgqdFQx2KHe6AZ,188607.0,4.0
51,2020-02-28,G Herbo,PTSD,630282,0.883,0.8079999999999999,1.0,-3.158,0.0,0.183,0.0317,0.0,0.207,0.805,119.012,spotify:track:3jT2LKH0RSbQ8jIUNFzXm5,232065.0,4.0
53,2020-02-28,Lil Baby,We Should (feat. Young Thug),541151,0.562,0.604,9.0,-7.497999999999999,0.0,0.19699999999999998,0.326,0.0,0.41600000000000004,0.562,83.35600000000001,spotify:track:6GKSo8Uz4wMa0Qn2LatloZ,176540.0,4.0
62,2020-02-28,Lil Baby,Can't Explain,476680,0.642,0.37200000000000005,10.0,-10.201,1.0,0.5820000000000001,0.0365,0.0,0.149,0.11900000000000001,160.006,spotify:track:5VTknsqk1zKL6I9PDZchRy,181341.0,4.0
