artist,days,median danceability,median energy,median loudness,median speechiness,median acousticness,median liveness,median valence,median tempo,pc1,pc2,cluster
Guns N' Roses,1.0,0.446,0.9520000000000001,-5.321000000000001,0.0523,0.0901,0.11199999999999999,0.624,125.303,0.4664558176606977,-1.2668229990365876,2
Aaron Carter,64.0,0.737,0.731,-6.787000000000001,0.0358,0.12,0.0731,0.435,111.955,-0.5774719951999666,-1.1864117676489732,5
Tee Grizzley,683.0,0.851,0.7040000000000001,-6.382999999999999,0.233,0.237,0.149,0.56,99.061,0.20460603356254445,-0.4221858945829921,5
Ayo & Teo,268.0,0.804,0.8859999999999999,-2.512,0.04,0.0837,0.266,0.789,144.946,2.533083250359957,-0.7041626344845849,4
Lady Gaga,657.0,0.6759999999999999,0.7390000000000001,-5.1080000000000005,0.0409,0.075,0.133,0.516,119.001,0.37209705053959574,-1.010811974954079,2
A$AP Rocky,486.0,0.655,0.632,-7.676,0.23800000000000002,0.299,0.138,0.355,135.391,-0.42947854653967615,0.09144096977630539,5
Little Big Town,6.0,0.514,0.836,-3.6630000000000003,0.0381,0.11199999999999999,0.0878,0.501,143.888,0.26235513216700457,-1.665167752316546,2
Journey,56.0,0.491,0.802,-7.106,0.0392,0.25,0.387,0.47200000000000003,119.25,2.261029974692664,2.034301245904716,7
Oasis,2.0,0.37200000000000005,0.865,-4.918,0.0381,0.000453,0.23399999999999999,0.478,174.53,1.6577382184630722,-0.22699487631233056,4
Sam Smith,1113.0,0.5505,0.39049999999999996,-8.1735,0.04325,0.602,0.1205,0.3325,106.94650000000001,-1.7671696856542376,0.960360889169471,1
Hozier,55.0,0.511,0.5745,-5.553,0.0416,0.14650000000000002,0.113,0.48350000000000004,114.16749999999999,-0.3802050536195402,-0.5898641802587901,5
Katy Perry,345.0,0.746,0.7725,-5.5945,0.0615,0.1345,0.11549999999999999,0.5675,122.013,0.16925780767859647,-1.1086108714312732,2
Axwell /\ Ingrosso,140.0,0.6445,0.8045,-4.5015,0.092,0.16375,0.2155,0.6405000000000001,118.986,1.3267571919487187,-0.31822740978292136,4
MAX,194.0,0.687,0.792,-5.622000000000001,0.0929,0.0632,0.10400000000000001,0.7709999999999999,145.034,0.30744513642894533,-1.3610295423778245,2
Roy Woods,6.0,0.711,0.462,-7.132000000000001,0.055,0.47600000000000003,0.10800000000000001,0.294,84.04,-1.3910625897482123,0.24386228052479997,1
Thomas Rhett,875.0,0.6025,0.6855,-5.7829999999999995,0.032,0.028749999999999998,0.14950000000000002,0.6245,112.00800000000001,0.3862745759726438,-0.6715413320167121,2
Nick Jonas,15.0,0.664,0.6385000000000001,-5.348,0.11635000000000001,0.0732,0.08715,0.42099999999999993,108.4225,-0.30066253949904764,-1.1779351884232845,2
Prince,4.0,0.6325000000000001,0.36150000000000004,-11.33,0.06085,0.024399999999999998,0.36755000000000004,0.46549999999999997,112.2755,0.9679880893729937,2.835936595597572,6
Ellie Goulding,580.0,0.6154999999999999,0.7505,-5.6739999999999995,0.056400000000000006,0.181,0.17350000000000002,0.513,127.01499999999999,0.5374590323511206,-0.3395341435186505,4
Bon Iver,8.0,0.45299999999999996,0.36200000000000004,-11.154000000000002,0.0441,0.8440000000000001,0.127,0.18100000000000002,125.068,-2.6536729447304834,2.095509439602927,3
Christina Perri,1.0,0.42100000000000004,0.40700000000000003,-7.445,0.0267,0.309,0.11,0.161,139.028,-1.3855522009620191,0.3454871522090708,1
TLC,1.0,0.743,0.675,-4.2669999999999995,0.0953,0.0251,0.0685,0.59,92.90899999999999,-0.10815285844097258,-1.7666466248915045,2
Vance Joy,7.0,0.6375,0.7050000000000001,-6.3065,0.035,0.4155,0.12525,0.4865,109.11,-0.48842790530161084,-0.21728889017666642,5
Passenger,2.0,0.479,0.545,-7.346,0.0688,0.365,0.0963,0.243,74.89699999999999,-1.3543142427516193,0.12178610926652285,1
The Goo Goo Dolls,1.0,0.315,0.715,-8.072000000000001,0.0362,0.00125,0.0942,0.49700000000000005,155.925,-0.5192040612393177,-0.6032264598876028,5
Ben Howard,1.0,0.545,0.485,-9.941,0.151,0.3,0.11900000000000001,0.341,80.40100000000001,-1.4457141865033059,0.7334830626026317,1
Jack Johnson,1.0,0.868,0.34700000000000003,-9.529,0.0536,0.308,0.11,0.659,110.059,-1.4751576050872848,0.36829480873832104,1
Kygo,915.0,0.685,0.66,-6.519,0.0748,0.193,0.11,0.434,114.01100000000001,-0.40465216616257665,-0.6309804208872157,5
NAV,1291.0,0.7735000000000001,0.5794999999999999,-6.9125,0.197,0.1895,0.1125,0.307,142.00900000000001,-0.47621163830103785,-0.49639002853365627,5
Linkin Park,125.0,0.5675,0.8635,-4.913,0.053700000000000005,0.01435,0.14250000000000002,0.449,110.0065,0.7270176059665743,-1.1106156554181197,2
Lana Del Rey,223.0,0.4525,0.41100000000000003,-9.625,0.0402,0.614,0.11299999999999999,0.1935,115.416,-2.13974476648059,1.2589740825827431,1
Dua Lipa,1013.0,0.6864999999999999,0.7150000000000001,-4.585,0.0759,0.0364,0.14450000000000002,0.6355,114.0025,0.6455825651705641,-1.0487934660527412,2
Zedd,1090.0,0.693,0.657,-5.025,0.047,0.271,0.11199999999999999,0.54,102.05,-0.24966523633460175,-0.7841782969463078,5
Jason Derulo,369.0,0.696,0.7090000000000001,-4.547,0.109,0.075,0.09699999999999999,0.62,98.064,0.12143859035457279,-1.3941245369015174,2
Brett Young,333.0,0.603,0.536,-7.297000000000001,0.0297,0.396,0.0999,0.406,76.025,-1.2770661287434244,0.052591712644212356,1
Lorde,306.0,0.594,0.43700000000000006,-9.977,0.0764,0.21899999999999997,0.107,0.253,106.99600000000001,-1.5574123631914674,0.49292855822223997,1
YFN Lucci,246.0,0.752,0.6495,-4.696,0.0847,0.129,0.12390000000000001,0.598,155.95100000000002,0.2677110785383073,-1.0877070504868183,2
Gryffin,51.0,0.5665,0.7775000000000001,-4.1995000000000005,0.0469,0.1185,0.1825,0.4825,130.548,0.967958602397597,-0.6302962546033676,4
Mike WiLL Made-It,163.0,0.741,0.635,-5.132999999999999,0.165,0.172,0.177,0.292,141.982,0.5182352444685977,-0.32910649051927754,4
JP Cooper,82.0,0.614,0.615,-6.7,0.0444,0.054000000000000006,0.0921,0.374,95.941,-0.5942422421471866,-0.8130183529200836,5
Luke Combs,1833.0,0.5379999999999999,0.813,-5.372000000000001,0.0416,0.0397,0.226,0.623,129.999,1.4126709281915832,-0.18950196296317828,4
The Notorious B.I.G.,4.0,0.889,0.6970000000000001,-4.67,0.27399999999999997,0.43200000000000005,0.204,0.758,93.941,0.8368491004629143,0.011539638435258048,4
A$AP Ferg,471.0,0.7785,0.8035,-4.814,0.2705,0.032799999999999996,0.2165,0.40549999999999997,166.0365,1.6203348116964793,-0.5673605569476174,4
Brett Eldredge,70.0,0.568,0.5720000000000001,-7.63,0.0366,0.621,0.13699999999999998,0.33399999999999996,88.865,-1.2454983199094065,0.7800555910400666,1
Mustard,879.0,0.8425,0.552,-6.4595,0.10025,0.1815,0.10255,0.278,100.495,-0.6508917577095755,-0.6593176681404371,5
Stargate,1.0,0.37200000000000005,0.919,-1.68,0.3,0.0987,0.23399999999999999,0.419,182.785,2.2977510195654567,-0.715854414328059,4
Frank Ocean,169.0,0.6635,0.39149999999999996,-10.663499999999999,0.11725,0.807,0.1075,0.25,119.4655,-2.5038946957853336,1.5400198705158488,1
Jax Jones,67.0,0.763,0.7290000000000001,-5.5520000000000005,0.166,0.10300000000000001,0.129,0.71,123.985,0.40631863602902163,-1.0052131568364167,2
Weezer,3.0,0.53,0.784,-3.8569999999999998,0.0438,0.02,0.106,0.74,167.96400000000003,0.5899173052590112,-1.6258734911511876,2
Dropkick Murphys,3.0,0.452,0.9279999999999999,-3.133,0.079,0.0007059999999999999,0.226,0.6,129.188,2.0169125368166294,-0.7510312048112067,4
mansionz,1.0,0.868,0.39899999999999997,-5.245,0.1,0.0616,0.124,0.635,96.00399999999999,-0.206233758095895,-0.742313059042924,5
Chuck Berry,96.0,0.6074999999999999,0.7589999999999999,-9.869,0.08275,0.7765,0.19235,0.9630000000000001,160.0575,-0.5372896364861245,1.4216114721720288,1
Gorillaz,73.0,0.64,0.792,-5.893,0.0791,0.0409,0.21100000000000002,0.5670000000000001,120.12200000000001,1.1705798332587738,-0.25569384639778947,4
blackbear,819.0,0.7455,0.623,-6.369,0.0567,0.07425,0.1255,0.5355,113.497,-0.07619529679669772,-0.7277265550438872,5
Trey Songz,50.0,0.6579999999999999,0.539,-6.138,0.0809,0.18555,0.17895,0.247,135.678,0.06455961730113964,0.11898634517647357,5
Logic,1873.0,0.7444999999999999,0.7905,-5.795999999999999,0.136,0.11299999999999999,0.121,0.5694999999999999,130.0095,0.3131056206471312,-1.0771861145197805,2
Cheat Codes,286.0,0.5670000000000001,0.644,-5.699,0.0575,0.0454,0.105,0.29600000000000004,140.03799999999998,-0.21197816341384315,-0.9461275862794672,5
Little Mix,114.0,0.6805,0.786,-3.772,0.0793,0.1045,0.24189999999999998,0.6755,88.41149999999999,1.7191955704854622,-0.2786204713551553,4
WizKid,4.0,0.825,0.45299999999999996,-7.428999999999999,0.22699999999999998,0.127,0.0838,0.496,99.97399999999999,-0.9296778282704222,-0.5868242169161689,5
alt-J,1.0,0.495,0.745,-5.475,0.035,0.142,0.19399999999999998,0.589,143.398,0.8072696311093684,-0.17610898647586834,4
Maggie Lindemann,142.0,0.703,0.868,-4.6610000000000005,0.0291,0.15,0.10400000000000001,0.733,121.03,0.38873538498784294,-1.5025339230558392,2
Josh Turner,56.0,0.502,0.792,-5.473,0.0335,0.304,0.14300000000000002,0.44,155.90200000000002,0.1353324214516895,-0.4522539391689406,5
Jason Aldean,252.0,0.536,0.698,-4.817,0.0306,0.294,0.11,0.499,132.025,-0.23509058587312318,-0.7614774196328994,5
Harry Styles,946.0,0.5509999999999999,0.608,-6.515000000000001,0.0327,0.186,0.12,0.397,112.02350000000001,-0.49239048670463625,-0.3503685344467632,5
French Montana,794.0,0.726,0.769,-4.69,0.127,0.0235,0.126,0.524,111.96700000000001,0.5663537304037733,-1.2986138646302066,2
Lord Huron,183.0,0.3985,0.6459999999999999,-6.9435,0.0934,0.677,0.37299999999999994,0.157,120.001,1.1355605455704578,2.9279441699611137,6
Playboi Carti,942.0,0.748,0.655,-6.1225000000000005,0.189,0.0309,0.164,0.44499999999999995,142.527,0.5496742073369272,-0.5420883363545796,2
Luis Fonsi,452.0,0.6930000000000001,0.854,-3.997,0.10435,0.1328,0.11684999999999998,0.7455,137.037,0.6945198205143065,-1.5203212323590423,2
Paramore,36.0,0.7340000000000001,0.8140000000000001,-5.632000000000001,0.0349,0.00647,0.0529,0.904,114.99700000000001,-0.07884395544274397,-1.9796229649117945,2
Brantley Gilbert,8.0,0.511,0.812,-4.763,0.0464,0.0496,0.0829,0.6920000000000001,81.992,0.059506270611300593,-1.50415181384965,2
Fall Out Boy,61.0,0.534,0.875,-4.522,0.05865,0.005025,0.1545,0.604,148.97699999999998,1.0577450692293053,-1.162906662272903,2
ODESZA,5.0,0.49700000000000005,0.733,-6.029,0.0745,0.0334,0.193,0.183,139.961,0.6940900968333493,-0.14411535181674476,4
Phoenix,1.0,0.528,0.904,-7.273,0.0446,0.0333,0.111,0.6859999999999999,97.961,0.14172446098517819,-0.973100420941586,2
OneRepublic,342.0,0.6395,0.6635,-5.866,0.0583,0.159,0.136,0.5525,118.243,0.031982135051791365,-0.5669035100742464,5
SZA,815.0,0.684,0.594,-6.274,0.0747,0.24100000000000002,0.147,0.406,119.235,-0.19956812228794255,-0.1706545633484645,5
Nicky Jam,258.0,0.6679999999999999,0.7225,-5.1274999999999995,0.056049999999999996,0.14855000000000002,0.11065,0.735,179.939,0.2179576666459005,-1.1932380506058033,2
Maluma,261.0,0.7575000000000001,0.745,-5.372,0.262,0.2345,0.215,0.732,110.921,1.1507923839334848,-0.036863431152359835,4
Starley,1.0,0.67,0.838,-4.031000000000001,0.0362,0.0604,0.159,0.7170000000000001,104.99799999999999,1.049735544945986,-1.1594757629350074,2
HAIM,6.0,0.6559999999999999,0.708,-7.885,0.0582,0.14300000000000002,0.16899999999999998,0.504,112.04700000000001,0.1010579283097808,0.027869530255710383,5
Chris Stapleton,16.0,0.634,0.31425,-10.925,0.034,0.49400000000000005,0.08275,0.408,103.8935,-2.5078605258779736,0.9923557965751233,1
Electric Light Orchestra,4.0,0.38799999999999996,0.33799999999999997,-10.054,0.0328,0.652,0.248,0.47700000000000004,177.78400000000002,-0.9084498550931343,2.6442798573335713,6
Fleetwood Mac,1.0,0.545,0.67,-8.81,0.0496,0.009000000000000001,0.0451,0.48100000000000004,151.553,-1.1139164171143283,-1.0308693115127843,5
Miley Cyrus,293.0,0.5874999999999999,0.637,-5.9735,0.042300000000000004,0.06965,0.14350000000000002,0.38949999999999996,114.54899999999999,0.06083181293823955,-0.49788283126548116,5
Rich Brian,21.0,0.8275,0.665,-6.948,0.18,0.245,0.10189999999999999,0.6065,140.0565,-0.3773355844152343,-0.7319816750728629,5
Selena Gomez,1047.0,0.7240000000000001,0.558,-7.126,0.06265000000000001,0.16049999999999998,0.11549999999999999,0.4915,111.46849999999999,-0.5613176553615605,-0.4127098790341386,5
Soundgarden,10.0,0.457,0.828,-6.051,0.0394,0.000173,0.125,0.514,101.87899999999999,0.2879967975909414,-0.9259691760558794,2
Audioslave,5.0,0.452,0.8540000000000001,-4.867,0.0483,0.000519,0.0997,0.433,89.4,0.23320817134510055,-1.3770967215247185,2
Chris Cornell,1.0,0.42700000000000005,0.62,-7.768,0.0332,0.276,0.125,0.32799999999999996,145.658,-0.7759949204286416,0.13253169043321966,5
Temple Of The Dog,1.0,0.373,0.5670000000000001,-10.835,0.032,0.0236,0.0916,0.298,137.789,-1.3825569724128377,0.15898053869570838,1
Liam Payne,472.0,0.6165,0.7335,-5.051,0.06655,0.1865,0.09515,0.4195,109.5115,-0.21379745843694692,-1.0908281974407366,2
Camila Cabello,1445.0,0.637,0.5760000000000001,-5.731,0.08199999999999999,0.235,0.132,0.38299999999999995,105.031,-0.327654074438194,-0.32251704983987184,5
Francis and the Lights,2.0,0.796,0.4425,-7.797000000000001,0.04875,0.3475,0.06465,0.8805,94.0215,-1.4823451539156358,-0.4031167966753033,5
Lil Pump,909.0,0.9065000000000001,0.5325,-7.4334999999999996,0.149,0.0323,0.11649999999999999,0.5415,137.0085,-0.27327564947035327,-0.7073336310150912,5
Enrique Iglesias,19.0,0.7015,0.8325,-3.4295,0.0578,0.1032,0.108,0.5905,90.5325,0.5374462942231535,-1.6407386371075334,2
GASHI,15.0,0.6585,0.7390000000000001,-6.6715,0.054599999999999996,0.0075699999999999995,0.10875000000000001,0.158,141.055,-0.1271188501100575,-0.9864534468765042,2
Shawn Hook,53.0,0.569,0.564,-4.856,0.0429,0.0897,0.0816,0.254,132.79399999999998,-0.5451032687444695,-1.117326527969461,5
Rita Ora,230.0,0.654,0.69,-4.093,0.0524,0.0599,0.0975,0.415,94.419,0.044138182038946296,-1.3987844704161976,2
Kane Brown,749.0,0.623,0.6085,-6.297,0.02985,0.3315,0.15699999999999997,0.47850000000000004,105.97550000000001,-0.255164831588342,0.09817882725631352,5
Dustin Lynch,197.0,0.635,0.7304999999999999,-5.6855,0.028999999999999998,0.05735,0.416,0.605,86.96549999999999,2.9667459566889334,1.7209052866807155,7
Wisin,135.0,0.7440000000000001,0.8590000000000001,-3.1660000000000004,0.0795,0.0256,0.0881,0.787,91.977,0.6604305408830725,-2.1063812641861626,2
Taylor Swift,1865.0,0.6505000000000001,0.6459999999999999,-6.731999999999999,0.056999999999999995,0.08085,0.11549999999999999,0.4265,114.017,-0.2816098728536441,-0.6658943842723503,5
Loote,39.0,0.871,0.493,-5.865,0.0742,0.12300000000000001,0.132,0.769,102.01100000000001,-0.09717704046087774,-0.636533306843139,5
The Killers,73.0,0.466,0.9420000000000001,-3.315,0.115,0.0016,0.0953,0.499,148.017,0.7738216368340328,-1.9380476939376081,2
2Pac,3.0,0.7809999999999999,0.8775,-4.811,0.13135,0.015865,0.2299,0.785,89.399,1.8466897427507132,-0.5689045444542814,4
Portugal. The Man,330.0,0.8009999999999999,0.795,-5.115,0.0504,0.0417,0.0717,0.754,79.028,0.017628781483633584,-1.7999771392799742,2
GoldLink,272.0,0.752,0.607,-7.294,0.132,0.125,0.0919,0.445,129.966,-0.6091515837038699,-0.7538905814299396,5
Dierks Bentley,5.0,0.5680000000000001,0.7290000000000001,-6.2895,0.06445000000000001,0.1264185,0.14350000000000002,0.498,119.92849999999999,0.15486756497796436,-0.49092862439600804,5
Mobb Deep,1.0,0.763,0.7859999999999999,-6.472,0.22899999999999998,0.0146,0.0817,0.504,93.85700000000001,-0.06436538091767262,-1.3866213741909044,2
Vince Staples,42.0,0.851,0.602,-6.132000000000001,0.205,0.152,0.382,0.763,118.001,2.5179532010574457,1.5919090708838355,7
Metro Boomin,759.0,0.7255,0.44199999999999995,-8.866,0.189,0.39049999999999996,0.1515,0.3325,119.078,-1.0045219904484195,0.8156335483091212,1
Moon Taxi,64.0,0.68,0.735,-5.553,0.0482,0.0505,0.109,0.523,106.994,0.08549050172019759,-1.162932549012845,2
Smokepurpp,259.0,0.861,0.5870000000000001,-6.752999999999999,0.38799999999999996,0.0352,0.122,0.38299999999999995,135.993,0.050644322456312424,-0.7420478894645063,5
Sublime,2.0,0.7430000000000001,0.7304999999999999,-6.2455,0.0647,0.017785000000000002,0.251,0.6120000000000001,93.26400000000001,1.4260350419437777,0.16247617471832285,4
"Tyler, The Creator",759.0,0.548,0.5645,-8.658,0.1645,0.22300000000000003,0.1655,0.413,92.9375,-0.47740357416626245,0.6435655839942759,5
J Balvin,704.0,0.7565,0.7625,-4.569000000000001,0.08465,0.0774,0.1295,0.6679999999999999,104.98400000000001,0.5644625450049288,-1.2491651321880028,2
LANY,84.0,0.575,0.46,-7.695,0.182,0.154,0.149,0.294,95.95200000000001,-0.592335735333153,0.3537280869523149,5
Dylan Scott,21.0,0.652,0.7190000000000001,-7.251,0.033,0.0353,0.10800000000000001,0.24,94.969,-0.36406066965159756,-0.7562200801673579,5
Lynyrd Skynyrd,5.0,0.596,0.605,-12.145,0.0255,0.18100000000000002,0.0863,0.8859999999999999,97.79799999999999,-1.5395542611382098,0.28982376411939204,1
Bruce Springsteen,30.0,0.37649999999999995,0.81,-7.243,0.054599999999999996,0.18118650000000003,0.4135,0.49849999999999994,130.9135,2.5981982159570567,2.2673885740311115,7
Snoop Dogg,2.0,0.715,0.655,-6.425,0.13699999999999998,0.0525,0.115,0.531,95.07799999999999,-0.0921210461746065,-0.8218545250496826,5
Zac Brown Band,4.0,0.5660000000000001,0.713,-4.25,0.0417,0.645,0.114,0.807,169.864,-0.3654381437624779,-0.44596178525354735,5
OutKast,7.0,0.728,0.9740000000000001,-2.261,0.0665,0.10300000000000001,0.175,0.965,79.52600000000001,1.7782891612762868,-1.5389726189838173,2
Mark Ronson,144.0,0.603,0.7055,-7.192500000000001,0.06755,0.00894,0.195,0.297,109.03150000000001,0.5431663420203137,0.02167999304401104,4
Creedence Clearwater Revival,3.0,0.64,0.6629999999999999,-7.516,0.0374,0.201,0.152,0.6629999999999999,132.77,-0.08606939130938288,-0.0901671118968568,5
Shallou,1.0,0.601,0.499,-11.130999999999998,0.0343,0.815,0.109,0.531,96.98100000000001,-2.383642061994094,1.5180104355906816,1
Kesha,290.0,0.5760000000000001,0.763,-4.689,0.0562,0.0671,0.124,0.36700000000000005,114.991,0.3091324550020384,-1.0901104232190486,2
Cash Cash,42.0,0.623,0.8,-3.7880000000000003,0.0828,0.11345000000000001,0.10345,0.371,115.465,0.2979190928365476,-1.468651149513977,2
The All-American Rejects,1.0,0.647,0.512,-4.162,0.0714,0.0017,0.0689,0.695,135.171,-0.29007883187884814,-1.5795500765768322,2
Chris Jeday,24.0,0.7385,0.6815,-5.574,0.1915,0.262,0.1175,0.49700000000000005,144.00099999999998,-0.06590101325183371,-0.748668832301156,5
Danny Ocean,54.0,0.7440000000000001,0.804,-6.327000000000001,0.0677,0.0231,0.0494,0.426,104.823,-0.454062165251742,-1.7355215816168807,2
Old Dominion,324.0,0.706,0.43700000000000006,-8.331,0.0575,0.593,0.107,0.759,83.985,-1.6171080365962784,0.5974695881484469,1
Demi Lovato,596.0,0.58,0.469,-6.8420000000000005,0.0495,0.102,0.11,0.317,129.98,-0.7541867751291985,-0.34160398354634486,5
Ty Dolla $ign,129.0,0.7280000000000001,0.5960000000000001,-6.159,0.0653,0.05515,0.27749999999999997,0.402,147.084,1.3975239039271607,0.6168354906132023,4
Galantis,16.0,0.638,0.725,-4.1,0.0423,0.0702,0.12,0.49200000000000005,120.04700000000001,0.3694531531739523,-1.2683539728088793,2
Echosmith,1.0,0.722,0.63,-7.289,0.0434,0.0862,0.106,0.479,111.985,-0.4610048416373799,-0.6903486506533758,5
NexXthursday,25.0,0.8959999999999999,0.513,-6.542000000000001,0.19899999999999998,0.11199999999999999,0.10400000000000001,0.29600000000000004,133.97299999999998,-0.4745734795860403,-0.765505568258243,5
Billy Currington,98.0,0.5529999999999999,0.747,-5.432,0.0279,0.106,0.154,0.521,90.012,0.3864141100515373,-0.5692193065361075,2
Macklemore,311.0,0.731,0.583,-5.126,0.0633,0.0323,0.11199999999999999,0.35600000000000004,136.043,-0.05431721361946902,-1.0770398293338088,2
Cardi B,2218.0,0.8605,0.57,-6.819000000000001,0.2505,0.06505,0.10900000000000001,0.45399999999999996,133.9875,-0.21960759170112523,-0.8125520796589253,5
Louis Tomlinson,99.0,0.612,0.61,-5.1545000000000005,0.174,0.1143,0.3255,0.663,127.6275,2.058429260713387,1.0414076726223347,7
A-Trak,1.0,0.8640000000000001,0.6890000000000001,-4.508,0.0713,0.0569,0.0678,0.7120000000000001,142.082,-0.006683479410889568,-1.9105251536768988,2
Charli XCX,25.0,0.803,0.6435,-4.889,0.0556,0.03315,0.15175,0.6085,119.00900000000001,0.5738025059988227,-0.9387905548066631,2
Dimitri Vegas & Like Mike,1.0,0.6779999999999999,0.8190000000000001,-3.306,0.0313,0.191,0.159,0.499,90.00399999999999,0.8345523312550879,-1.0086720121724668,2
Cole Swindell,10.0,0.555,0.8959999999999999,-3.295,0.0388,0.00434,0.145,0.578,114.995,1.133161243903068,-1.4808228420185026,2
Hazers,1.0,0.49,0.601,-6.131,0.196,0.00665,0.0907,0.245,98.96600000000001,-0.47648209220996907,-0.823678139633157,5
R3HAB,61.0,0.685,0.619,-7.203,0.039,0.233,0.1265,0.371,117.49849999999999,-0.5303344475111409,-0.22888681216959736,5
Marshmello,1923.0,0.629,0.8215,-2.921,0.051449999999999996,0.051500000000000004,0.16849999999999998,0.47650000000000003,132.5005,1.2448740899398678,-1.2270970783390376,2
Avicii,389.0,0.588,0.754,-5.65,0.0433,0.0505,0.121,0.45799999999999996,124.95,0.18201798583396203,-0.9940750383790232,2
P!nk,193.0,0.476,0.5435,-6.148,0.0476,0.1089,0.1348,0.2125,104.797,-0.40701291327049594,-0.19340121132572952,5
Wiz Khalifa,251.0,0.8220000000000001,0.6825,-6.6345,0.133,0.060950000000000004,0.21550000000000002,0.42300000000000004,126.01650000000001,0.9273546948508647,-0.020588189961196737,4
Tay-K,221.0,0.7659999999999999,0.606,-6.064,0.456,0.00266,0.166,0.35200000000000004,160.22299999999998,0.697745582054432,-0.4811130669820587,4
DeJ Loaf,1.0,0.614,0.682,-4.117,0.102,0.387,0.134,0.5660000000000001,100.20200000000001,0.00012938834077268338,-0.5303218467217671,5
Shaggy,4.0,0.852,0.604,-4.569,0.0642,0.0503,0.327,0.667,94.762,2.223748283210413,0.659441927657538,7
CNCO,84.0,0.534,0.9109999999999999,-3.0860000000000003,0.0852,0.15,0.0986,0.624,93.76700000000001,0.5459461631726492,-1.685158535069176,2
ZHU,1.0,0.521,0.55,-6.222,0.0709,0.0029,0.0955,0.0391,184.018,-0.5396751437968551,-0.8334281598435758,5
Bonnie Tyler,1.0,0.431,0.723,-5.8870000000000005,0.055999999999999994,0.145,0.375,0.18899999999999997,130.547,2.2386600380394115,1.7420808108362345,7
Miguel,313.0,0.654,0.5870000000000001,-8.617,0.0439,0.158,0.19699999999999998,0.28800000000000003,100.014,-0.10686667785797482,0.6801872910067365,5
Thirty Seconds To Mars,4.0,0.4385,0.7310000000000001,-6.725,0.04045,0.006445800000000001,0.19299999999999998,0.4185,123.08699999999999,0.6375943209486579,-0.024430989278902235,4
London On Da Track,7.0,0.809,0.58,-7.252999999999999,0.348,0.0856,0.115,0.146,157.961,-0.2883505371526913,-0.5691282072486703,5
Luke Bryan,81.0,0.608,0.732,-3.728,0.0883,0.133,0.14800000000000002,0.634,131.983,0.7175177507620565,-1.004862338871251,2
Daniel Caesar,87.0,0.589,0.436,-9.443999999999999,0.0571,0.615,0.125,0.358,115.656,-1.816663887268289,1.1445822040014266,1
Friyie,1.0,0.708,0.503,-10.329,0.22699999999999998,0.7290000000000001,0.0781,0.268,105.08,-2.3491975437748356,0.9219956089420674,1
DJDS,1.0,0.67,0.677,-5.553999999999999,0.0664,0.0771,0.188,0.348,128.088,0.6736930593403978,-0.3033271667639197,4
Trippie Redd,1785.0,0.722,0.57,-6.773,0.0747,0.174,0.125,0.379,124.06299999999999,-0.4279896328283303,-0.3827029032339973,5
Kelly Clarkson,72.0,0.5385,0.7730000000000001,-5.433999999999999,0.06185,0.018949999999999998,0.173,0.5245,128.0025,0.8195526819137378,-0.6078828540290783,4
Tove Lo,2.0,0.7925,0.6615,-7.298,0.0655,0.05365,0.15,0.4175,100.542,0.062382929934185885,-0.4177463765325018,5
ILOVEMAKONNEN,1.0,0.7290000000000001,0.8909999999999999,-3.114,0.0795,0.0358,0.358,0.865,144.872,3.4214776817531165,0.22550236220818695,7
Beck,1.0,0.635,0.9079999999999999,-4.795,0.0563,0.0038399999999999997,0.239,0.637,110.012,1.8754652608449005,-0.4353487265904573,4
Foo Fighters,1.0,0.515,0.917,-7.312,0.0417,0.00020899999999999998,0.145,0.409,121.988,0.45275257908959476,-0.698938439035111,2
Tove Styrke,1.0,0.675,0.611,-7.279,0.0765,0.184,0.0672,0.449,91.935,-1.0494394521074795,-0.778807739247865,5
BTS,594.0,0.6345000000000001,0.7829999999999999,-5.014,0.08345,0.09985,0.11149999999999999,0.4875,121.96600000000001,0.22824393542631982,-1.2023202211693065,2
"Earth, Wind & Fire",16.0,0.6940000000000001,0.831,-7.287999999999999,0.0301,0.165,0.25,0.98,125.90100000000001,1.3833696758062606,0.3528140889961325,4
WALK THE MOON,1.0,0.5820000000000001,0.821,-4.861000000000001,0.0365,0.007540000000000001,0.818,0.46799999999999997,100.025,7.148548001610261,5.064060689067698,0
NF,691.0,0.685,0.768,-4.832,0.19,0.312,0.115,0.35100000000000003,119.95700000000001,-0.006557375443451517,-0.8478900769410869,2
Bhad Bhabie,14.0,0.8739999999999999,0.479,-8.1805,0.2155,0.09755,0.108,0.12425,140.00900000000001,-0.8018393429617297,-0.34461992498326544,5
LANCO,108.0,0.665,0.7595000000000001,-7.456,0.04285,0.2655,0.0882,0.7145,136.4855,-0.5653563056604749,-0.7593095718679013,5
Quality Control,423.0,0.9005,0.5685,-5.484500000000001,0.17049999999999998,0.08629999999999999,0.12,0.41200000000000003,131.515,0.014756958622315429,-0.9699819054889504,2
Rich The Kid,1042.0,0.8474999999999999,0.6095,-6.328,0.2525,0.03555,0.10700000000000001,0.41000000000000003,141.01,-0.056170746501841395,-1.0174284087431953,2
Tom Petty,26.0,0.575,0.562,-8.379,0.029599999999999998,0.067,0.168,0.645,129.112,-0.11082170594570627,0.22421369435434582,5
Tom Petty and the Heartbreakers,26.0,0.565,0.7340000000000001,-6.776,0.0316,0.0517,0.165,0.7140000000000001,116.74,0.4579936849569396,-0.36791157674389724,4
