artist,days,median danceability,median energy,median loudness,median speechiness,median acousticness,median liveness,median valence,median tempo,pc1,pc2,cluster
BLACKPINK,62.0,0.7044999999999999,0.8600000000000001,-4.031499999999999,0.16015,0.17615,0.29600000000000004,0.4845,135.9525,2.2925959106600646,0.22484389822541417,4
Nas,28.0,0.569,0.7170000000000001,-5.107,0.331,0.0916,0.254,0.341,92.40100000000001,1.4955880560165538,0.37380601241038125,4
The Carters,110.0,0.7275,0.571,-6.4254999999999995,0.16745,0.1285,0.17099999999999999,0.388,141.9655,0.2314780393048245,-0.11871850028498403,5
Ski Mask The Slump God,676.0,0.8714999999999999,0.525,-10.001000000000001,0.2635,0.112,0.122,0.6105,128.9385,-0.6911225594000829,0.01695419175722631,5
Ronny J,1.0,0.698,0.731,-3.46,0.15,0.0521,0.122,0.312,157.035,0.6106063742157538,-1.463429790435825,2
Bass Santana,5.0,0.823,0.514,-7.7589999999999995,0.271,0.552,0.11,0.703,129.997,-1.060420496032324,0.2150416567989507,1
Alec Benjamin,163.0,0.653,0.565,-6.204,0.0572,0.74,0.124,0.483,150.07299999999998,-1.1083392263657277,0.3948749952536489,1
Queen Naija,1.0,0.5920000000000001,0.5710000000000001,-7.132000000000001,0.174,0.172,0.106,0.424,104.95,-0.668899639369248,-0.33370188525173367,5
Rodney Atkins,5.0,0.603,0.852,-5.166,0.0463,0.0137,0.513,0.655,124.09100000000001,4.345601962981778,2.2253718409723957,7
OMI,1.0,0.78,0.68,-6.081,0.0305,0.141,0.138,0.594,118.02600000000001,0.12857546693038835,-0.7025223051837877,2
Years & Years,18.0,0.753,0.6255,-6.6175,0.11499999999999999,0.1001,0.1883,0.527,104.529,0.47661806204164364,-0.054036597761181734,4
Rusted Root,1.0,0.5,0.6809999999999999,-9.556000000000001,0.0672,0.114,0.139,0.745,119.46,-0.41457947359365666,0.15356961717116374,5
Nico & Vinz,1.0,0.7290000000000001,0.675,-6.002999999999999,0.0312,0.175,0.55,0.779,119.96799999999999,4.103130460803586,3.095761740853164,0
LEN,1.0,0.413,0.8290000000000001,-11.110999999999999,0.529,0.39399999999999996,0.10800000000000001,0.677,191.477,-0.744263007051871,0.46126089443690277,1
Natalie Cole,1.0,0.685,0.623,-11.145999999999999,0.042,0.228,0.0295,0.8959999999999999,126.73899999999999,-1.8575038477756203,-0.4917818984310937,1
Jake Owen,4.0,0.604,0.868,-3.5389999999999997,0.0445,0.086,0.0502,0.5529999999999999,94.05799999999999,-0.005507170661388781,-2.1352648426655025,2
benny blanco,948.0,0.612,0.617,-7.0889999999999995,0.16399999999999998,0.168,0.124,0.525,122.994,-0.32661265633346226,-0.3185206667098647,5
Fabolous,1.0,0.77,0.607,-6.102,0.37200000000000005,0.659,0.159,0.747,150.006,-0.2098360967649831,0.40763313000091905,5
Noah Schnacky,1.0,0.504,0.47200000000000003,-6.925,0.0404,0.54,0.306,0.313,73.521,0.369105871215573,2.2888239971797244,6
Dynoro,73.0,0.6940000000000001,0.77,-5.335,0.149,0.17600000000000002,0.11800000000000001,0.163,125.905,0.04769084879462628,-0.9301722810133448,2
Denzel Curry,17.0,0.75,0.638,-6.695,0.1112,0.07465000000000001,0.36,0.5635,120.03800000000001,2.2106126545086835,1.4346546618030331,7
RL Grime,1.0,0.49,0.629,-4.072,0.0399,0.0732,0.0957,0.3,74.967,-0.25403977960896745,-1.1094874754081891,2
DJ Durel,7.0,0.9179999999999999,0.632,-6.979,0.278,0.0236,0.37799999999999995,0.396,92.01100000000001,2.458421939109449,1.5322078308256273,7
Sheck Wes,421.0,0.7290000000000001,0.625,-5.266,0.0315,0.19399999999999998,0.248,0.261,146.034,1.034797020177,0.37566074507057,4
YBN Cordae,37.0,0.732,0.608,-6.019,0.301,0.0806,0.127,0.276,138.024,0.04320828546805863,-0.6759137053773875,5
Dean Lewis,438.0,0.583,0.6625000000000001,-6.3985,0.03365,0.6115,0.11515,0.5775,115.825,-0.929574092121087,0.09977971003192074,5
Robyn,1.0,0.7020000000000001,0.6659999999999999,-8.307,0.0463,0.0472,0.139,0.109,119.93,-0.3327351292115634,-0.23380810871588947,5
Quavo,279.0,0.857,0.657,-5.9239999999999995,0.273,0.114,0.126,0.496,143.03799999999998,0.2224246066152601,-0.892468101783384,2
Kris Kross Amsterdam,41.0,0.7340000000000001,0.765,-5.562,0.0621,0.151,0.231,0.518,109.98899999999999,1.203116777296437,0.010105835443881802,4
Flipp Dinero,503.0,0.8089999999999999,0.6890000000000001,-3.9935,0.14855,0.1045,0.214,0.7749999999999999,134.989,1.4550442911605215,-0.5410274586086328,4
Social House,64.0,0.769,0.479,-5.3389999999999995,0.0385,0.66,0.0914,0.8029999999999999,96.051,-1.2477816347279078,-0.15502765227673246,5
Bryce Vine,194.0,0.766,0.5235,-6.0055,0.057050000000000003,0.3405,0.162,0.3385,124.969,-0.2752456372653922,0.0996427583919951,5
Death Cab for Cutie,1.0,0.514,0.95,-3.807,0.0298,0.00575,0.134,0.665,137.975,1.0913512691010034,-1.575855201009088,2
Lil Mosey,969.0,0.747,0.643,-7.539,0.0674,0.261,0.11599999999999999,0.653,96.00299999999999,-0.5595632749942865,-0.32570910733182123,5
lovelytheband,29.0,0.6659999999999999,0.728,-5.808,0.0419,0.00175,0.0429,0.51,122.99600000000001,-0.5233371742956734,-1.7909864563889877,2
Bas,8.0,0.755,0.594,-5.906000000000001,0.21600000000000003,0.24100000000000002,0.107,0.237,178.929,-0.3744721229829324,-0.698349837123276,5
Why Don't We,128.0,0.693,0.58,-5.422000000000001,0.0433,0.0687,0.0928,0.368,115.036,-0.4025682836778384,-1.0741223369878616,5
Paul Rosenberg,19.0,0.636,0.335,-13.327,0.966,0.993,0.342,0.561,161.68,-0.32429871799663323,4.614352968361417,6
Silk City,56.0,0.588,0.67,-6.439,0.0473,0.0104,0.33799999999999997,0.505,118.15899999999999,2.05516562754043,1.1894654248835936,7
$uicideBoy$,7.0,0.736,0.579,-8.642000000000001,0.2,0.0244,0.20800000000000002,0.384,112.01,0.3611521830499329,0.5059402567530564,4
Lauren Daigle,54.0,0.486,0.632,-6.89,0.0344,0.682,0.0869,0.0791,147.892,-1.6248719301276788,0.22812514208792528,1
Mumford & Sons,7.0,0.499,0.742,-7.4704999999999995,0.044700000000000004,0.034195,0.10345,0.306,145.98149999999998,-0.3435645396447104,-0.7371770115405755,5
YNW Melly,1221.0,0.782,0.495,-7.968,0.247,0.145,0.11,0.623,145.939,-0.5910322575826497,-0.3295962702350481,5
Pardison Fontaine,9.0,0.7959999999999999,0.68,-4.853,0.353,0.0886,0.268,0.565,164.93200000000002,1.9293469359487583,0.14740168995096606,4
Juicy J,5.0,0.9209999999999999,0.748,-5.093,0.13,0.00908,0.0798,0.8009999999999999,139.97899999999998,0.28145969557373346,-1.907273126583503,2
Ava Max,331.0,0.7005000000000001,0.6799999999999999,-4.697,0.04555,0.07139999999999999,0.2595,0.6174999999999999,131.5455,1.6288471258677533,0.08218140837434132,4
Gunna,256.0,0.84,0.557,-7.148,0.21,0.113,0.102,0.435,135.03,-0.4717502172289282,-0.7066618874704057,5
Anderson .Paak,30.0,0.6759999999999999,0.654,-7.672999999999999,0.12300000000000001,0.0344,0.132,0.509,103.288,-0.1277267302830047,-0.4329809193162603,5
T.I.,3.0,0.713,0.825,-5.25,0.28800000000000003,0.0925,0.58,0.742,127.95,5.055990656218253,2.9358399003096998,0
Avril Lavigne,14.0,0.6525,0.773,-5.0165,0.07544999999999999,0.0886,0.11199999999999999,0.595,119.969,0.2733177598490145,-1.2359131491809876,2
Bradley Cooper,1.0,0.6990000000000001,0.282,-7.65,0.0374,0.7979999999999999,0.0981,0.359,79.77600000000001,-2.3481885918551617,1.0214082156697353,1
Normani,108.0,0.599,0.624,-3.967,0.10300000000000001,0.0944,0.114,0.762,116.046,0.2420831249028397,-1.1601839835414536,2
Takeoff,79.0,0.8445,0.6174999999999999,-7.322000000000001,0.2145,0.11299999999999999,0.1345,0.3395,140.0275,-0.10395788579639902,-0.45964610913135817,5
Marilyn Manson,2.0,0.483,0.9495,-6.359,0.1835,0.116,0.09425,0.329,168.18849999999998,0.13597266595158533,-1.203735319331361,2
John Carpenter,2.0,0.636,0.466,-15.534,0.0317,0.134,0.156,0.29600000000000004,136.20600000000002,-1.7605379391145084,1.7150105772685138,1
M83,2.0,0.526,0.7120000000000001,-6.525,0.0356,0.0161,0.179,0.32,105.009,0.4500219049937558,-0.1820953416643563,4
Duran Duran,2.0,0.691,0.812,-7.772,0.0558,0.0433,0.299,0.685,127.568,1.811148885058249,0.7887989391127135,4
Moneybagg Yo,36.0,0.8490000000000001,0.845,-5.0680000000000005,0.233,0.0266,0.10400000000000001,0.617,144.07299999999998,0.6361384611898719,-1.6920049897132248,2
Mitchell Tenpenny,16.0,0.499,0.797,-3.77,0.0554,0.19899999999999998,0.0933,0.408,176.024,0.12497708791920162,-1.414489171269137,2
K/DA,11.0,0.5660000000000001,0.769,-4.342,0.0872,0.0183,0.10800000000000001,0.385,170.03599999999997,0.4066887105872991,-1.4564843260190485,2
Comethazine,129.0,0.813,0.586,-9.762,0.273,0.08900000000000001,0.23800000000000002,0.7440000000000001,160.043,0.6942594658185745,0.884072390700242,4
JID,14.0,0.6884999999999999,0.823,-4.728,0.3245,0.0419,0.18949999999999997,0.43900000000000006,88.10400000000001,1.277066993840311,-0.6407806258871204,4
Earl Sweatshirt,11.0,0.5035000000000001,0.714,-5.0685,0.277,0.10705,0.395,0.577,126.53299999999999,2.9224128099295252,1.6302505890429717,7
City Girls,292.0,0.7879999999999999,0.638,-4.713,0.18899999999999997,0.121,0.166,0.48100000000000004,97.075,0.5945695957345696,-0.6006871344462916,2
JENNIE,2.0,0.7509999999999999,0.642,-5.165,0.087,0.0861,0.0953,0.38799999999999996,95.045,-0.22304394702182903,-1.1828238538724456,2
Stan Kenton,18.0,0.534,0.21100000000000002,-12.715,0.0247,0.46399999999999997,0.132,0.193,93.236,-2.6221309709847618,2.0302515294505494,3
Peter Manos,20.0,0.499,0.18100000000000002,-15.359000000000002,0.0429,0.745,0.106,0.0747,111.956,-3.773003403584266,2.808273087211719,3
Gwen Stefani,11.0,0.635,0.87,-4.291,0.04,0.0156,0.11800000000000001,0.912,93.0,0.7819304869042122,-1.586498035456988,2
Kylie Minogue,5.0,0.685,0.391,-7.183,0.0435,0.7440000000000001,0.142,0.44299999999999995,87.101,-1.5321095249318237,1.0745729698528772,1
Ella Fitzgerald,11.0,0.5435,0.39449999999999996,-10.021,0.0518,0.7484999999999999,0.21700000000000003,0.74,115.7875,-1.1559607845538837,2.3269790640334906,1
Donny Hathaway,14.0,0.634,0.645,-9.2,0.0376,0.292,0.24600000000000002,0.677,93.05,0.31960346155484437,1.3133075741044535,4
Shakin' Stevens,4.0,0.5595,0.8545,-3.4665,0.0434,0.184,0.222,0.8945,95.3965,1.6173209226250904,-0.44139235284581285,4
Leona Lewis,5.0,0.6409999999999999,0.794,-4.906000000000001,0.0369,0.49700000000000005,0.32899999999999996,0.767,112.994,1.867121290026432,1.3037810848349416,7
Johnny Mathis,2.0,0.605,0.664,-8.95,0.0274,0.698,0.121,0.8859999999999999,103.178,-1.2976553111631801,0.7070695129981921,1
Nina Nesbitt,3.0,0.324,0.19699999999999998,-10.191,0.0337,0.8009999999999999,0.115,0.33799999999999997,178.893,-2.755849871883139,1.9856560964339194,3
Jessie J,3.0,0.626,0.6759999999999999,-3.178,0.0739,0.608,0.493,0.684,140.67700000000002,3.383774890938857,2.809592238804452,7
Train,3.0,0.45799999999999996,0.831,-2.187,0.0654,0.0031,0.337,0.5720000000000001,81.531,2.9613557338587477,0.29290284601403044,7
Céline Dion,2.0,0.34299999999999997,0.6,-5.254,0.0302,0.451,0.27899999999999997,0.158,172.044,0.7675100532584431,1.4294049092920769,4
Backstreet Boys,3.0,0.6195,0.687,-5.759500000000001,0.025,0.1915,0.09985,0.482,121.5525,-0.3542297276929488,-0.8786173335389587,5
Jordan Smith,2.0,0.327,0.223,-8.975,0.0336,0.932,0.192,0.172,109.568,-2.1391333364202887,2.7542204243879005,3
Hannah Kerr,2.0,0.6759999999999999,0.41200000000000003,-7.97,0.0347,0.7959999999999999,0.139,0.47,124.891,-1.659212048411138,1.1919254698795478,1
Norah Jones,1.0,0.475,0.068,-20.032,0.0319,0.893,0.105,0.266,95.165,-4.922342249789582,4.088886424519629,3
SHAED,158.0,0.619,0.45899999999999996,-5.782,0.0334,0.56,0.13699999999999998,0.498,126.803,-0.9139836033500212,0.3655776077187,1
Calboy,436.0,0.74,0.488,-7.664,0.27,0.23399999999999999,0.24100000000000002,0.584,149.042,0.5657291677081946,0.9986559541645531,4
Pedro Capó,106.0,0.826,0.773,-4.218,0.0524,0.32299999999999995,0.14300000000000002,0.7609999999999999,126.899,0.505832435139068,-0.9445261776239163,2
Bring Me The Horizon,2.0,0.6065,0.865,-3.9335,0.0362,0.011765,0.20245000000000002,0.46599999999999997,102.0235,1.4673950817340566,-0.787974873921647,4
Anuel AA,269.0,0.768,0.8,-3.3985000000000003,0.1061,0.3325,0.0891,0.653,93.613,0.06629263962807382,-1.4803130920925616,2
Blueface,390.0,0.8895,0.617,-8.107,0.27449999999999997,0.053200000000000004,0.1225,0.4975,105.5495,-0.200028587200669,-0.521830779739716,5
Shoreline Mafia,21.0,0.9,0.385,-12.189,0.435,0.371,0.142,0.488,99.964,-1.452129997330386,1.296522117505791,1
Jeremy Zucker,110.0,0.7805,0.1705,-13.545,0.05735,0.76,0.2595,0.621,98.055,-1.718109081818386,3.5589748573709956,3
Gesaffelstein,42.0,0.6579999999999999,0.6709999999999999,-12.21,0.0363,0.0933,0.115,0.166,100.96600000000001,-1.2865627866464249,0.4070434953316942,1
Lauren Jauregui,1.0,0.595,0.442,-12.899000000000001,0.282,0.0709,0.139,0.297,48.702,-1.4552016133210532,1.214213304701269,1
James Blake,8.0,0.754,0.37,-9.854,0.12,0.40299999999999997,0.107,0.228,114.941,-1.8221508175518735,0.7101372029373592,1
Paulo Londra,1.0,0.767,0.7090000000000001,-4.47,0.336,0.32299999999999995,0.0676,0.72,171.993,-0.16185416054738092,-1.4386962151827911,2
Cooliecut,1.0,0.722,0.654,-7.115,0.0279,0.65,0.13699999999999998,0.55,119.93,-0.8562923469476389,0.3768791301961999,1
Corey,1.0,0.445,0.442,-21.101999999999997,0.795,0.762,0.369,0.254,82.729,-1.2517082280042657,6.131025044587072,6
Kid Trunks,1.0,0.856,0.39299999999999996,-7.348,0.457,0.0304,0.0959,0.11900000000000001,161.984,-0.6635526987919926,-0.559719739790901,5
Flyboy Tarantino,2.0,0.6955,0.42650000000000005,-10.4205,0.0527,0.6515,0.10155,0.623,109.0455,-2.131378997090625,1.0476417966462117,1
Tankhead,1.0,0.772,0.638,-5.122000000000001,0.34700000000000003,0.0515,0.392,0.47,145.023,2.968456288512626,1.3973760489456635,7
Vampire Weekend,16.0,0.653,0.457,-7.057,0.0568,0.266,0.0992,0.579,119.96799999999999,-1.0218359470987952,-0.2258403900683938,5
Boogie,1.0,0.866,0.51,-6.254,0.256,0.0146,0.107,0.171,106.949,-0.33924837647757267,-0.8380762322638377,5
Dominic Fike,99.0,0.815,0.518,-6.593999999999999,0.0897,0.223,0.10400000000000001,0.877,151.891,-0.4665963849627256,-0.6737337118290798,5
Lewis Capaldi,594.0,0.505,0.35650000000000004,-6.7545,0.0475,0.8484999999999999,0.0982,0.3095,111.54150000000001,-2.1790405570576894,0.9650413570601393,1
Lennon Stella,3.0,0.6890000000000001,0.679,-5.893,0.0517,0.195,0.22399999999999998,0.475,149.972,0.8886272395856684,0.1923028533495839,4
Mabel,147.0,0.648,0.8384999999999999,-2.926,0.15949999999999998,0.48150000000000004,0.09265,0.427,148.3495,0.019957839907104317,-1.278461122396055,2
Kacey Musgraves,21.0,0.555,0.429,-7.697,0.0306,0.718,0.107,0.349,130.36700000000002,-1.8741290061591487,0.8279626522268737,1
Alicia Keys,2.0,0.5700000000000001,0.46799999999999997,-7.2995,0.074,0.525,0.08715,0.3435,123.88649999999998,-1.636340692712931,0.2184303518923493,1
YUNGBLUD,36.0,0.4675,0.819,-4.522,0.1295,0.010239999999999999,0.14750000000000002,0.4215,160.0425,0.8432696505623101,-1.0429798923531939,2
Netsky,1.0,0.7090000000000001,0.784,-3.182,0.1,0.23,0.147,0.584,97.007,0.7234862662880089,-1.0707944894978336,2
Quinn XCII,1.0,0.605,0.73,-7.871,0.0425,0.087,0.187,0.263,130.025,0.2963065400831313,0.13214200149562033,4
Summer Walker,222.0,0.6479999999999999,0.43700000000000006,-6.6815,0.10464999999999999,0.3465,0.111,0.2825,105.447,-1.1145008954841014,0.05777699720962008,5
Jonas Brothers,775.0,0.725,0.598,-6.039,0.0588,0.0369,0.11,0.61,118.051,-0.13313484751707613,-0.9545309445839756,2
Solange,16.0,0.6625,0.4135,-7.3385,0.052750000000000005,0.5235000000000001,0.164,0.368,104.89,-0.9974444545705786,0.9362577912019923,1
Lil Nas X,1033.0,0.7280000000000001,0.589,-5.805,0.09145,0.07865,0.1175,0.5675,138.068,-0.06022859981929295,-0.870253646826202,2
YK Osiris,221.0,0.7490000000000001,0.535,-4.053999999999999,0.0638,0.517,0.0942,0.45899999999999996,124.008,-0.7942115903418075,-0.6310832746111362,5
TOMORROW X TOGETHER,1.0,0.622,0.8,-5.819,0.0425,0.0505,0.0619,0.58,110.977,-0.2905634241469289,-1.6006319792276675,2
The Black Keys,3.0,0.505,0.679,-7.296,0.0321,0.0151,0.0962,0.565,122.016,-0.4119793523045328,-0.7953368584863707,5
FLETCHER,44.0,0.613,0.579,-6.484,0.0833,0.489,0.126,0.551,91.863,-0.82415038885921,0.1681166553962205,5
Roddy Ricch,674.0,0.7785,0.5914999999999999,-8.063500000000001,0.2635,0.086,0.18,0.4595,130.00150000000002,0.24005804004153364,0.1519950566298122,5
NLE Choppa,674.0,0.7809999999999999,0.627,-5.257999999999999,0.233,0.0849,0.124,0.555,120.08,0.22712742568723268,-0.9530866376447633,2
Tame Impala,307.0,0.609,0.7925,-5.444,0.03615,0.027,0.16949999999999998,0.5680000000000001,116.4125,0.8193149919949966,-0.7146345083632227,2
Jacquees,1.0,0.51,0.624,-5.977,0.16,0.0105,0.102,0.575,196.05900000000003,-0.02377626562445037,-1.0107418505743733,2
Lizzo,893.0,0.715,0.722,-3.0460000000000003,0.11,0.0573,0.358,0.588,119.93,2.9551129270554366,0.6031694026253231,7
Polo G,456.0,0.775,0.664,-6.3995,0.33099999999999996,0.123,0.07135,0.46349999999999997,139.124,-0.3972555340107533,-1.1967805901803608,2
ROSALÍA,63.0,0.831,0.724,-3.6595,0.1745,0.42600000000000005,0.09655000000000001,0.6625,94.95750000000001,-0.09882258847993602,-1.1540205101781875,2
Cage The Elephant,1.0,0.602,0.946,-2.298,0.0654,0.066,0.38799999999999996,0.58,141.925,3.7167194659651517,0.4832315308928906,7
DaBaby,1548.0,0.836,0.6745000000000001,-5.0605,0.294,0.0676,0.128,0.7024999999999999,128.3715,0.5433847030602389,-1.1303096744575645,2
Tom Walker,3.0,0.5670000000000001,0.696,-5.416,0.301,0.456,0.113,0.544,92.061,-0.4011818299059388,-0.29034082610950057,5
Aventura,2.0,0.77,0.775,-4.65,0.0349,0.17800000000000002,0.0651,0.848,124.015,-0.10808997286399184,-1.7647106159316108,2
Madonna,1.0,0.8140000000000001,0.6829999999999999,-7.091,0.304,0.0596,0.6709999999999999,0.473,91.963,5.303288280784695,4.283225289657324,0
DJ Luian,26.0,0.857,0.647,-4.152,0.0984,0.391,0.0842,0.5529999999999999,95.98200000000001,-0.4676517093285551,-1.1338651667000532,5
Kina,50.0,0.498,0.235,-16.541,0.188,0.72,0.14400000000000002,0.0895,118.917,-3.35753039218688,3.274355272292437,3
Kevin Abstract,1.0,0.6459999999999999,0.6809999999999999,-5.847,0.0764,0.6829999999999999,0.107,0.42100000000000004,131.89600000000002,-0.9698361946305999,-0.03755138938025819,5
Bastille,1.0,0.555,0.9229999999999999,-4.748,0.161,0.19699999999999998,0.0778,0.363,118.007,0.022133218846552814,-1.4947058246067026,2
MEDUZA,44.0,0.6375,0.635,-7.7325,0.035500000000000004,0.0847,0.10700000000000001,0.5800000000000001,124.0075,-0.49078317097221685,-0.5681182938463427,5
Jhené Aiko,122.0,0.511,0.451,-10.424000000000001,0.153,0.5720000000000001,0.13699999999999998,0.35,106.029,-1.763459256804063,1.4556507206001488,1
blink-182,9.0,0.513,0.9179999999999999,-4.096,0.0836,0.00797,0.124,0.607,155.11,0.925949207299268,-1.564762449678142,2
Lunay,160.0,0.795,0.7829999999999999,-4.271,0.0432,0.361,0.43700000000000006,0.8,92.016,3.2268442595077547,1.8529708144058088,7
ILLENIUM,53.0,0.46699999999999997,0.775,-4.736,0.0458,0.02955,0.116,0.2545,110.0445,0.1936729785298279,-1.1031920324334383,2
Slipknot,6.0,0.38150000000000006,0.9525,-3.016,0.08335000000000001,0.000292,0.1335,0.359,133.75900000000001,1.074587883774557,-1.5453431661438983,2
Megan Thee Stallion,404.0,0.853,0.736,-4.736000000000001,0.2965,0.0235,0.1725,0.548,147.0095,1.1744106876439941,-0.9598813956289788,2
Sech,138.0,0.725,0.79,-2.331,0.19699999999999998,0.0711,0.0602,0.763,175.988,0.536220700606477,-2.4257803086389695,2
Lee Brice,83.0,0.655,0.56,-6.857,0.0486,0.7490000000000001,0.115,0.599,140.975,-1.2952705954553387,0.44587991866276877,1
Lil Tecca,923.0,0.7170000000000001,0.5920000000000001,-7.146,0.266,0.0608,0.111,0.434,140.001,-0.255177226838199,-0.6417124700493488,5
Eli Young Band,35.0,0.6,0.851,-4.645,0.0388,0.00566,0.0891,0.727,98.007,0.34404677622527546,-1.7099002211100107,2
Herve Pagez,1.0,0.8370000000000001,0.818,-4.474,0.0533,0.0527,0.11,0.484,109.993,0.47454601667952034,-1.6166594403847,2
Jhay Cortez,177.0,0.8059999999999999,0.7859999999999999,-3.8310000000000004,0.0741,0.145,0.0935,0.58,91.973,0.2411714922566029,-1.6559537064069163,2
Dreamville,329.0,0.671,0.6595,-6.1705000000000005,0.364,0.2935,0.15650000000000003,0.391,132.51,0.1465437926290498,-0.06737069602753122,5
Blanco Brown,117.0,0.847,0.6779999999999999,-8.635,0.109,0.0669,0.27399999999999997,0.8109999999999999,97.984,1.2546344838487815,0.8451866411663755,4
Shordie Shordie,53.0,0.762,0.38299999999999995,-10.097999999999999,0.20199999999999999,0.349,0.127,0.44,92.947,-1.4648981769180076,0.8349691723228037,1
Ali Gatie,357.0,0.605,0.46299999999999997,-6.972,0.0287,0.374,0.145,0.22399999999999998,95.971,-0.9321933917052576,0.4768010852652195,1
Free Nationals,1.0,0.46,0.7709999999999999,-7.087999999999999,0.32799999999999996,0.518,0.0774,0.29600000000000004,88.83,-1.1006268153264627,-0.1548226199265621,5
Ashley O,52.0,0.737,0.81,-6.354,0.0896,0.077,0.0523,0.387,125.005,-0.4670403138615348,-1.6404638559945859,2
Y2K,291.0,0.843,0.391,-7.899,0.0845,0.18100000000000002,0.13699999999999998,0.496,129.972,-0.7154580090922897,0.07250764778349866,5
Sam Feldt,124.0,0.59,0.642,-3.87,0.122,0.0771,0.105,0.6509999999999999,107.35600000000001,0.1768120302933524,-1.2677111328320592,2
88-Keys,6.0,0.525,0.774,-4.532,0.24100000000000002,0.24,0.495,0.526,154.192,3.903141461798407,2.4993424472257972,7
E-40,1.0,0.893,0.7759999999999999,-5.356,0.293,0.00607,0.10300000000000001,0.22899999999999998,91.98700000000001,0.2945104057614395,-1.4546390941147542,2
Sebastian Yatra,1.0,0.777,0.848,-3.326,0.0508,0.0323,0.0745,0.96,150.013,0.6376727723840608,-2.328344801236708,2
WILLOW,1.0,0.764,0.705,-5.279,0.0278,0.0371,0.0943,0.672,101.00299999999999,0.025821112940937054,-1.4260023342829553,2
Don McLean,2.0,0.531,0.48100000000000004,-11.709000000000001,0.06,0.6990000000000001,0.0842,0.491,138.45,-2.5438201253951305,1.2621744023402441,1
Saweetie,175.0,0.899,0.8109999999999999,-6.294,0.258,0.000677,0.0672,0.5870000000000001,105.038,0.017134878641841933,-1.7624882211204056,2
John Mellencamp,1.0,0.8109999999999999,0.41,-8.214,0.0392,0.0365,0.0799,0.625,103.94,-1.1097380483823094,-0.6059692595158802,5
Ambjaay,91.0,0.978,0.47700000000000004,-8.158999999999999,0.155,0.000143,0.133,0.196,110.00200000000001,-0.44024676277964536,-0.347258602191369,5
iann dior,48.0,0.6859999999999999,0.7915000000000001,-6.2755,0.027549999999999998,0.436,0.20734999999999998,0.6375,109.4735,0.510884545421351,0.3525398724565305,4
Blue Ivy,14.0,0.603,0.602,-7.082999999999999,0.23,0.049,0.27899999999999997,0.595,119.70299999999999,1.3667510606326014,0.9370773326069414,4
Oliver Tree,7.0,0.6365,0.6375,-5.4625,0.0738,0.06175,0.21000000000000002,0.579,145.043,0.9637867831338192,-0.12399511345780352,4
Tones And I,301.0,0.7559999999999999,0.5539999999999999,-5.624,0.037000000000000005,0.43,0.158,0.513,98.027,-0.3140119181954702,0.09839744379568349,5
Lil Durk,1.0,0.87,0.7090000000000001,-4.684,0.235,0.0186,0.107,0.129,138.01,0.293425121893403,-1.4667651780140898,2
TOOL,30.0,0.35250000000000004,0.6415,-9.235499999999998,0.0403,0.00183,0.1095,0.189,132.297,-0.8419947795721784,-0.07488153681218078,5
Clairo,1.0,0.759,0.436,-11.232999999999999,0.0419,0.33,0.102,0.782,94.03,-1.7280524560523858,0.6199692325191584,1
Tyler Childers,1.0,0.508,0.725,-7.202999999999999,0.0398,0.524,0.479,0.9159999999999999,166.872,2.8712027995116403,3.2589908344763865,7
Labrinth,23.0,0.348,0.652,-7.145,0.0931,0.0165,0.33,0.172,70.956,1.5373511256136232,1.6496130027170142,7
SiR,7.0,0.7929999999999999,0.49,-10.984000000000002,0.285,0.25,0.43200000000000005,0.46799999999999997,120.09899999999999,1.7793103815443978,3.403818939874404,6
Lil Tjay,348.0,0.7135,0.6085,-7.8485,0.22399999999999998,0.246,0.07955000000000001,0.4435,121.04899999999999,-0.9596551868006767,-0.5075424976003533,5
Swae Lee,18.0,0.8440000000000001,0.45400000000000007,-9.443999999999999,0.1285,0.027895000000000003,0.1185,0.258,148.988,-0.8506062131362306,-0.11053757183314648,5
Doja Cat,427.0,0.7859999999999999,0.657,-5.457000000000001,0.11599999999999999,0.24,0.0967,0.575,125.98899999999999,-0.28662204716693657,-1.0045406272507535,5
Tainy,7.0,0.7340000000000001,0.836,-4.803,0.0735,0.017,0.179,0.623,80.002,1.1441599856359888,-0.8931570290142604,2
Missy Elliott,1.0,0.8540000000000001,0.637,-5.877000000000001,0.218,0.0033200000000000005,0.10300000000000001,0.509,158.015,0.12370923292325389,-1.2867136949359372,2
Melanie Martinez,54.0,0.664,0.655,-6.653,0.0949,0.42,0.174,0.563,95.947,-0.11490982279067764,0.36373627891282706,5
Grimes,1.0,0.5329999999999999,0.9,-4.974,0.0498,0.0014,0.127,0.0774,99.99,0.46742667681259636,-1.1967591682107113,2
Major Lazer,43.0,0.6579999999999999,0.765,-7.002000000000001,0.0536,0.0471,0.0936,0.37799999999999995,119.97399999999999,-0.28182474859497497,-1.0484077689545048,2
FKA twigs,2.0,0.484,0.5235,-9.113,0.14400000000000002,0.5875,0.1023,0.1975,148.2885,-1.783043799088284,0.7995943202728104,1
Rex Orange County,16.0,0.6100000000000001,0.422,-7.730499999999999,0.05035,0.6495000000000001,0.11499999999999999,0.32699999999999996,126.02250000000001,-1.6994951305795867,0.7740119216379502,1
24kGoldn,238.0,0.7164999999999999,0.629,-4.917,0.11415,0.1205,0.09975,0.6235,135.5245,-0.04531677921514228,-1.184781849580198,2
